scenario_name,proxy,rx_x,rx_y,rx_z,path_count,n_eff,tau_rms_ns,mean_aoa_spread_deg,aoa_azimuth_spread_deg,aoa_elevation_spread_deg,aod_azimuth_spread_deg,aod_elevation_spread_deg,dpr_db,pmi_env,mrs_raw,mrs_score,mrs_label,selected_role,lp_port_power_imbalance_raw_db,cp_port_power_imbalance_raw_db,lp_rate_raw_snr_0,cp_rate_raw_snr_0,delta_rate_raw_snr_0,lp_capacity_raw_snr_0,cp_capacity_raw_snr_0,delta_capacity_raw_snr_0,lp_rate_norm_snr_0,cp_rate_norm_snr_0,delta_rate_norm_snr_0,lp_capacity_norm_snr_0,cp_capacity_norm_snr_0,delta_capacity_norm_snr_0,lp_total_snr_raw_db_snr_0,cp_total_snr_raw_db_snr_0,lp_best_port_snr_raw_db_snr_0,cp_best_port_snr_raw_db_snr_0,lp_fixed_single_rate_raw_snr_0,cp_fixed_single_rate_raw_snr_0,lp_fixed_egc_rate_raw_snr_0,cp_fixed_egc_rate_raw_snr_0,lp_rate_raw_snr_10,cp_rate_raw_snr_10,delta_rate_raw_snr_10,lp_capacity_raw_snr_10,cp_capacity_raw_snr_10,delta_capacity_raw_snr_10,lp_rate_norm_snr_10,cp_rate_norm_snr_10,delta_rate_norm_snr_10,lp_capacity_norm_snr_10,cp_capacity_norm_snr_10,delta_capacity_norm_snr_10,lp_total_snr_raw_db_snr_10,cp_total_snr_raw_db_snr_10,lp_best_port_snr_raw_db_snr_10,cp_best_port_snr_raw_db_snr_10,lp_fixed_single_rate_raw_snr_10,cp_fixed_single_rate_raw_snr_10,lp_fixed_egc_rate_raw_snr_10,cp_fixed_egc_rate_raw_snr_10,lp_rate_raw_snr_20,cp_rate_raw_snr_20,delta_rate_raw_snr_20,lp_capacity_raw_snr_20,cp_capacity_raw_snr_20,delta_capacity_raw_snr_20,lp_rate_norm_snr_20,cp_rate_norm_snr_20,delta_rate_norm_snr_20,lp_capacity_norm_snr_20,cp_capacity_norm_snr_20,delta_capacity_norm_snr_20,lp_total_snr_raw_db_snr_20,cp_total_snr_raw_db_snr_20,lp_best_port_snr_raw_db_snr_20,cp_best_port_snr_raw_db_snr_20,lp_fixed_single_rate_raw_snr_20,cp_fixed_single_rate_raw_snr_20,lp_fixed_egc_rate_raw_snr_20,cp_fixed_egc_rate_raw_snr_20
open_office,False,0.5,0.5,1.2,21,1.9076505494113136,5.6077312105679,16.14878989827035,28.490159885678494,3.807419910862205,18.328578470914074,11.699133348640153,3.782258184880986,0.00025913691542856946,-0.20121852668749077,19.137834357962017,moderate,,-0.5434663163659965,-2.043135978113984,4.484735534999747e-05,0.00017938256096930238,0.00013453520561930492,7.847460297294175e-05,0.00031387162650746935,0.0002353970235345276,6.007982436608459e-09,6.0079825789829695e-09,1.423745106667231e-16,1.0534997044679693e-08,1.0534997044679693e-08,0.0,-45.07432164514435,-39.053721731987075,-47.82138392125012,-41.16151081360744,3.617157940342729e-05,4.197242156617179e-05,4.546117941003131e-05,4.609920706941131e-05,0.00044842210630151227,0.0017930029815375074,0.0013445808752359952,0.000784545187153171,0.00313550697645688,0.0023509617893037087,6.007982421335422e-08,6.007982424894784e-08,3.5593621462826183e-17,1.053499668806355e-07,1.053499668806355e-07,0.0,-35.07432164514435,-29.053721731987075,-37.82138392125011,-31.161510813607446,0.00036166787015521517,0.0004196221110495796,0.0004545297953965196,0.0004609013864213223,0.004479086211003886,0.017848393733890716,0.01336930752288683,0.007825446005727245,0.031039082102659557,0.023213636096932312,6.00798146810462e-07,6.007981469528364e-07,1.4237448585130473e-16,1.0534992977038112e-06,1.0534992977038112e-06,0.0,-25.07432164514435,-19.053721731987075,-27.82138392125011,-21.161510813607446,0.003611896083641223,0.0041860548825448304,0.004537123231355174,0.004599975940811265
open_office,False,1.5,0.5,1.2,23,2.0152523199505428,5.27942892251963,18.269584297623844,25.607947439751758,10.931221155495926,16.806841492695526,12.55269905157656,3.418756085519095,0.00020518798122773276,-0.17272863312361436,19.679901127145786,moderate,,-5.639433474974148,-2.2131730917103525,0.00015349867809737574,0.0006139092489628735,0.00046041057086549774,0.00027776589093761917,0.0011107263910634419,0.0008329605001258227,2.0298256543654836e-08,2.029825657924846e-08,3.5593624771548634e-17,3.663997235700858e-08,3.663997232141495e-08,-3.5593628080271084e-17,-39.73049743874071,-33.70989752552202,-40.77855418749114,-35.753091015918756,3.247755954526593e-05,0.00014213418247009546,6.839163084056166e-05,0.0003944390519445338,0.0015343460730704386,0.006128864655264794,0.004594518582194356,0.002775132249358751,0.011067024126289082,0.00829189187693033,2.0298255443949904e-07,2.0298255443949904e-07,0.0,3.6639967940841356e-07,3.6639967940841356e-07,0.0,-29.730497438740713,-23.709897525522017,-30.778554187491135,-25.753091015918756,0.00032472683708487414,0.0014203811604663731,0.0006837115302606728,0.003938895879727726,0.015279828248907806,0.06029317522278976,0.04501334697388196,0.02750212432519665,0.10685687583015001,0.07935475150495336,2.029824434440098e-06,2.029824434511285e-06,7.118718998609316e-17,3.6639924207084486e-06,3.663992420637262e-06,-7.118676646961954e-17,-19.730497438740713,-13.709897525522017,-20.778554187491135,-15.753091015918756,0.0032424058569959654,0.014108923005548129,0.006816742925614649,0.03885094920298051
open_office,False,2.5,0.5,1.2,22,1.7954493750066096,5.137092743075983,17.677332006381455,24.20662198466287,11.14804202810004,15.613650906429491,13.382082970016208,4.408942960770497,0.00015341328903871872,-0.28595119617725173,17.525656892586433,moderate,,-1.9036806289387136,-3.4150225737986877,5.9342706767999766e-05,0.00023735541657619806,0.0001780127098081983,0.00011050692208691915,0.0004419665716914898,0.00033145964960457064,8.143085868776954e-09,8.143085726402444e-09,-1.423745106667231e-16,1.518438810133104e-08,1.5184388136924673e-08,3.5593631388993534e-17,-43.857977877420936,-37.837377963878126,-46.01992009692751,-39.46752935814849,3.3947038557680776e-05,2.6239349695339015e-05,6.356156126731432e-05,7.52340439479455e-05,0.0005933115120768607,0.002371707316887406,0.0017783958048105451,0.0011046110311780865,0.0044123509547292356,0.0033077399235511493,8.143085546670255e-08,8.14308553955153e-08,-7.118725616054217e-17,1.518438723936296e-07,1.518438723936296e-07,0.0,-33.857977877420936,-27.837377963878126,-36.01992009692751,-29.46752935814849,0.0003394024753531888,0.00026235510255297884,0.0006354316884905376,0.0007520663184553064,0.005921597733737165,0.023534799724622413,0.017613201990885247,0.011000595008357143,0.04341097233840977,0.03241037733005263,8.14308324142846e-07,8.143083242140332e-07,7.118718998609316e-17,1.518437812849912e-06,1.5184378129566927e-06,1.0678057322090293e-16,-23.85797787742094,-17.837377963878122,-26.019920096927507,-19.46752935814849,0.0033872596888750474,0.002619721501644988,0.0063360193652853315,0.007493427473246266
open_office,False,3.5,0.5,1.2,23,1.7608195228208474,4.97712361565145,21.002719603417564,24.446159459304933,17.559279747530194,14.673111938594595,16.254215233682658,4.608939811574052,0.0001143470261553787,-0.26748068015208115,17.87708863537175,moderate,,-0.14235522949902624,-3.2244105938791785,4.722148229768187e-05,0.00018887743256915536,0.0001416559502714735,8.56433629655447e-05,0.0003425399314692971,0.0002568965685037524,6.2800331102855645e-09,6.2800331102855645e-09,0.0,1.1331695081741547e-08,1.1331695081741547e-08,0.0,-44.850284108614495,-38.82968419520989,-47.7899896983082,-40.520392940081855,4.047301891840791e-05,4.1495257159549394e-05,6.653558763456887e-05,4.9000062591997955e-05,0.00047215110718608756,0.0018877556564328886,0.001415604549246801,0.0008561822976980655,0.0034213842480615383,0.002565201950363473,6.280033021712199e-08,6.28003300747475e-08,-1.4237449908619453e-16,1.1331694680012032e-07,1.1331694683571396e-07,3.5593647932605785e-17,-34.850284108614495,-28.829684195209893,-37.789989698308204,-30.52039294008185,0.0004046704686260636,0.0004148862104446573,0.0006652004799406112,0.0004898555395302718,0.004715154156270301,0.018776619391627617,0.014061465235357316,0.008536806471060168,0.0338196668992208,0.025282860428160633,6.280031896433772e-07,6.280031896077834e-07,-3.5593806751283395e-17,1.1331690306783295e-06,1.133169030713923e-06,3.559359499304658e-17,-24.850284108614495,-18.829684195209897,-27.7899896983082,-20.520392940081855,0.004040746727846593,0.004142245003713287,0.006636523116354756,0.0048841274752142
open_office,False,4.5,0.5,1.2,26,1.670101346778652,4.847740399047046,21.980980873647336,25.3467889401721,18.615172807122573,14.465133677827627,16.7781161054558,5.136983703544002,8.402384614745948e-05,-0.3102456780748434,17.063414684426036,moderate,,1.2973192927857022,-2.93365888749574,4.593429386810236e-05,0.0001837282141258014,0.00013779392025769902,8.719876789984678e-05,0.000348759357998278,0.00026156059009843126,6.135976479780838e-09,6.13597644418721e-09,-3.5593628080271084e-17,1.165070891010299e-08,1.165070891010299e-08,0.0,-44.97030433261173,-38.94970441933761,-47.38020730779155,-40.73631460460659,4.776067951956493e-05,6.559520510172804e-05,6.96972394485651e-05,5.940446895846208e-05,0.00045927573837170117,0.0018362077966482373,0.0013769320582765361,0.0008717199052284772,0.003483316070646692,0.0026115961654182146,6.135976338114842e-08,6.135976327436754e-08,-1.0678087762336835e-16,1.1650708448122301e-07,1.1650708448122301e-07,0.0,-34.97030433261174,-28.94970441933761,-37.380207307791544,-30.736314604606587,0.00047750968234274604,0.0006557168683055655,0.000696790212991375,0.0005939079857105168,0.00458605345621194,0.01825566448001067,0.013669611023798732,0.008690550065552737,0.034413474927296,0.025722924861743268,6.135975118643982e-07,6.135975118643982e-07,0.0,1.1650703614044932e-06,1.1650703614044932e-06,0.0,-24.970304332611736,-18.94970441933761,-27.380207307791547,-20.736314604606587,0.004765418668405461,0.006533799630785114,0.006949759657432884,0.005925460749232331
open_office,False,5.5,0.5,1.2,23,1.5952570311899226,4.677063338140209,22.165058248364467,25.678977270013284,18.65113922671565,13.476942551175181,17.045199871046716,5.611468326055899,8.025639805770516e-06,-0.37210154526352485,15.886505756814499,moderate,,0.27387434686115153,-2.405563274753683,5.720494958609426e-05,0.00022880513604108218,0.00017160018645498792,0.00010582938167349949,0.000423259365188122,0.0003174299835146225,7.761724104569614e-09,7.761724104569612e-09,-1.6543612251060553e-24,1.4395217584652609e-08,1.4395217584652609e-08,0.0,-44.01731654319733,-37.996716629663645,-46.892837848319466,-39.96870393870529,4.275296604852131e-05,8.241383642067544e-05,7.911645327953142e-05,0.00012668853772802218,0.000571939551432057,0.0022862942658257775,0.0017143547143937206,0.0010578577885381238,0.004225633282733513,0.0031677754941953893,7.761723905374253e-08,7.761723905374253e-08,0.0,1.4395216764476544e-07,1.4395216764476544e-07,0.0,-34.01731654319733,-27.996716629663645,-36.892837848319466,-29.96870393870529,0.0004274525736941099,0.0008238375100877496,0.0007908946811023998,0.0012660521865770554,0.005708438779143862,0.022689612720823444,0.016981173941679584,0.01053527505312333,0.04157896740158666,0.031043692348463332,7.761721817318863e-07,7.761721816962928e-07,-3.5593489113928175e-17,1.4395208490468846e-06,1.4395208491536654e-06,1.0678078497913975e-16,-24.01731654319733,-17.996716629663645,-26.892837848319466,-19.96870393870529,0.0042668402314426385,0.008208481516813403,0.007882117448617807,0.012578118171588432
open_office,False,6.5,0.5,1.2,23,1.5952569670452725,4.6916751386360875,22.08528902610834,25.500086167078557,18.670491885138123,13.991354542671841,17.041935309174242,5.611469797985848,7.843313042203216e-06,-0.37159242346256444,15.896192630833484,moderate,,0.7903461058483099,-3.551436071551593,5.722958589284263e-05,0.00022890323617680186,0.00017167365028395923,0.0001059515630709444,0.00042374646424973053,0.00031779490117878615,7.634641114638617e-09,7.634641185825871e-09,7.118725450618094e-17,1.4082582240337923e-08,1.4082582240337923e-08,0.0,-44.01544380428564,-37.994843891113206,-46.648524738239104,-39.58276276102288,5.590353600612625e-05,8.346849277652718e-05,7.441709801248592e-05,0.00010691344894615014,0.0005721825804428861,0.0022872222714055354,0.0017150396909626493,0.0010590674355750221,0.004230312368767642,0.00317124493319262,7.634640955782896e-08,7.634640952223532e-08,-3.5593634697715984e-17,1.4082581479976282e-07,1.4082581479976282e-07,0.0,-34.01544380428564,-27.994843891113206,-36.648524738239104,-29.582762761022877,0.0005588705265497324,0.0008343726760850991,0.0007439193116501701,0.0010686716528471869,0.0057105421645919086,0.0226939939435797,0.01698345177898779,0.010546205990972982,0.04160960816426753,0.03106340217329455,7.634638958611851e-07,7.634638959679659e-07,1.0678078497913975e-16,1.4082573593042785e-06,1.4082573593042785e-06,0.0,-24.015443804285642,-17.994843891113206,-26.648524738239104,-19.582762761022877,0.005572314197487898,0.008312697660028085,0.007414192816944558,0.01064077037353699
open_office,False,7.5,0.5,1.2,22,1.6328707040185033,4.4334920489835925,21.179611552374382,23.992473132344106,18.366749972404655,13.904515185402454,16.792624560895824,5.350535746043602,5.110076928950523e-05,-0.3978870687207301,15.395894047057812,moderate,,1.2383758049866471,-1.716372831741775,3.852201688680707e-05,0.0001540817603960091,0.00011555974350920204,7.436613216161493e-05,0.0002974393707071867,0.0002230732385455718,5.179005459220248e-09,5.179005459220248e-09,0.0,1.0013605177580344e-08,1.0013605177580344e-08,0.0,-45.73459595700789,-39.713996043594065,-48.169699103512855,-41.95035429469546,4.122116781314123e-05,5.56418225860033e-05,6.208804381973792e-05,5.6157856583727564e-05,0.0003851728708736715,0.0015400613348778656,0.0011548884640041942,0.0007434726823556417,0.0029713794636079655,0.0022279067812523237,5.179005389895643e-08,5.179005386336281e-08,-3.559361484538128e-17,1.0013604852057458e-07,1.0013604852057458e-07,0.0,-35.73459595700789,-29.713996043594065,-38.169699103512855,-31.950354294695458,0.00041214420270051314,0.000556274846575337,0.000620743991376123,0.0005614317676117047,0.003847008248848786,0.015325579528117512,0.011478571279268726,0.0074159373987281495,0.029417065102926878,0.02200112770419873,5.179004503376462e-07,5.179004501596783e-07,-1.779678690861145e-16,1.0013601313861284e-06,1.001360131421722e-06,3.559359499304658e-17,-25.73459595700789,-19.713996043594065,-28.169699103512855,-21.950354294695458,0.004114713011210173,0.0055484755910233125,0.006193842528238461,0.005599712137595922
open_office,False,8.5,0.5,1.2,22,1.7294266369511457,4.592798746697153,20.130860134772753,22.592755391943236,17.668964877602267,14.578320655288627,16.320673445871453,4.764154585002338,0.00011331801270671749,-0.34371935880624954,16.426523222333355,moderate,,0.016271361283321923,-2.4840808787669384,4.3578804697494154e-05,0.00017430743739124015,0.000130728632693746,8.259349903992902e-05,0.00033034300357469016,0.00024774950453476115,5.815380440641484e-09,5.815380333860601e-09,-1.0678088258645203e-16,1.102716273164748e-08,1.102716273164748e-08,0.0,-45.19892762137757,-39.178327708019914,-48.20109951769598,-41.12182348437454,3.9504492073684296e-05,5.15745099999237e-05,6.668596617163735e-05,5.786562699372233e-05,0.0004357296942288187,0.0017421414128517196,0.001306411718622901,0.0008257026080525445,0.0032997173720325894,0.002474014763980045,5.815380358635786e-08,5.815380369313874e-08,1.0678087762336835e-16,1.1027162322499571e-07,1.1027162322499571e-07,0.0,-35.19892762137757,-29.178327708019914,-38.20109951769598,-31.121823484374538,0.00039497578130379954,0.0005155852375288908,0.0006667003505905757,0.0005785207030498696,0.004351474451194019,0.017328929073820037,0.012977454622626018,0.008233889780912232,0.032632319367501425,0.024398429586589193,5.815379317542684e-07,5.815379317542684e-07,0.0,1.1027158158411953e-06,1.1027158158767891e-06,3.5593806751283395e-17,-25.19892762137757,-19.178327708019914,-28.201099517695983,-21.121823484374538,0.003942867061066993,0.005139959268992498,0.006651134548171943,0.005771699876699295
open_office,False,9.5,0.5,1.2,22,1.9108209759584716,4.8672520723061465,20.503914075506138,24.432488229731742,16.575339921280534,14.907965547141673,15.593362664175542,3.873383312910274,0.00017219545601651585,-0.22456927416424816,18.693548238943272,moderate,,-1.4920859219068832,-0.8884565626565272,5.792546621051316e-05,0.00023168816437187158,0.00017376269816135842,0.00010747710590663553,0.0004298540144277907,0.00032237690852115515,7.874321663823818e-09,7.874321735011073e-09,7.118725450618094e-17,1.4627470032461472e-08,1.4627470032461472e-08,0.0,-43.962964402121244,-37.942364488642184,-46.290987355005925,-40.5311161213493,4.1678818161973734e-05,5.52716899241697e-05,7.041914715140691e-05,5.5105453525320335e-05,0.000579151927192938,0.0023152395281079933,0.0017360876009150554,0.0010743631392864637,0.004292026538280932,0.0032176633989944685,7.874321521020208e-08,7.874321521020208e-08,0.0,1.462746924654706e-07,1.462746924654706e-07,0.0,-33.96296440212124,-27.942364488642184,-36.290987355005925,-30.5311161213493,0.000416719663210778,0.000552580861205782,0.0007039794228583207,0.0005508843641949484,0.005781276518986104,0.022990127477902286,0.01720885095891618,0.0107030841598329,0.042284200092168885,0.031581115932335986,7.874319541283745e-07,7.874319540215936e-07,-1.0678089085825815e-16,1.4627461351816286e-06,1.4627461352528158e-06,7.118718998609316e-17,-23.962964402121237,-17.94236448864218,-26.290987355005928,-20.5311161213493,0.004160364189909482,0.005512260979258418,0.007018696615798349,0.005491927156303204
