scenario_name,proxy,protocol,snr_db,samples,lp_rate_mean,cp_rate_mean,delta_rate_mean,epsilon,noninferiority_prob_0,noninferiority_prob_epsilon,lp_rate_p05,cp_rate_p05,delta_rate_p05,delta_rate_distribution_p05,r0,outage_lp,outage_cp,delta_outage,raw_total_snr_threshold_db,lp_raw_total_snr_mean_db,cp_raw_total_snr_mean_db,delta_raw_total_snr_mean_db,lp_raw_total_snr_p05_db,cp_raw_total_snr_p05_db,coverage_lp_raw_total_snr,coverage_cp_raw_total_snr,delta_coverage_raw_total_snr,best_port_threshold_db,lp_best_port_snr_mean_db,cp_best_port_snr_mean_db,delta_best_port_snr_mean_db,lp_best_port_outage,cp_best_port_outage,delta_best_port_outage,lp_fixed_single_rate_raw_mean,cp_fixed_single_rate_raw_mean,delta_fixed_single_rate_raw_mean,lp_fixed_single_rate_raw_p05,cp_fixed_single_rate_raw_p05,lp_fixed_egc_rate_raw_mean,cp_fixed_egc_rate_raw_mean,delta_fixed_egc_rate_raw_mean,lp_fixed_egc_rate_raw_p05,cp_fixed_egc_rate_raw_p05,lp_port_power_imbalance_raw_db_mean,cp_port_power_imbalance_raw_db_mean
factory_lite,False,P0,20.0,340,5.8310048781487626e-06,5.831004878065807e-06,-8.295621487898636e-17,5.8310048781487625e-08,0.38823529411764707,1.0,5.0854986512470044e-08,5.085498654069071e-08,2.822066287812053e-17,-5.491486544737922e-16,5.0854986512470044e-08,0.05,0.05,0.0,0.0,-19.814869180886934,-13.79426926767732,6.020599913209614,-35.802330517501524,-29.781730604350603,0.0,0.0029411764705882353,0.0029411764705882353,0.0,-21.974490003737234,-15.917998334569882,6.05649166916735,1.0,1.0,0.0,0.018147550559264643,0.1040490914612809,0.08590154090201627,0.00010934200293021447,0.0006906882935547638,0.02101082090881759,0.10194839955860897,0.08093757864979138,0.00014115434371359862,0.00046599236948069754,-0.8117101594538221,1.0714685846945973
factory_lite,False,P1,0.0,192,5.033923272911263e-08,5.0339232731178335e-08,2.0656996000868695e-18,5.033923272911264e-10,0.5677083333333334,1.0,6.981955577595593e-10,6.981955386915444e-10,-1.9068014865749378e-17,-8.313655045603906e-17,5.085498707495871e-10,0.03125,0.03125,0.0,0.0,-40.32636612245276,-34.30576620910809,6.020599913344675,-54.299852622693074,-48.27925270971644,0.0,0.0,0.0,0.0,-42.62210630895182,-36.62513480179545,5.996971507156371,1.0,1.0,0.0,0.00018984413400136154,0.0007334786917392073,0.0005436345577378457,2.325572918465442e-06,1.0767019512603817e-05,0.0002225031197181762,0.00065992399957164,0.0004374208798534638,1.6770436118618132e-06,9.232767553353108e-06,0.06664529119929095,-0.06101549129934001
factory_lite,False,P1,10.0,192,5.033921754415518e-07,5.033921754546611e-07,1.310926238939769e-17,5.033921754415519e-09,0.578125,1.0,6.98195557228985e-09,6.981955621866687e-09,4.9576837575613586e-17,-9.15264455475619e-17,5.085498767560279e-09,0.03125,0.03125,0.0,0.0,-30.326366122452768,-24.30576620910809,6.020599913344675,-44.299852622693074,-38.27925270971643,0.0,0.0,0.0,0.0,-32.62210630895183,-26.62513480179545,5.996971507156373,1.0,1.0,0.0,0.0018918231186041232,0.007228928196300538,0.0053371050776964135,2.325547568255014e-05,0.00010766420797072843,0.0022196944924889016,0.006550822588539964,0.004331128096051062,1.677028910012136e-05,9.23236441018438e-05,0.06664529119929095,-0.06101549129934001
factory_lite,False,P1,20.0,192,5.033906573423368e-06,5.03390657354707e-06,1.2370287493439546e-16,5.033906573423368e-08,0.6354166666666666,1.0,6.981955439299287e-08,6.981955441434906e-08,2.135618875956347e-17,-1.9830604071010856e-16,5.0854986512470044e-08,0.03125,0.03125,0.0,0.0,-20.326366122452768,-14.305766209108091,6.020599913344675,-34.299852622693074,-28.279252709716435,0.0,0.005208333333333333,0.005208333333333333,0.0,-22.622106308951825,-16.62513480179545,5.996971507156373,1.0,1.0,0.0,0.018322235042229348,0.06487490524148373,0.04655267019925439,0.0002325294116772398,0.0010760439676589,0.0216898239744515,0.06141950307949742,0.03972967910504593,0.00016768819153373872,0.000922833610447686,0.06664529119929095,-0.06101549129934001
factory_lite,False,P2,0.0,192,9.716648209209503e-08,9.71664820930484e-08,9.53396187318288e-19,9.716648209209503e-10,0.53125,1.0,3.5135172583612555e-10,3.5135170753083123e-10,-1.8305294318682288e-17,-7.627206409520894e-17,5.085498707495871e-10,0.08333333333333333,0.08333333333333333,0.0,0.0,-40.786376207969326,-34.7657762946772,6.020599913292127,-57.31548344365008,-51.29488353026073,0.0,0.0,0.0,0.0,-43.07068158013601,-36.992368227926214,6.078313352209805,1.0,1.0,0.0,0.0004187592643330117,0.0010767848845376975,0.0006580256202046858,1.2158704499239733e-06,4.181625255215274e-06,0.00042069376360245604,0.0012578278497571793,0.0008371340861547233,1.1672322324153081e-06,3.8772373747360295e-06,0.3472275849012895,-0.6183005947168453
factory_lite,False,P2,10.0,192,9.716634382610963e-07,9.716634382823888e-07,2.1292449976184634e-17,9.716634382610964e-09,0.53125,1.0,3.513517008993574e-09,3.5135170532313686e-09,4.423779452162578e-17,-9.152627614097246e-17,5.085498767560279e-09,0.08333333333333333,0.08333333333333333,0.0,0.0,-30.78637620796933,-24.7657762946772,6.020599913292127,-47.31548344365008,-41.29488353026073,0.0,0.0,0.0,0.0,-33.07068158013602,-26.99236822792621,6.078313352209805,1.0,1.0,0.0,0.004110830812179982,0.010531176647155414,0.00642034583497543,1.2158628762878458e-05,4.181539101514516e-05,0.004141752759713477,0.012174093187360374,0.008032340427646898,1.1672256132645088e-05,3.8771549564757355e-05,0.3472275849012895,-0.6183005947168453
factory_lite,False,P2,20.0,192,9.716496122844909e-06,9.716496123010622e-06,1.657133515500654e-16,9.716496122844909e-08,0.515625,1.0,3.5135170038452475e-08,3.513516998811292e-08,-5.0339551867127294e-17,-3.477971491534781e-16,5.0854986512470044e-08,0.08333333333333333,0.08333333333333333,0.0,0.0,-20.786376207969326,-14.765776294677197,6.020599913292127,-37.31548344365008,-31.29488353026073,0.005208333333333333,0.046875,0.041666666666666664,0.0,-23.07068158013602,-16.99236822792621,6.078313352209805,1.0,0.9739583333333334,-0.02604166666666663,0.03576000240274834,0.08979787744791774,0.0540378750451694,0.00012157871484916068,0.00041806779022026677,0.03668563270912158,0.09836980374667649,0.061684171037554913,0.00011671594285865456,0.0003876331103448874,0.3472275849012895,-0.6183005947168453
straight_corridor,False,P0,0.0,117,2.9819091477402966e-08,2.981909147596879e-08,-1.434175276296283e-18,2.981909147740297e-10,0.5470085470085471,1.0,4.204812691559673e-09,4.2048127434246744e-09,5.186500112967002e-17,-7.932294012098173e-17,4.204812691559673e-09,0.05128205128205128,0.05128205128205128,0.0,0.0,-40.305737290631086,-34.2851373773372,6.020599913293885,-46.56254792998277,-40.54194801655308,0.0,0.0,0.0,0.0,-42.42149194160746,-36.41486553419163,6.006626407415845,1.0,1.0,0.0,0.00011340722143519488,0.0005351974303489244,0.00042179020891372954,1.1935119503680777e-05,4.0354091959433395e-05,0.00012432884375582144,0.0004926986112183194,0.0003683697674624979,1.9959762717018385e-05,3.195282237299219e-05,-1.4805265341346183,0.7965435911830732
straight_corridor,False,P0,10.0,117,2.9819083868242265e-07,2.981908386764252e-07,-5.997462907190623e-18,2.9819083868242267e-09,0.48717948717948717,1.0,4.204812688175542e-08,4.2048126851246586e-08,-3.0508836358344315e-17,-9.152646275291864e-17,4.204812688175542e-08,0.05128205128205128,0.05128205128205128,0.0,0.0,-30.30573729063108,-24.2851373773372,6.020599913293884,-36.56254792998277,-30.54194801655308,0.0,0.0,0.0,0.0,-32.421491941607464,-26.41486553419162,6.006626407415844,1.0,1.0,0.0,0.0011308384159436171,0.005315318765210901,0.004184480349267284,0.00011934463118415957,0.0004034459297368715,0.001241366621733701,0.004905560173964246,0.003664193552230545,0.00019957740355213666,0.00031948317338914366,-1.4805265341346183,0.7965435911830732
straight_corridor,False,P0,20.0,117,2.9819007731533104e-06,2.9819007731701295e-06,1.6818975332120115e-17,2.9819007731533106e-08,0.5726495726495726,1.0,4.204812123145229e-07,4.204812123297773e-07,1.5254428105339508e-17,-1.5864656051529923e-16,4.204812123145229e-07,0.05128205128205128,0.05128205128205128,0.0,0.0,-20.30573729063108,-14.285137377337195,6.020599913293884,-26.562547929982767,-20.54194801655308,0.0,0.0,0.0,0.0,-22.421491941607464,-16.41486553419162,6.006626407415845,1.0,1.0,0.0,0.011014183132821898,0.050111823835561536,0.039097640702739626,0.0011927905515937633,0.004025000571761032,0.012230466173213333,0.04711553224064273,0.0348850660674294,0.001993755570543831,0.0031903374501712264,-1.4805265341346183,0.7965435911830732
straight_corridor,False,P1,0.0,144,2.5246512398354954e-08,2.5246512399732087e-08,1.3771342737028008e-18,2.5246512398354956e-10,0.5694444444444444,1.0,3.962636154712989e-09,3.962636195899902e-09,4.1186912540152575e-17,-7.627206086920456e-17,4.204812691559673e-09,0.06944444444444445,0.06944444444444445,0.0,0.0,-41.019558283768376,-34.99895837039227,6.020599913376104,-46.8487985296427,-40.82819861617351,0.0,0.0,0.0,0.0,-43.061679022510866,-37.32762245537239,5.734056567138481,1.0,1.0,0.0,9.540244748634836e-05,0.000361288646949718,0.0002658861994633696,1.0004886751861304e-05,4.063394422778564e-05,9.703554317500768e-05,0.0003869076324233117,0.0002898720892483041,1.0715274182262274e-05,2.9121631846875044e-05,-0.07354653464993043,-0.1993072990130299
straight_corridor,False,P1,10.0,144,2.5246507591507644e-07,2.5246507591730107e-07,2.2245990437027125e-18,2.5246507591507643e-09,0.4722222222222222,1.0,3.9626361276034465e-08,3.96263611921352e-08,-8.389926193513869e-17,-8.92382594941928e-17,4.204812688175542e-08,0.06944444444444445,0.06944444444444445,0.0,0.0,-31.019558283768376,-24.998958370392277,6.020599913376104,-36.8487985296427,-30.828198616173516,0.0,0.0,0.0,0.0,-33.061679022510866,-27.32762245537239,5.734056567138481,1.0,1.0,0.0,0.0009528699354189792,0.0035990776083561662,0.0026462076729371876,0.00010004378163691141,0.0004062521769137866,0.0009689962970072927,0.0038466011274377954,0.002877604830430502,0.0001071468673331609,0.0002911793098184855,-0.07354653464993043,-0.1993072990130299
