case_id,room_type_cases,anchor_x,anchor_y,anchor_z,tag_x,tag_y,tag_z,grid_layer_cases,los_distance_m,los_angle_from_anchor_bore_deg_cases,los_angle_from_tag_bore_deg_cases,snr_db,xpol_coupling_db,eps_r_multiplier_cases,dominant_wall_material_cases,antenna_type,material_name,idx_fp,t_fp_s,fp_peak_val,fp_method,primary_tx_port,primary_rx_port,tx_handedness,gamma_cp_same_tx_port,gamma_cp_same_rx_port,gamma_cp_reversed_rx_port,gamma_cp_1_freq_avg,gamma_cp_2_freq_db,gamma_cp_3_fp_only,gamma_cp_6_phase_circvar,a_fp_2_peak_to_total,a_fp_6_fp_to_2nd_peak,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,failed,error_msg,num_paths,bounce_count_min,bounce_count_max,has_los_path,is_los,is_nlos,tx_rx_dist_m,material_kind,los_strength_mid,max_bounce_strength_mid,bounce_to_los_ratio_mid,dominant_bounce_count,room_type_results,grid_layer_results,los_angle_from_anchor_bore_deg_results,los_angle_from_tag_bore_deg_results,dominant_wall_material_results,eps_r_multiplier_results,is_nlos_current_0p20,is_los_current_0p20,is_nlos_geo,is_los_geo,is_nlos_bounce_0p33,is_los_bounce_0p33,is_nlos_mixed_0p33,is_los_mixed_0p33,label_schema
1,B,2.5,2,2.7,1.83333333333333,1.78571428571429,1.2,1,1.65540412340654,25.0250200534645,25.0250200534645,35.6604316741736,37.7308484607883,1.18161275140818,brick,patch_ffd,brick,9,3.98443579766537e-09,4.14796823356804,leading_edge,1,1,R,1,1,2,3.61370719233503,8.24564004165354,4.34827941162811,0.0293133834723873,0.0217213378898257,0.474124454179747,1.9158560337252e-08,5.59921373165803e-09,1.09571984435798e-08,0.140549999617211,3.98443579766539e-09,1.6232561619119,54.1999536045269,6.87533164067738,0.998209943763302,4,99.3333253748646,0.163534818261227,0,,21,0,2,1,1,0,1.65540412340654,dielectric,0.00313551185735679,0.000621162791084704,0.198105706290755,0,B,1,25.0250200534645,25.0250200534645,brick,1.18161275140818,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
2,B,2.5,2,2.7,0.944444444444444,3.07142857142857,0.2,1,3.13332287996198,37.0723435277123,37.0723435277123,21.0532488261369,39.8275457604701,1.08586273344216,brick,patch_ffd,brick,18,8.46692607003891e-09,0.923495629107256,leading_edge,1,1,R,1,1,2,1.96374606841497,2.73910377099252,1.4328825364456,0.00117497025322011,0.0088732631721242,0.327979553341967,3.48058678887658e-08,1.4230562267502e-08,2.24124513618677e-08,0.0595032646959348,1.49416342412452e-09,1.64111338152678,40.4849043764723,5.81538722160312,0.985646517520462,5,84.7974782004592,0.0632679120110898,0,,21,0,2,1,0,1,3.13332287996198,dielectric,0.00165656060881971,0.000633432969460919,0.382378384520586,0,B,1,37.0723435277123,37.0723435277123,brick,1.08586273344216,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
3,A,2.5,2,2.7,4.53917794538941,1.85388511672031,0.65,2,2.89518501171832,44.9217206719848,44.9217206719848,20.2624240652196,33.7455276702054,0.820383229409004,drywall,patch_ffd,drywall,20,9.46303501945525e-09,1.01733999309408,leading_edge,1,1,R,1,1,2,1.25365774082541,0.90156362902757,1.85756069099217,0.00271190611983629,0.0129867188231366,0.33257475249055,2.65448269836062e-08,9.66433119273029e-09,1.89260700389105e-08,0.0583966877498692,3.48638132295721e-09,2.01066980641337,70.1604134717698,7.67134020668933,0.992577216059791,3,120.701870194692,0.0620183542157682,0,,20,0,2,1,1,0,2.89518501171832,dielectric,0.00179281781186685,0.00048058154094729,0.26805932971341,0,A,2,44.9217206719848,44.9217206719848,drywall,0.820383229409004,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
4,A,2.5,2,2.7,1.36306645784439,3.58736396617248,0.2,2,3.17211951861548,37.9901499127371,37.9901499127371,10.3357068791839,31.0610731638781,0.885712199979298,brick,patch_ffd,brick,18,8.46692607003891e-09,1.00491626198357,leading_edge,1,1,R,1,1,2,1.35144499510967,0.047063010708606,0.804322407043717,0.0901775975137664,0.00673959823076567,0.310696695289097,7.34765239948301e-08,3.18190066813131e-08,1.79299610894942e-08,0.0343591959239854,4.48249027237356e-09,1.63671848729245,41.5468780897575,5.92516529926429,0.912167953187713,6,71.7718026711367,0.0355817564657103,0,,23,0,2,1,0,1,3.17211951861548,dielectric,0.00163630002816666,0.000565445595961513,0.34556351905405,0,A,2,37.9901499127371,37.9901499127371,brick,0.885712199979298,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
5,B,2.5,2,2.7,0.523681019728109,3.69251274308721,0.65,2,3.31254224083188,51.7670642603262,51.7670642603262,29.367126455203,30.3166750960075,1.17324427632457,drywall,patch_ffd,drywall,21,9.96108949416342e-09,1.65170507192302,leading_edge,1,1,R,1,1,2,1.09610235905067,-1.72876001513817,0.927378452284363,0.00243775281830294,0.0137200297650726,0.351406254386667,8.80518834759632e-09,1.04560149658023e-08,1.49416342412451e-08,0.0653520502369569,5.97665369649808e-09,1.79383966967353,67.783131163905,7.6540073047205,0.999409874274914,2,114.216591197013,0.0699215680658426,0,,16,0,2,1,0,1,3.31254224083188,dielectric,0.00156693526611604,0.000538330177035311,0.34355610514126,0,B,2,51.7670642603262,51.7670642603262,drywall,1.17324427632457,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
6,B,2.5,2,2.7,2.72222222222222,1.35714285714286,0.2,1,2.59087784779056,15.2202177920417,15.2202177920417,39.00464319879,38.7914464623583,0.8079259140512,glass,patch_ffd,glass,13,5.97665369649805e-09,1.9865187547661,leading_edge,1,1,R,1,1,2,2.2801791126216,4.41582104045249,0.150153058878927,0.177667164499004,0.00697097252328085,0.300870336570796,6.04907485238063e-09,6.34184710442615e-09,1.29494163424125e-08,0.0584122286672547,9.96108949416347e-10,1.70154683590737,48.146021813767,6.57982629948549,0.999824711626418,3,79.1640021404161,0.0620358828413592,0,,21,0,2,1,1,0,2.59087784779056,dielectric,0.00200339018764814,0.000622246757228127,0.310596887747866,0,B,1,15.2202177920417,15.2202177920417,glass,0.8079259140512,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
7,B,2.5,2,2.7,0.510635975893179,0.511993127832276,0.2,2,3.5244479953645,44.8194954077812,44.8194954077812,29.8721492655425,21.946540025606,1.16817457770395,wood,patch_ffd,wood,20,9.46303501945525e-09,3.86776803667132,leading_edge,1,1,R,1,1,2,0.412680269843862,-8.8039413341194,0.304977153732548,0.0739889529775348,0.0131759563414075,0.312154217614149,1.02856162633313e-08,3.54741693044858e-09,5.97665369649806e-09,0.086489504138682,7.96887159533077e-09,1.94978996641575,94.901974432352,9.29628106788107,0.999278010067586,1,139.007056571588,0.0946781723149595,0,,18,0,2,1,0,1,3.5244479953645,dielectric,0.00147272403068093,0.000600457831089455,0.407719177918097,0,B,2,44.8194954077812,44.8194954077812,wood,1.16817457770395,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
8,B,2.5,2,2.7,0.305567437085059,0.386409608701658,0.65,2,3.40906266062561,53.0341922697256,53.0341922697256,36.2971971853117,34.1687488442215,0.954370880881107,brick,patch_ffd,brick,20,9.46303501945525e-09,5.23742464937643,leading_edge,1,1,R,1,1,2,0.679777806740532,-5.37181445989676,0.467180980223503,0.052423879937593,0.0195808849380204,0.388045528451428,5.26397631322935e-09,3.05660997172468e-09,5.97665369649806e-09,0.127311005747228,2.98832684824904e-09,1.7177393553709,91.768150791592,9.18708063637274,0.999856130267328,1,133.678038205666,0.145883592649448,0,,17,0,2,1,1,0,3.40906266062561,dielectric,0.00152257079859776,0.000480174771353258,0.315371063070094,0,B,2,53.0341922697256,53.0341922697256,brick,0.954370880881107,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
9,C,2.5,2,2.7,0.469324870197707,2.0343235244519,1.2,2,2.52484050726543,53.5517188043819,53.5517188043819,33.242836211204,21.7089417275198,1.14379555093169,brick,patch_ffd,brick,18,8.46692607003891e-09,2.39115054871598,leading_edge,1,1,R,1,1,2,1.53808069737595,-1.78656173117744,0.884420191140725,0.00282910198480901,0.0116511964778707,0.396860163745664,8.33544665772327e-09,5.77946182594983e-09,1.04591439688716e-08,0.0801877368099205,2.98832684824904e-09,1.76451277311801,50.3765287835137,6.793027439023,0.99947555011185,4,76.0481451990974,0.0871783732604461,0,,21,0,2,1,1,0,2.52484050726543,dielectric,0.00205578896675744,0.000570431096529265,0.277475512201525,0,C,2,53.5517188043819,53.5517188043819,brick,1.14379555093169,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
10,B,2.5,2,2.7,0.46303993431324,2.27004729300188,1.2,2,2.54403849217347,53.8703985863295,53.8703985863295,34.874283567919,30.3823728949156,1.19939833399774,brick,patch_ffd,brick,19,8.96498054474708e-09,3.89994197295646,leading_edge,1,1,R,1,1,2,0.699221324693467,-3.6562864269262,0.281469751210925,0.141495235678237,0.0120426308479393,0.306103850437426,6.35025372251273e-09,8.93105151701716e-09,1.24513618677043e-08,0.0542176314316893,2.49027237354087e-09,2.02317930620661,81.2388652987064,8.36767974753248,0.999776985401342,4,132.122536684775,0.0573256948252925,0,,21,0,2,1,1,0,2.54403849217347,dielectric,0.00204027544143959,0.000583951592569189,0.286212136218804,0,B,2,53.8703985863295,53.8703985863295,brick,1.19939833399774,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
11,B,2.5,2,2.7,4.05555555555556,2.21428571428571,0.2,1,2.95223160571231,32.1328585993789,32.1328585993789,24.8976948890502,23.1741142456442,0.829133704443697,drywall,patch_ffd,drywall,19,8.96498054474708e-09,0.548737917499028,leading_edge,1,1,R,1,1,2,2.06301037667646,4.26872489569626,1.70079720778957,0.00115662006899031,0.00833200842785205,0.352883522857162,2.22502132181912e-08,8.28036544587356e-09,1.54396887159533e-08,0.0650933043104331,9.96108949416347e-10,1.67226152275313,43.0752545944657,6.18912493451984,0.995256777780983,4,68.7828322181236,0.0696254552572454,0,,14,1,2,0,0,1,2.95223160571231,dielectric,0,0.000273506843938225,273506843.938225,1,B,1,32.1328585993789,32.1328585993789,drywall,0.829133704443697,1,0,1,0,0,0,1,0,mixed_0p33_primary_with_dual_aux
12,C,2.5,2,2.7,4.5944862033114,1.40848736780268,0.65,2,2.98985946992677,46.7131774268411,46.7131774268411,16.1708244856233,21.4046511999043,1.08866982828733,glass,patch_ffd,glass,27,1.29494163424125e-08,2.69421878280056,leading_edge,1,1,R,1,1,2,1.72116828388861,2.29792880376901,1.78228981951959,0.288575230669407,0.00926652764647438,0.348986810557914,4.03632911293248e-08,1.20701427048203e-08,1.64357976653696e-08,0.0776114963892114,8.96498054474712e-09,1.56955348890143,48.776993474013,6.62775414682487,0.980174476640037,3,78.215371595592,0.0841418730669267,0,,22,0,2,1,0,1,2.98985946992677,dielectric,0.00173604790120308,0.000637168778051373,0.367022579048547,0,C,2,46.7131774268411,46.7131774268411,glass,1.08866982828733,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
13,B,2.5,2,2.7,1.83333333333333,3.07142857142857,0.2,1,2.80042918641374,26.7829048021752,26.7829048021752,32.3309260068703,39.4030478404241,1.18551602463468,glass,patch_ffd,glass,17,7.96887159533074e-09,1.67754997907652,leading_edge,1,1,R,1,1,2,1.94476602476912,2.95358891613069,1.30364559052602,0.00123327892487057,0.0157297171014816,0.393635528225783,9.48889072188808e-09,9.13405047259857e-09,1.34474708171206e-08,0.0805188315255037,1.99221789883269e-09,1.65909292251788,63.3829949651259,7.50696681531785,0.999226955269497,2,104.357927971276,0.0875698538329956,0,,20,0,2,1,0,1,2.80042918641374,dielectric,0.00185347991759277,0.000719117571798495,0.387982391917392,0,B,1,26.7829048021752,26.7829048021752,glass,1.18551602463468,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
14,B,2.5,2,2.7,0.526242795158313,2.18292451453991,1.2,2,2.48579542233148,52.8841517814353,52.8841517814353,12.9462806538938,21.0674088679108,0.967315033723307,drywall,patch_ffd,drywall,15,6.9727626459144e-09,1.05769064655079,leading_edge,1,1,R,1,1,2,1.89541535138091,1.89910862987701,1.1392719365493,0.012678484501661,0.010426965408989,0.308955779957256,7.48737580723089e-08,2.54999645910959e-08,1.19533073929961e-08,0.0496672804031715,6.97276264591443e-09,1.66237747439736,69.7397734552826,7.61458536618284,0.940016040620316,5,112.294477464767,0.0522630436466951,0,,21,0,2,1,1,0,2.48579542233148,dielectric,0.0020880798198551,0.000472680521561865,0.226370906450629,0,B,2,52.8841517814353,52.8841517814353,drywall,0.967315033723307,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
15,B,2.5,2,2.7,1.83333333333333,3.5,0.2,1,2.99072640748773,33.2885231343062,33.2885231343062,36.759615692356,26.7752657513595,1.0583298281277,concrete,patch_ffd,concrete,17,7.96887159533074e-09,1.29970425616956,leading_edge,1,1,R,1,1,2,1.75353307923199,1.82120654605591,1.04900380427957,0.0172008551560952,0.0146215489343147,0.368966843010315,7.74387739066195e-09,5.93056263059902e-09,1.49416342412451e-08,0.105917068720304,1.49416342412452e-09,1.67133338507695,60.3116529301673,7.15932915787894,0.999676098452092,3,110.410865970036,0.118464479093349,0,,21,0,2,1,0,1,2.99072640748773,dielectric,0.00173554466388609,0.000648732003951419,0.373791592605189,0,B,1,33.2885231343062,33.2885231343062,concrete,1.0583298281277,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
16,A,2.5,2,2.7,0.5,1.35714285714286,1.2,1,2.58133014279895,54.472350511533,54.472350511533,24.7533000580467,35.7769735558624,1.08764621003359,concrete,patch_ffd,concrete,14,6.47470817120623e-09,8.44682606789639,leading_edge,1,1,R,1,1,2,0.527114808773334,-5.97717367917742,0.581199504017582,0.0601172896044382,0.0186478714407461,0.346008607956681,1.06658710633641e-08,3.13623398717982e-09,4.48249027237354e-09,0.148784800604902,3.48638132295721e-09,1.66531472019361,108.15189214565,9.86523836386226,0.998706603544325,2,160.121103569117,0.174791052498397,0,,21,0,2,1,1,0,2.58133014279895,dielectric,0.00201080023496352,0.000640588087828793,0.318573708462102,0,A,1,54.472350511533,54.472350511533,concrete,1.08764621003359,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
17,C,2.5,2,2.7,4.65323016139751,2.63302796632074,1.2,2,2.69946745379457,56.2434587960318,56.2434587960318,16.7161580031233,38.2604124608807,1.04336828560728,glass,patch_ffd,glass,7,2.98832684824903e-09,2.5985022503122,leading_edge,1,1,R,1,1,2,1.3741313486917,1.29956238927732,1.38621935855211,0.0126752147560785,0.00588744229671405,0.316507996012921,5.68038064461693e-08,1.86585229394976e-08,1.84280155642023e-08,0.0330607662366386,2.98832684824904e-09,1.73146358633793,34.5407250686485,5.53008918612949,0.969400227096048,6,60.4157826555213,0.0341911519175459,0,,20,0,2,1,0,1,2.69946745379457,dielectric,0.00192280119931149,0.000688787208639536,0.358220708873165,0,C,2,56.2434587960318,56.2434587960318,glass,1.04336828560728,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
18,A,2.5,2,2.7,4.46232142339752,2.81197879633992,0.65,2,2.95169695843433,46.0113594292648,46.0113594292648,31.485721514986,25.7251943052233,1.19872132388431,brick,patch_ffd,brick,9,3.98443579766537e-09,3.17579266852578,leading_edge,1,1,R,1,1,2,3.54844815837188,2.02002971380383,0.92944738155278,0.0244069433410461,0.0140171776653876,0.353217493789749,4.22839925316535e-08,1.11247512324235e-08,1.4443579766537e-08,0.079498183820256,3.98443579766539e-09,1.61892497632928,56.9434824123207,6.81256907069859,0.992101695823084,6,115.496622227768,0.0863639619421811,0,,21,0,2,1,1,0,2.95169695843433,dielectric,0.00175849327717292,0.000579031013681792,0.329276785528963,0,A,2,46.0113594292648,46.0113594292648,brick,1.19872132388431,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
19,B,2.5,2,2.7,4.52245630005074,2.44124964670515,1.2,2,2.55637061795279,54.0719128784331,54.0719128784331,20.3999540132871,35.8708156025624,0.896527252679351,wood,patch_ffd,wood,10,4.48249027237354e-09,3.80696482706677,leading_edge,1,1,R,1,1,2,3.12519047859106,2.42972609208363,1.9134914929138,0.00968320976917314,0.0132497274800737,0.361687761090375,3.42020406808116e-08,7.36932964943417e-09,7.96887159533074e-09,0.0758436079932491,4.48249027237356e-09,1.75914603651582,71.3226937584477,8.02431060141797,0.988864297092689,1,104.119586347452,0.0820679363895966,0,,20,0,2,1,1,0,2.55637061795279,dielectric,0.00203043299794114,0.000622369481963979,0.306520571028476,0,B,2,54.0719128784331,54.0719128784331,wood,0.896527252679351,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
20,A,2.5,2,2.7,4.05555555555556,1.78571428571429,0.2,1,2.95223160571231,32.1328585993789,32.1328585993789,34.3707554539003,34.3489957712423,0.87558553845931,glass,patch_ffd,glass,19,8.96498054474708e-09,0.95519403426129,leading_edge,1,1,R,1,1,2,3.68922315567337,4.77398715772448,2.17491937289065,0.0108902962398369,0.0089759418838329,0.307081398307493,1.03148320841107e-08,9.19191779895332e-09,2.19143968871595e-08,0.0374528172871286,5.97665369649808e-09,2.39081005827263,50.6371613687016,6.46281585135573,0.999260102294572,4,97.8511936086312,0.0389101105481089,0,,21,0,2,1,0,1,2.95223160571231,dielectric,0.0017581748151518,0.000592225364852924,0.33684100110477,0,A,1,32.1328585993789,32.1328585993789,glass,0.87558553845931,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
21,B,2.5,2,2.7,4.45160687690147,2.82504478527492,0.65,2,2.94821442566148,45.9459917671226,45.9459917671226,23.2623085202132,39.7602748653915,1.11839833585122,wood,patch_ffd,wood,16,7.47081712062257e-09,6.53542755000595,leading_edge,1,1,R,1,1,2,0.524756392132589,-6.34432426418471,0.441344399553949,0.0517653794899073,0.0246900408554663,0.405182790920605,1.27061593189733e-08,3.19841839007278e-09,4.98054474708171e-09,0.171082683849907,3.98443579766539e-09,1.6670112300403,105.105756873845,9.73730396772491,0.99842232884605,3,154.601228325635,0.20639294235582,0,,20,0,2,1,1,0,2.94821442566148,dielectric,0.00176057047020722,0.000401616693235711,0.228117363111538,0,B,2,45.9459917671226,45.9459917671226,wood,1.11839833585122,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
22,C,2.5,2,2.7,4.05555555555556,0.928571428571429,0.2,1,3.13332287996198,37.0723435277123,37.0723435277123,17.8060546119837,28.8974491037954,1.19569315675668,drywall,patch_ffd,drywall,18,8.46692607003891e-09,1.07470331639001,leading_edge,1,1,R,1,1,2,2.37814297400404,4.56768423284897,0.821299656048119,0.0157673483256928,0.0111387153176791,0.32986268447383,4.92595783145611e-08,1.49208677439177e-08,1.84280155642023e-08,0.0663239840437816,1.49416342412452e-09,1.61733084344656,57.6278996013516,6.99923330477583,0.975121527711367,3,105.235396343655,0.0710353301469957,0,,17,0,2,1,0,1,3.13332287996198,dielectric,0.00165656060881971,0.000662720294642133,0.400057982251744,0,C,1,37.0723435277123,37.0723435277123,drywall,1.19569315675668,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
23,A,2.5,2,2.7,1.83333333333333,2.64285714285714,1.2,1,1.76286974861074,31.6919067778888,31.6919067778888,28.0936076835808,23.2470434555656,0.881250067525778,concrete,patch_ffd,concrete,9,3.98443579766537e-09,1.63501147314063,leading_edge,1,1,R,1,1,2,1.39800859993482,1.47423287730009,1.05248879317922,0.00611853237933324,0.0131161372349665,0.419015541202164,1.25903000202939e-08,1.12222382702661e-08,1.7431906614786e-08,0.0761868024944914,1.49416342412452e-09,1.62604058715794,45.940708219203,6.41541695332699,0.998695369705656,4,76.7960361567487,0.0824699221663123,0,,21,0,2,1,1,0,1.76286974861074,dielectric,0.0029443691241222,0.00052488457127827,0.178267244747974,0,A,1,31.6919067778888,31.6919067778888,concrete,0.881250067525778,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
24,C,2.5,2,2.7,4.5,1.78571428571429,1.2,1,2.50916686717861,53.2869327643463,53.2869327643463,31.3829284039611,37.65611969321,0.966612673199243,glass,patch_ffd,glass,26,1.24513618677043e-08,2.3918865453147,leading_edge,1,1,R,1,1,2,1.53092656363949,0.090988992055122,1.21248413863798,0.119538800122997,0.0242090579060559,0.447691466103499,1.03490670226449e-08,5.06102654078737e-09,1.59377431906615e-08,0.169446117055456,7.4708171206226e-09,1.60252505709735,65.6214110889918,7.39204738197038,0.999328205205813,5,124.169053889067,0.20401580262887,0,,20,0,2,1,1,0,2.50916686717861,dielectric,0.0020686305584351,0.000646851483270284,0.312695507969109,0,C,1,53.2869327643463,53.2869327643463,glass,0.966612673199243,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
25,C,2.5,2,2.7,4.7,2,1.2,2,2.66270539113887,55.713123022791,55.713123022791,22.7748439279918,33.5764439534275,0.836778079719169,concrete,patch_ffd,concrete,14,6.47470817120623e-09,8.88361718742001,leading_edge,1,1,R,1,1,2,0.721501950786807,-3.60511481354577,0.498216634534438,0.0172861491923871,0.0161945930362314,0.335336697282801,1.67440428295483e-08,4.47308369115642e-09,4.98054474708171e-09,0.128710447689018,9.96108949416347e-10,1.67682316993074,95.8982900275531,9.16671290106181,0.997493400642588,3,148.047469341041,0.147724080183941,0,,21,0,2,1,1,0,2.66270539113887,dielectric,0.00194934793572431,0.000635639016963105,0.326077764422761,0,C,2,55.713123022791,55.713123022791,concrete,0.836778079719169,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
26,C,2.5,2,2.7,4.61336891052315,3.19586334828242,0.65,2,3.17787937148833,49.8280058322987,49.8280058322987,33.9424358604833,32.9228271625021,0.923153457552796,drywall,patch_ffd,drywall,12,5.47859922178988e-09,3.1565523205198,leading_edge,1,1,R,1,1,2,2.17868275892094,0.261080486214823,1.03270826909943,0.00257524827833777,0.0124485621188684,0.342974820729546,2.11970448745578e-08,5.56690145104762e-09,7.96887159533074e-09,0.0660234754074855,5.47859922178991e-09,1.72725607690533,65.4631534616201,7.52948361372634,0.998046769571045,2,108.789712719237,0.0706907225920812,0,,16,0,2,1,1,0,3.17787937148833,dielectric,0.00163333426190674,0.000324235008820786,0.198511117033863,0,C,2,49.8280058322987,49.8280058322987,drywall,0.923153457552796,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
27,B,2.5,2,2.7,4.56083490313109,2.02178999342547,1.2,2,2.54902242080701,53.9521358738417,53.9521358738417,11.3321942536474,39.8853628026386,0.841503581959001,drywall,patch_ffd,drywall,12,5.47859922178988e-09,5.67846721191115,leading_edge,1,1,R,1,1,2,2.57433070493471,2.59853582983298,0.427491251166066,0.424301115496284,0.0124332770878868,0.326652373407952,6.67404591743665e-08,1.81890615944156e-08,6.47470817120623e-09,0.0904090960231312,5.47859922178991e-09,1.71715412680297,82.1636966678277,8.44045379638434,0.946577168694094,3,119.786283588682,0.0993953387482757,0,,20,0,2,1,1,0,2.54902242080701,dielectric,0.0020362862308662,0.00061302442170992,0.301050221927371,0,B,2,53.9521358738417,53.9521358738417,drywall,0.841503581959001,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
28,A,2.5,2,2.7,2.74944267521182,3.50775314620487,1.2,2,2.14138768047907,45.5344444329573,45.5344444329573,21.5320127126053,26.274395326039,0.845852335340061,glass,patch_ffd,glass,11,4.98054474708171e-09,1.684530627392,leading_edge,1,1,R,1,1,2,1.98865569004342,3.70425289840424,1.57947276718783,0.00977582140794919,0.0180734960514021,0.449001006216907,2.84040306438572e-08,8.38938718316066e-09,1.4443579766537e-08,0.118617632932063,2.98832684824904e-09,1.63723636783846,52.5448836153759,6.74542437319843,0.991925920159722,4,92.1596156115602,0.134581354658437,0,,23,0,2,1,1,0,2.14138768047907,dielectric,0.00242391385033901,0.000690168932385332,0.284733276427628,0,A,2,45.5344444329573,45.5344444329573,glass,0.845852335340061,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
29,A,2.5,2,2.7,1.87085788635068,3.66823487183703,0.65,2,2.71685983936975,41.0141465464405,41.0141465464405,11.3935864747763,26.8010654566536,1.04804152088604,glass,patch_ffd,glass,15,6.9727626459144e-09,1.88150225228339,leading_edge,1,1,R,1,1,2,1.46939961347578,1.10865256701734,0.387690385494182,0.043487751180761,0.0127592320371584,0.341749922650568,6.80654997004824e-08,2.67452127255685e-08,1.69338521400778e-08,0.0668412675290848,4.48249027237356e-09,1.63315269395199,69.4839160425349,7.64256989362144,0.946598326347099,4,112.305441700359,0.0716290435948614,0,,23,0,2,1,0,1,2.71685983936975,dielectric,0.00191049209916645,0.000717331019414418,0.375469241525464,0,A,2,41.0141465464405,41.0141465464405,glass,1.04804152088604,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
30,B,2.5,2,2.7,0.387481279063592,3.55018665441232,0.65,2,3.32690757458407,51.9617181830281,51.9617181830281,13.7264928655835,24.6731114401017,0.847474879988665,glass,patch_ffd,glass,38,1.84280155642023e-08,2.36865240297961,leading_edge,1,1,R,1,1,2,1.90286401002752,-1.06173363690556,0.758403805083773,0.00458051582103769,0.0124444592323854,0.318465699866408,4.45687052120774e-08,9.37033318972782e-09,5.97665369649805e-09,0.088954656648773,1.09571984435798e-08,1.70858206852382,85.5726264877608,8.67511176813764,0.975256058737163,4,126.137383008764,0.0976402078095899,0,,17,0,2,1,0,1,3.32690757458407,dielectric,0.00156016935886999,0.000530769050005438,0.34019963729442,0,B,2,51.9617181830281,51.9617181830281,glass,0.847474879988665,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
31,A,2.5,2,2.7,3.61111111111111,0.928571428571429,0.2,1,2.93811624768457,31.6919067778889,31.6919067778889,19.4389357249078,33.3612327793584,0.900553418508881,glass,patch_ffd,glass,28,1.34474708171206e-08,1.84687389648637,leading_edge,1,1,R,1,1,2,2.33595098938146,3.71982164863862,3.77897288047916,0.0626402294610133,0.0194375322963592,0.441771689704958,3.7707864571904e-08,1.17484583999198e-08,1.24513618677043e-08,0.105633166641957,8.96498054474712e-09,1.61441168688693,61.0251796534502,7.31038241775588,0.984169523890159,3,102.38550578224,0.11810944089389,0,,22,0,2,1,0,1,2.93811624768457,dielectric,0.00176662147447332,0.000603795521798589,0.341779792968155,0,A,1,31.6919067778889,31.6919067778889,glass,0.900553418508881,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
32,B,2.5,2,2.7,4.53525546879928,0.550797741125217,0.2,2,3.53446629781713,44.9826908290884,44.9826908290884,17.1322162703755,38.9989186810431,0.880995339157947,drywall,patch_ffd,drywall,20,9.46303501945525e-09,0.463370425356371,leading_edge,1,1,R,1,1,2,2.2852329243421,4.1359507533671,1.15988061670553,0.0185077500434557,0.0136628045097794,0.377359021656915,5.68063371302236e-08,1.58422505346208e-08,1.84280155642023e-08,0.092590116989465,3.98443579766539e-09,1.67414414090892,59.8841174252092,7.2203741049272,0.967883699463537,2,98.63328428933,0.102037809729685,0,,18,0,2,1,0,1,3.53446629781713,dielectric,0.00146854965369572,0.000521342314155055,0.355004894007538,0,B,2,44.9826908290884,44.9826908290884,drywall,0.880995339157947,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
