case_id,room_type_cases,anchor_x,anchor_y,anchor_z,tag_x,tag_y,tag_z,grid_layer_cases,los_distance_m,los_angle_from_anchor_bore_deg_cases,los_angle_from_tag_bore_deg_cases,snr_db,xpol_coupling_db,eps_r_multiplier_cases,dominant_wall_material_cases,antenna_type,material_name,idx_fp,t_fp_s,fp_peak_val,fp_method,primary_tx_port,primary_rx_port,tx_handedness,gamma_cp_same_tx_port,gamma_cp_same_rx_port,gamma_cp_reversed_rx_port,gamma_cp_1_freq_avg,gamma_cp_2_freq_db,gamma_cp_3_fp_only,gamma_cp_6_phase_circvar,a_fp_2_peak_to_total,a_fp_6_fp_to_2nd_peak,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,failed,error_msg,num_paths,bounce_count_min,bounce_count_max,has_los_path,is_los,is_nlos,tx_rx_dist_m,material_kind,los_strength_mid,max_bounce_strength_mid,bounce_to_los_ratio_mid,dominant_bounce_count,room_type_results,grid_layer_results,los_angle_from_anchor_bore_deg_results,los_angle_from_tag_bore_deg_results,dominant_wall_material_results,eps_r_multiplier_results,is_nlos_current_0p20,is_los_current_0p20,is_nlos_geo,is_los_geo,is_nlos_bounce_0p33,is_los_bounce_0p33,is_nlos_mixed_0p33,is_los_mixed_0p33,label_schema
714,B,2.5,2,2.7,4.49851422997413,3.67691228450776,0.65,2,3.3179201222064,51.8401942103836,51.8401942103836,34.5043335454727,36.7220510923404,0.911308322180636,glass,patch_ffd,glass,20,9.46303501945525e-09,5.79452161810035,leading_edge,1,1,R,1,1,2,0.332583017636156,-10.4199430173414,0.102463663094762,0.245017763511995,0.0335937725936721,0.473724516876113,5.61574584001152e-09,2.71432536601022e-09,4.48249027237354e-09,0.217189499992668,3.48638132295721e-09,1.63138092641307,105.444062677784,9.76529693751891,0.99982380512898,3,153.886375072883,0.27744837350883,0,,16,0,2,1,0,1,3.3179201222064,dielectric,0.00156439548466491,0.000530436058868216,0.33906775113317,0,B,2,51.8401942103836,51.8401942103836,glass,0.911308322180636,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
715,B,2.5,2,2.7,0.391116576121625,0.703823365406867,0.2,2,3.51816190127375,44.7163813715401,44.7163813715401,37.3903628277486,22.5174785973304,0.822966866788537,concrete,patch_ffd,concrete,21,9.96108949416342e-09,5.21021567946945,leading_edge,1,1,R,1,1,2,0.504951628020078,-6.64630708159942,0.903686796917079,0.0321213072917138,0.0147656729269439,0.315401722493327,5.83901054094921e-09,2.90122644063674e-09,5.47859922178988e-09,0.123667493651439,3.98443579766539e-09,1.67505498888922,105.814114531117,9.87588366308805,0.999815308232954,1,152.587246911321,0.141119372790047,0,,18,0,2,1,0,1,3.51816190127375,dielectric,0.00147535542800895,0.000505114607547327,0.342368081587633,0,B,2,44.7163813715401,44.7163813715401,concrete,0.822966866788537,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
716,A,2.5,2,2.7,0.5,2.21428571428571,0.2,1,3.2087253493166,38.8194160580634,38.8194160580634,21.6988567323328,32.8855441862177,1.16828850301008,drywall,patch_ffd,drywall,20,9.46303501945525e-09,1.39393591276387,leading_edge,1,1,R,1,1,2,1.71389247796061,1.38300270374045,1.42523507070883,0.0317513335230282,0.0115109598412653,0.312833470151327,2.71369810734268e-08,1.04059425170738e-08,1.19533073929961e-08,0.06152744344629,5.97665369649808e-09,1.62796914202647,75.4459010237717,8.11678102511852,0.992289828668437,3,120.914456775434,0.0655612601739076,0,,21,0,2,1,0,1,3.2087253493166,dielectric,0.00161763276460044,0.000643694916499594,0.397924010063302,0,A,1,38.8194160580634,38.8194160580634,drywall,1.16828850301008,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
717,A,2.5,2,2.7,4.65296971006906,1.87294441728994,0.65,2,2.97555401456143,46.4531612544064,46.4531612544064,28.4278864146401,28.9732936417263,1.15732762432289,glass,patch_ffd,glass,30,1.4443579766537e-08,1.63213689036055,leading_edge,1,1,R,1,1,2,1.45879934259931,0.687208568242852,1.48377002810211,0.128746429297466,0.0121528186778392,0.314831716057441,1.46088579172353e-08,1.15427928880029e-08,1.59377431906615e-08,0.0627311150063804,1.24513618677043e-08,1.64849500839047,72.6491399632405,7.81710804834924,0.99814503311029,3,126.041388750223,0.0669296890260125,0,,21,0,2,1,0,1,2.97555401456143,dielectric,0.00174439423121128,0.000669840970451262,0.383996322887478,0,A,2,46.4531612544064,46.4531612544064,glass,1.15732762432289,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
718,C,2.5,2,2.7,0.944444444444444,1.78571428571429,0.2,1,2.95223160571231,32.1328585993789,32.1328585993789,22.5017447549886,34.4987541765476,1.09446710596853,concrete,patch_ffd,concrete,19,8.96498054474708e-09,2.17353787124571,leading_edge,1,1,R,1,1,2,3.79193305423302,9.34510042503625,8.884242074005,0.0331942494131068,0.015691077083083,0.342572273716642,4.59970106644927e-08,1.00478240870045e-08,4.98054474708171e-09,0.114296853820122,5.47859922178991e-09,1.69989529124971,94.5104411209507,9.08250403469337,0.976391707431134,5,137.448957491579,0.129046457961785,0,,22,0,2,1,0,1,2.95223160571231,dielectric,0.0017581748151518,0.000665375610140199,0.378446787205715,0,C,1,32.1328585993789,32.1328585993789,concrete,1.09446710596853,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
719,A,2.5,2,2.7,1.86173223114778,0.328389398049907,1.2,2,2.33488067132082,50.0266583556356,50.0266583556356,19.7513574164974,39.6516627769657,1.07164958096726,glass,patch_ffd,glass,12,5.47859922178988e-09,4.05453359035851,leading_edge,1,1,R,1,1,2,1.64401142404591,2.39652581768286,0.398611398944655,0.0738847452566689,0.00959565773679373,0.324280770189066,2.64845597628329e-08,7.74162680077034e-09,1.34474708171206e-08,0.0698737885101388,1.49416342412452e-09,1.68494435465315,57.615675367587,7.21917000930741,0.99257198596583,2,93.8048885768496,0.0751229108985285,0,,23,0,2,1,0,1,2.33488067132082,dielectric,0.00222304262543846,0.000798767151107699,0.359312566465141,0,A,2,50.0266583556356,50.0266583556356,glass,1.07164958096726,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
720,C,2.5,2,2.7,4,2,0.65,2,2.54017715917611,36.1932073055647,36.1932073055647,30.5035336565129,23.5560159727683,1.1387034116107,concrete,patch_ffd,concrete,13,5.97665369649805e-09,6.42573411469218,leading_edge,1,1,R,1,1,2,0.930222843920745,-1.47478958110933,0.681302066336353,0.00652648497024166,0.016613039416211,0.37346770281156,1.04517513278523e-08,5.82422442269881e-09,1.94241245136187e-08,0.126098593935871,9.96108949416347e-10,1.65789583608058,69.5024002731361,7.67248036992068,0.99927975745454,3,122.443605508446,0.144293844890115,0,,16,0,2,1,1,0,2.54017715917611,dielectric,0.00204337687192733,0.000552874632266473,0.270569095628941,0,C,2,36.1932073055647,36.1932073055647,concrete,1.1387034116107,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
721,B,2.5,2,2.7,3.16666666666667,1.35714285714286,0.2,1,2.66602883528421,20.327173128864,20.327173128864,28.7601880606937,21.4350231390319,1.09578416988587,concrete,patch_ffd,concrete,15,6.9727626459144e-09,0.961799425667415,leading_edge,1,1,R,1,1,2,3.7634354124294,9.43751901665077,1.76936152762454,0.00124602891978243,0.0159758624547239,0.452261253662351,1.96419393507807e-08,9.4793597796499e-09,2.63968871595331e-08,0.104631231139562,1.49416342412452e-09,1.65164227410851,44.0951517168116,6.20538223959977,0.996053051847947,3,80.293180832575,0.116858254138939,0,,22,0,2,1,0,1,2.66602883528421,dielectric,0.0019469178986225,0.000721653609299532,0.370664633475362,0,B,1,20.327173128864,20.327173128864,concrete,1.09578416988587,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
722,C,2.5,2,2.7,4.51087769040191,0.683678558059521,0.2,2,3.46790011740079,43.8713830188474,43.8713830188474,21.9097329769348,39.1349487176374,1.12849786656705,wood,patch_ffd,wood,21,9.96108949416342e-09,0.966353289656677,leading_edge,1,1,R,1,1,2,2.49836681801415,5.38233521990955,0.625242888427362,0.0498175626747372,0.0155081981890742,0.351669045399473,3.24163917673459e-08,7.29387215400224e-09,1.69338521400778e-08,0.10372041214966,3.98443579766539e-09,1.71348443135527,85.0984658584613,8.69393614202427,0.988511305125008,2,128.909870482708,0.115723278266802,0,,17,0,2,1,0,1,3.46790011740079,dielectric,0.00149673839555358,0.000596956522326365,0.398838249957218,0,C,2,43.8713830188474,43.8713830188474,wood,1.12849786656705,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
723,C,2.5,2,2.7,1.93222821735476,0.517832103987305,0.65,2,2.59262154375428,37.7485135968058,37.7485135968058,23.9524948308961,30.4694753852628,0.81085404511185,wood,patch_ffd,wood,18,8.46692607003891e-09,0.607825157611077,leading_edge,1,1,R,1,1,2,3.02812825150864,6.08750400644146,1.67454900210524,0.0033249860409571,0.0131586742905793,0.322670338744197,2.92037235957676e-08,6.52668139726332e-09,9.96108949416342e-09,0.0952961731473134,1.99221789883269e-09,1.73958172589506,81.8305319445304,8.42675070333425,0.990627723385763,4,129.923335571244,0.105334110809316,0,,14,1,2,0,0,1,2.59262154375428,dielectric,0,0.000301398188967946,301398188.967946,1,C,2,37.7485135968058,37.7485135968058,wood,0.81085404511185,1,0,1,0,0,0,1,0,mixed_0p33_primary_with_dual_aux
724,C,2.5,2,2.7,0.944444444444444,2.21428571428571,1.2,1,2.17155968229443,46.3106697646876,46.3106697646876,10.167114987617,26.5641816216459,1.03439561471523,drywall,patch_ffd,drywall,25,1.19533073929961e-08,1.07020182186943,leading_edge,1,1,R,1,1,2,1.19415559732972,-0.703768179348706,1.21799570107347,0.00566524134645185,0.0111043610933695,0.324933930670271,8.14126593335567e-08,2.50046131832112e-08,9.46303501945525e-09,0.07015427338143,1.19533073929962e-08,1.75320042594971,69.9881351307939,7.65863646141136,0.924575254400474,4,108.117641193742,0.0754472181493477,0,,18,0,2,1,1,0,2.17155968229443,dielectric,0.00239023559885506,0.000506903436331017,0.212072582541163,0,C,1,46.3106697646876,46.3106697646876,drywall,1.03439561471523,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
725,C,2.5,2,2.7,1.83333333333333,3.5,0.2,1,2.99072640748773,33.2885231343062,33.2885231343062,19.1837689176761,37.6791341568644,0.928572233627317,drywall,patch_ffd,drywall,18,8.46692607003891e-09,1.75872507694127,leading_edge,1,1,R,1,1,2,1.11674027928822,-3.08938709841464,0.648580166294532,0.0859358115341556,0.0146274148297437,0.372953645298954,2.41422384731981e-08,5.34443357666401e-09,6.9727626459144e-09,0.0927336603092827,1.49416342412452e-09,1.66807709135814,79.9267391237183,8.65677898847358,0.993588809215592,1,108.106294115182,0.102212168855394,0,,13,0,2,1,0,1,2.99072640748773,dielectric,0.00173554466388609,0.00134399441723852,0.774393448468887,0,C,1,33.2885231343062,33.2885231343062,drywall,0.928572233627317,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
726,B,2.5,2,2.7,3.18060792047285,0.316372930737244,0.2,2,3.08995586534253,35.9945360000879,35.9945360000879,33.3233695384736,29.1146519061785,1.16408274138462,drywall,patch_ffd,drywall,18,8.46692607003891e-09,1.78086733934947,leading_edge,1,1,R,1,1,2,3.03508162784,7.3340703523762,1.75001661860473,0.00356049620818588,0.0171103217661867,0.38047535412482,9.45974866650556e-09,4.13873439815832e-09,1.39455252918288e-08,0.113805471365695,1.49416342412452e-09,1.67690996055805,79.5556582143685,8.4229297578326,0.9991936559871,3,121.506141974603,0.128420417513836,0,,23,0,2,1,0,1,3.08995586534253,dielectric,0.00167981016035747,0.000661761213845648,0.393950000698188,0,B,2,35.9945360000879,35.9945360000879,drywall,1.16408274138462,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
727,C,2.5,2,2.7,4.5,3.5,0.2,1,3.53553390593274,45,45,31.4637718235703,26.4735497998994,0.977908760177211,drywall,patch_ffd,drywall,20,9.46303501945525e-09,5.27386362716875,leading_edge,1,1,R,1,1,2,0.597147428343298,-4.9055927562251,0.775037653235456,0.0951222966843062,0.0162691496410906,0.320058313227618,6.80019585716774e-09,3.40474613404278e-09,4.48249027237354e-09,0.140340796402533,2.98832684824904e-09,1.668423523327,109.026804039864,9.86122405978095,0.999676897775428,3,163.267500553815,0.163251665096169,0,,17,0,2,1,0,1,3.53553390593274,dielectric,0.00146810620284214,0.000550393478708611,0.374900315551486,0,C,1,45,45,drywall,0.977908760177211,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
728,A,2.5,2,2.7,4.05555555555556,3.07142857142857,0.2,1,3.13332287996198,37.0723435277123,37.0723435277123,22.1315790329412,24.6727093115517,0.886867274987261,concrete,patch_ffd,concrete,13,5.97665369649805e-09,4.26893279959961,leading_edge,1,1,R,1,1,2,1.07226302829795,-1.23867326077702,0.227563102116912,0.0403381609936906,0.0171141123996209,0.357278117033053,2.46736675798943e-08,5.10765141625382e-09,4.98054474708171e-09,0.113520378142683,5.97665369649808e-09,1.88624580721439,84.30167242617,8.46050036510903,0.994618238660353,4,137.827113508467,0.128057515755229,0,,23,0,2,1,0,1,3.13332287996198,dielectric,0.00165656060881971,0.000571689671197121,0.345106401874693,0,A,1,37.0723435277123,37.0723435277123,concrete,0.886867274987261,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
729,C,2.5,2,2.7,3.09594321250978,0.534675622385517,1.2,2,2.17998253299602,46.521770508311,46.521770508311,37.6834908439813,38.6030352448346,1.17275189301287,wood,patch_ffd,wood,11,4.98054474708171e-09,0.777332595656339,leading_edge,1,1,R,1,1,2,3.58276402624598,5.97909492069008,3.95211885589729,0.159415157963359,0.0084623958800569,0.32866423442851,9.6904223985913e-09,7.8110242849787e-09,1.79299610894942e-08,0.0810112669894111,2.98832684824904e-09,1.63333274225464,42.5926333496723,6.13866322929464,0.999382431194198,5,80.5344246402724,0.0881526226377334,0,,17,0,2,1,1,0,2.17998253299602,dielectric,0.00238100038834945,0.000537557858682911,0.22576974842728,0,C,2,46.521770508311,46.521770508311,wood,1.17275189301287,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
730,C,2.5,2,2.7,3.61111111111111,1.35714285714286,1.2,1,1.97429309054077,40.5564608035993,40.5564608035993,28.801257958156,23.3267868956092,1.11674957419228,brick,patch_ffd,brick,12,5.47859922178988e-09,2.48567405081263,leading_edge,1,1,R,1,1,2,1.16268739534143,1.03037603684494,1.56075910231331,0.000601329138996354,0.01297368956487,0.326643499130485,1.10735017456901e-08,7.28787735201064e-09,8.96498054474708e-09,0.0574278745554356,2.49027237354087e-09,1.98826081944262,75.6774355187729,7.99839104227179,0.998927826021626,5,124.999586977491,0.0609267694271669,0,,21,0,2,1,1,0,1.97429309054077,dielectric,0.00262906216028788,0.000540200078500157,0.205472539470503,0,C,1,40.5564608035993,40.5564608035993,brick,1.11674957419228,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
731,C,2.5,2,2.7,0.580713477804145,3.57226293248889,0.65,2,3.21841132908167,50.4344773166414,50.4344773166414,28.0867592680827,28.7289876835267,0.873596294113583,concrete,patch_ffd,concrete,25,1.19533073929961e-08,0.969385185269331,leading_edge,1,1,R,1,1,2,1.11934985954127,-1.71664280581823,0.444350160193416,0.00834609026667898,0.0193989955428432,0.424415964422413,1.07627590985581e-08,7.80955434681783e-09,1.24513618677043e-08,0.109644040972132,1.49416342412452e-09,1.62822437511337,64.8514411288414,7.64686456836821,0.998940915923696,2,110.710531270119,0.123146298803736,0,,8,1,2,0,0,1,3.21841132908167,dielectric,0,0.000493445432170298,493445432.170298,1,C,2,50.4344773166414,50.4344773166414,concrete,0.873596294113583,1,0,1,0,0,0,1,0,mixed_0p33_primary_with_dual_aux
732,C,2.5,2,2.7,4.5,2.21428571428571,0.2,1,3.2087253493166,38.8194160580634,38.8194160580634,35.2453333444966,28.2631748138368,1.12783909855715,concrete,patch_ffd,concrete,17,7.96887159533074e-09,6.18802231010483,leading_edge,1,1,R,1,1,2,1.83669427569437,1.19668398319174,0.817107054485448,0.0676261511001872,0.0135560908059739,0.342797216639891,5.88016073281462e-09,4.10223588866419e-09,1.14552529182879e-08,0.0922806695474567,4.48249027237356e-09,1.71465337206623,73.2584217214143,8.01997144392477,0.999800207693203,2,118.591349196275,0.101662117850294,0,,20,0,2,1,0,1,3.2087253493166,dielectric,0.00161763276460044,0.00063368092530342,0.391733488076287,0,C,1,38.8194160580634,38.8194160580634,concrete,1.12783909855715,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
733,B,2.5,2,2.7,3.61111111111111,3.5,0.2,1,3.1200269071331,36.7479575427555,36.7479575427555,36.4331961481489,33.2100722302092,0.918211833995664,drywall,patch_ffd,drywall,16,7.47081712062257e-09,0.52425376864803,leading_edge,1,1,R,1,1,2,9.96711477609479,15.3029921869324,6.04614577044944,0.000620357519350079,0.0136818060292565,0.452951852337378,2.50376989634844e-08,1.10050982266793e-08,1.79299610894942e-08,0.0963029410563885,7.4708171206226e-09,1.62388246901194,41.5705268393796,5.97161809090298,0.996281044374852,6,68.5539468761261,0.106565513413271,0,,19,0,2,1,1,0,3.1200269071331,dielectric,0.00166362003026056,0.000330964307315764,0.198942247205287,0,B,1,36.7479575427555,36.7479575427555,drywall,0.918211833995664,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
734,A,2.5,2,2.7,3.16666666666667,2.64285714285714,1.2,1,1.76286974861074,31.6919067778888,31.6919067778888,34.6099132105598,33.2502781911578,1.10302952550927,drywall,patch_ffd,drywall,9,3.98443579766537e-09,7.78027269694845,leading_edge,1,1,R,1,1,2,0.605797171973831,-4.72860090775136,1.02357157780712,0.0877530673497818,0.0183209824901636,0.352203662203523,1.06975773731281e-08,3.39718022353386e-09,4.98054474708171e-09,0.14637687878995,2.98832684824904e-09,1.65585056242457,98.427639160222,9.28972343143719,0.999459359144381,3,151.828792973337,0.17147717201293,0,,21,0,2,1,1,0,1.76286974861074,dielectric,0.00294436912412221,0.000564824294976526,0.191832026205245,0,A,1,31.6919067778888,31.6919067778888,drywall,1.10302952550927,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
735,A,2.5,2,2.7,0.5,3.5,1.2,1,2.91547594742265,59.0362434679265,59.0362434679265,22.0336541676984,39.499003509899,0.861233407983069,drywall,patch_ffd,drywall,16,7.47081712062257e-09,1.01014624551187,leading_edge,1,1,R,1,1,2,1.31903484529121,0.0396367252054634,0.842480020710591,0.00101434529196942,0.0116738152678194,0.348037029828695,1.76809117461113e-08,1.27415373562955e-08,1.7431906614786e-08,0.0616070830589559,3.48638132295721e-09,1.61848494688355,59.4902969418234,7.17716972732931,0.996493866583141,3,99.0729338126453,0.0656516923207195,0,,18,0,2,1,1,0,2.91547594742265,dielectric,0.00178034027763017,0.000419289705818648,0.235510992525973,0,A,1,59.0362434679265,59.0362434679265,drywall,0.861233407983069,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
736,A,2.5,2,2.7,4.27672307692442,3.55052500529723,1.2,2,2.79479385360133,57.5398956997257,57.5398956997257,35.1406393173951,38.4114307616049,1.1957321983786,glass,patch_ffd,glass,15,6.9727626459144e-09,3.78364500720698,leading_edge,1,1,R,1,1,2,0.981680276021631,-2.60658807101824,0.833549107021372,0.00195920451837317,0.0103489268247044,0.34449716654083,7.03782809831592e-09,7.32076125000586e-09,1.54396887159533e-08,0.0822182661359541,9.96108949416347e-10,1.67388835144016,51.067439855313,6.73336940726301,0.99984879819584,3,89.6431527674011,0.0895836810673914,0,,21,0,2,1,0,1,2.79479385360133,dielectric,0.00185721721513381,0.000711634699348023,0.383172573218234,0,A,2,57.5398956997257,57.5398956997257,glass,1.1957321983786,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
737,A,2.5,2,2.7,3.4363266000822,0.305146123573951,1.2,2,2.44933402468057,52.2359344787864,52.2359344787864,20.0887788460753,31.5285126283485,0.990870604108173,drywall,patch_ffd,drywall,15,6.9727626459144e-09,1.8253150142125,leading_edge,1,1,R,1,1,2,1.79869624138541,3.75034533168446,1.1386598179474,0.00579581438445642,0.0188362763284264,0.37538333925685,3.55124837510704e-08,6.97407690938634e-09,5.47859922178988e-09,0.130528811045919,2.49027237354087e-09,1.71082738033893,93.5122517754331,9.11560016535426,0.986854998649289,3,137.416277916785,0.150124366056265,0,,23,0,2,1,1,0,2.44933402468057,dielectric,0.00211916349724308,0.000479139289980881,0.226098312189794,0,A,2,52.2359344787864,52.2359344787864,drywall,0.990870604108173,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
738,B,2.5,2,2.7,3.61111111111111,1.35714285714286,0.2,1,2.81030838296387,27.1792208194277,27.1792208194277,21.4983134952284,28.0183183548263,1.10809000702378,wood,patch_ffd,wood,16,7.47081712062257e-09,1.03865874112376,leading_edge,1,1,R,1,1,2,1.57505893746433,2.22059561522035,1.20592369619727,0.0138709302891028,0.011271113727664,0.374338556169991,2.47296470295958e-08,1.03629604525255e-08,1.89260700389105e-08,0.0660790480240424,1.49416342412452e-09,1.62467263024142,42.0384488496892,6.03991449538498,0.992273725105124,3,82.6857794513014,0.0707544336426275,0,,19,0,2,1,0,1,2.81030838296387,dielectric,0.00184696430083035,0.000695294619326648,0.376452657484533,0,B,1,27.1792208194277,27.1792208194277,wood,1.10809000702378,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
739,B,2.5,2,2.7,1.59827549113161,0.336119594605707,0.65,2,2.79000091278641,42.7124866095952,42.7124866095952,26.2195742738767,34.2723607470799,0.951403886415302,brick,patch_ffd,brick,14,6.47470817120623e-09,1.1673931573364,leading_edge,1,1,R,1,1,2,3.77711511286788,6.71955891383537,0.82739114857813,0.322982519740935,0.0085984139662362,0.314380915336752,3.18751896608339e-08,1.14764242169842e-08,1.29494163424125e-08,0.0338491215368469,5.97665369649808e-09,1.38347014285573,54.7597947572581,7.02820208546841,0.988005095131839,4,89.4332712880524,0.03503502640363,0,,24,0,2,1,1,0,2.79000091278641,dielectric,0.00186040772742066,0.000541968872365338,0.291317255017396,0,B,2,42.7124866095952,42.7124866095952,brick,0.951403886415302,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
740,C,2.5,2,2.7,0.370377360757362,0.867154438636139,1.2,2,2.84053369131165,58.1248698609675,58.1248698609675,19.2692684172694,29.9913452362978,1.12294895646313,brick,patch_ffd,brick,16,7.47081712062257e-09,7.61211197265258,leading_edge,1,1,R,1,1,2,0.658069216501409,-5.5737234665909,0.331929174085349,0.0175335604536694,0.0288999291956354,0.448167968338233,1.91848889493193e-08,3.64980650620999e-09,4.98054474708171e-09,0.188074905548032,3.48638132295721e-09,1.64434188485354,103.204963611393,9.71145371368366,0.996086790282764,2,147.91365438436,0.231640710249236,0,,18,0,2,1,1,0,2.84053369131165,dielectric,0.00182731128081137,0.000549033032766943,0.300459499447275,0,C,2,58.1248698609675,58.1248698609675,brick,1.12294895646313,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
741,B,2.5,2,2.7,0.313186585883355,2.28402471380188,0.2,2,3.33359009870901,41.4146258825905,41.4146258825905,31.7493047972165,20.9708051772277,1.16596867888387,brick,patch_ffd,brick,18,8.46692607003891e-09,0.698707549105096,leading_edge,1,1,R,1,1,2,2.13668053488411,2.09515541424842,0.909345121978473,0.0160530894674167,0.0093842213202356,0.346402559853741,1.88764342182584e-08,1.13625378151926e-08,2.0420233463035e-08,0.0486955230775838,4.48249027237356e-09,1.63149797168913,37.9176394502773,5.72368121290649,0.997457263138261,5,80.3950243312537,0.0511881571661679,0,,16,0,2,1,0,1,3.33359009870901,dielectric,0.00155704183896774,0.000520713902532752,0.334425119159267,0,B,2,41.4146258825905,41.4146258825905,brick,1.16596867888387,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
742,A,2.5,2,2.7,2.72222222222222,2.21428571428571,1.2,1,1.53143758716976,11.6294274355011,11.6294274355011,15.5718446137272,20.3785829884391,1.14183421929793,drywall,patch_ffd,drywall,7,2.98832684824903e-09,7.27318032890729,leading_edge,1,1,R,1,1,2,1.01003740608276,-0.0668962574729777,1.84080775471861,1.91873327004544e-06,0.0218505958318147,0.368019964505231,4.88872836942052e-08,9.60526582819957e-09,4.48249027237354e-09,0.157098784121513,2.98832684824904e-09,1.70895476426125,118.90150690298,10.4485088049017,0.975089868307262,2,165.849299090194,0.186378642196857,0,,21,0,2,1,1,0,1.53143758716976,dielectric,0.00338932471107174,0.000630099954874389,0.1859072259486,0,A,1,11.6294274355011,11.6294274355011,drywall,1.14183421929793,0,1,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
743,A,2.5,2,2.7,0.5,3.07142857142857,0.2,1,3.37608637088471,42.2257715803606,42.2257715803606,15.1494883281529,38.7597570316996,0.969900754990272,brick,patch_ffd,brick,22,1.04591439688716e-08,1.76147747485666,leading_edge,1,1,R,1,1,2,0.842749524525145,-2.58788671978365,1.27076971092852,0.000949150510912267,0.0113100263323812,0.323210306025567,3.90802735146875e-08,1.38381978505305e-08,1.34474708171206e-08,0.0587463156171647,2.98832684824904e-09,1.64694963492533,67.3001875141341,7.61350877712331,0.981323016399728,2,111.297735946421,0.062412840015265,0,,21,0,2,1,0,1,3.37608637088471,dielectric,0.00153744267398537,0.000566528956950233,0.368487857489784,0,A,1,42.2257715803606,42.2257715803606,brick,0.969900754990272,1,0,0,1,1,0,1,0,mixed_0p33_primary_with_dual_aux
744,A,2.5,2,2.7,0.944444444444444,0.5,1.2,1,2.63054235594483,55.2341097318282,55.2341097318282,12.6216297011239,24.5094158955023,1.09007928446917,wood,patch_ffd,wood,14,6.47470817120623e-09,5.23472868873778,leading_edge,1,1,R,1,1,2,0.501049301558785,-6.46569374977517,0.24276602848256,0.035884897895619,0.029063600881458,0.434158949173179,5.25897760341263e-08,1.11814877554353e-08,4.48249027237354e-09,0.202193262716188,9.96108949416347e-10,1.63930183680653,110.40205324023,9.92459919981215,0.968536689604502,2,158.505749744573,0.253436394137969,0,,22,0,2,1,1,0,2.63054235594483,dielectric,0.00197318216371932,0.000492087992663512,0.249388019875447,0,A,1,55.2341097318282,55.2341097318282,wood,1.09007928446917,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
745,B,2.5,2,2.7,1.58138375971182,0.303259414278887,0.65,2,2.81518816638505,43.2648893867183,43.2648893867183,13.6924749281789,29.2520613549947,1.00847793245603,drywall,patch_ffd,drywall,21,9.96108949416342e-09,2.59306735232492,leading_edge,1,1,R,1,1,2,0.987303540188942,-1.05390183430912,1.64641601630254,0.0903962235057962,0.0259582145614313,0.44806710008027,5.76643185385603e-08,1.38844566087471e-08,7.96887159533074e-09,0.175021537703993,3.98443579766539e-09,1.60904588742978,92.6406710344693,9.01917122558895,0.95377829167183,3,132.917394544771,0.212152856956882,0,,24,0,2,1,1,0,2.81518816638505,dielectric,0.0018437628147335,0.000545764673155234,0.296005900972745,0,B,2,43.2648893867183,43.2648893867183,drywall,1.00847793245603,1,0,0,1,0,1,0,1,mixed_0p33_primary_with_dual_aux
