case_id,room_type,is_nlos,gamma_cp_3_fp_only,ar_db_at_los,xpd_db_at_los
353,B,1,5.21969046642723,6.13022768096793,-9.39777468394981
354,B,0,1.34436868252813,1.63848176441623,20.5337570263479
355,B,1,0.80474708384571,8.59210382801594,6.78533172034359
356,A,1,1.92622989050126,47.6085939329565,-0.0723464319025088
357,B,1,1.78581284693603,5.40691623877995,10.4122020856033
358,B,1,1.378051127904,10.9733583075287,-5.04856241382416
359,C,1,6.166521590384,1.43889575579438,21.6561315188368
360,C,1,1.48355245927045,2.48452645559391,16.9509556721952
361,C,1,2.23960303930404,7.95595011289252,7.36225066437732
362,C,1,1.96007921635264,57.5391416660373,0.023061495887407
363,A,1,1.02655680928703,29.392660892681,-0.589356169817498
364,B,1,0.726132673165798,10.7973722237957,5.15800874894188
365,A,1,10.8157807404121,1.43889575579438,21.6561315188368
366,A,1,0.818784139831876,3.56268475050192,13.8819323224918
367,B,1,1.91851987160105,21.2124021915617,1.51468673137611
368,C,1,2.15119294067784,7.11283034349515,-8.22328944908629
369,A,1,1.55717840629067,9.69347813560991,-5.90852949424972
370,C,1,1.44929519177618,6.71156808816514,8.6781261750501
371,B,0,1.65870218481491,2.68725976497536,-16.2795913337641
372,C,1,0.854033705935109,7.36092840420436,7.95733801018404
373,B,1,1.69758353109814,2.73879992031403,-16.1172310523812
374,A,1,0.634636437304743,3.62570994168967,13.7338803837976
375,C,1,1.26354065433948,22.3063073907824,1.33469585315992
376,C,1,0.565251338057507,11.844391669574,4.54330130742047
377,C,1,1.77244834224591,8.85670009688605,-6.5614663071631
378,C,1,1.54989103665472,31.8335578998552,-0.444898911896359
379,B,1,1.52406216893307,7.02181141944578,-8.32370325991626
380,B,1,2.29561798120882,5.92550283110137,9.67038973178096
381,C,1,1.11572873213284,11.8982788488851,4.51391568291158
382,A,1,0.310118334767622,4.70085074353744,11.5618178378176
383,A,1,0.00909466328317154,0.64899133404799,-28.5561477211347
384,C,1,0.609610916457496,1.72139856021582,20.1076217639548
385,A,1,1.30015320062081,5.17235728022754,-10.7746089232154
386,B,1,2.31194320700774,7.9377501226545,7.37961697545982
387,B,1,0.250634664159424,16.5884019161341,2.59197246496762
388,C,0,1.48199647882563,9.73171606316924,-5.88054182614898
389,A,1,11.8944014941493,20.1651192919797,1.70996738932615
390,C,1,0.459985746790131,2.37298562363613,17.3447749036843
391,B,1,2.08394046895298,11.9908735146484,4.46390405393656
392,A,1,0.743417471475352,9.48688999094093,6.06241828809736
393,C,1,2.21548502199085,15.0668605232043,3.09792729688064
394,A,1,0.0423755890677631,7.22932299613473,-8.09702615025298
395,A,1,3.34360944857497,7.22160665922716,-8.10531279209945
396,A,1,0.784285065648112,21.1923256534515,1.51820967702377
397,C,0,0.94450007565825,3.16477086727842,14.8853957216724
398,C,1,0.781791175779628,6.81514758306695,-8.55764942579351
399,C,1,0.596037131576925,4.09017112693302,-12.7205167217077
400,A,1,0.927479157018229,7.20998708940334,-8.11781155842609
401,C,1,0.491746044182349,2.75446815840942,16.0684982876235
402,B,1,0.775673890641375,3.51210220330053,14.0027692523604
403,C,1,2.60478044394253,1.8503717557477,19.4844685740232
404,A,1,0.320639619458009,9.84904183613869,5.79561174236277
405,B,1,3.05316811408863,1.88539219844607,19.32286271308
406,A,1,1.07500325290272,9.17745351454848,6.30169314969487
407,C,0,0.584342791656365,5.15867429980727,10.7963147963489
408,C,1,2.81010909731868,5.92550283110137,9.67038973178096
409,C,1,0.706576693697812,20.5364681240957,-1.63796739385673
410,A,1,0.780230356896635,5.13507169824719,10.8339078381354
411,C,1,0.508278666449125,5.26387365762174,10.6310616090984
412,B,1,4.24171319539508,27.5259752059302,-0.730805211566708
413,A,1,2.63976973857952,1.8503717557477,19.4844685740232
414,B,1,0.784152108153105,10.8605248515805,5.11843308290814
415,B,1,1.30021465814927,32.9969962935287,-0.389105265821356
416,B,1,0.674701400621195,11.6521776917409,-4.64983049057661
417,B,1,1.09319250295792,12.2962045407118,4.30320486283702
418,C,1,0.823981921816369,5.84036315371804,9.78697668497008
419,A,1,0.716161934614229,9.44542034830409,6.09386453360134
420,C,1,0.992677318270161,3.18212354716762,14.8389408437709
421,B,1,1.43462454360846,49.7443869692247,0.0565752510229107
422,B,1,0.372604084914192,6.15392763808977,9.36689747075229
423,C,1,2.19336177729414,12.7331027625561,-4.08402785601322
424,C,1,2.8959985095403,6.41928506040664,9.03036720237228
425,C,1,0.820994935883731,24.3938749200779,-1.04876392180109
426,B,1,3.09834062241627,13.1050834654516,-3.906851496132
427,B,1,0.399683518803664,2.26938410461321,-17.7279407031839
428,B,1,0.471769301564919,10.6940721540552,5.22348127779758
429,C,0,1.14437451681417,29.392660892681,-0.589356169817498
430,C,1,0.816971237285553,7.96316392007668,7.35538119788738
431,A,1,0.326635234477074,24.7069983770676,1.01154414474683
432,C,1,0.385976548903264,12.5525785480067,4.17309844407947
433,B,1,1.42167997381501,31.8335578998552,-0.444898911896359
434,A,1,1.55590412678998,8.80550023692565,-6.60409166435193
435,B,1,0.404954686454415,8.43006061021218,6.92693580786123
436,C,1,0.326715568257864,25.4221751463096,0.931432618352314
437,A,1,3.4809190696855,2.90017321881674,-15.6285826393588
438,B,1,0.352601050041082,0.930674906458323,25.4292303948695
439,A,1,1.58193909495147,1.3639294881167,22.1188699943011
440,B,1,1.05593118638398,7.0788033225085,-8.26064551628784
441,B,1,0.48381566065652,7.35829322178271,7.96010491706868
442,C,1,1.41916310636063,8.80550023692565,-6.60409166435193
443,C,1,1.1823025249525,23.0075235049851,-1.23081842681979
444,C,1,0.658735678588226,16.0091117389273,2.77368702001437
445,B,1,1.44691541307123,1.4545921799085,21.5623275154092
446,B,1,0.993935519499297,9.48060430329985,-6.06717259328971
447,B,1,1.50501453932188,48.2535088612113,-0.0671693311648918
448,B,1,2.5874975754945,1.6453568886275,20.4976026995373
449,B,1,0.581815163291232,11.8864511934162,4.52034773854228
450,C,1,0.0268698569104132,0.64899133404799,-28.5561477211347
451,C,1,0.520579400890188,9.25735646741336,6.23887027768622
452,A,1,0.511724325072135,5.18974237233675,-10.7471224533143
453,B,1,1.10279554135763,20.6033101188363,-1.62533714947802
454,B,1,1.15342681154054,1.25292009644028,22.8534612035238
