case_id,room_type_cases,anchor_x,anchor_y,anchor_z,tag_x,tag_y,tag_z,grid_layer_cases,los_distance_m,los_angle_from_anchor_bore_deg_cases,los_angle_from_tag_bore_deg_cases,snr_db,xpol_coupling_db,eps_r_multiplier_cases,dominant_wall_material_cases,antenna_type,material_name,idx_fp,t_fp_s,fp_peak_val,fp_method,primary_tx_port,primary_rx_port,tx_handedness,gamma_cp_same_tx_port,gamma_cp_same_rx_port,gamma_cp_reversed_rx_port,gamma_cp_1_freq_avg,gamma_cp_2_freq_db,gamma_cp_3_fp_only,gamma_cp_6_phase_circvar,a_fp_2_peak_to_total,a_fp_6_fp_to_2nd_peak,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,failed,error_msg,num_paths,bounce_count_min,bounce_count_max,has_los_path,is_los,is_nlos,tx_rx_dist_m,material_kind,los_strength_mid,max_bounce_strength_mid,bounce_to_los_ratio_mid,dominant_bounce_count,room_type_results,grid_layer_results,los_angle_from_anchor_bore_deg_results,los_angle_from_tag_bore_deg_results,dominant_wall_material_results,eps_r_multiplier_results
818,A,2.5,2,2.7,1.83333333333333,2.21428571428571,0.2,1,2.59622087114933,15.6477528101502,15.6477528101502,14.7589662405664,31.5574200603411,0.867309802547977,concrete,patch_ffd,concrete,20,9.46303501945525e-09,1.56652853317496,leading_edge,1,1,R,1,1,2,2.03907958837497,2.83702256799864,1.85956401177158,0.0518980187825332,0.0113306052046527,0.300065415176728,5.93999458457567e-08,1.83721677186341e-08,9.96108949416343e-09,0.0527178551966926,6.47470817120625e-09,1.86987381880264,87.1216567710111,8.66747757207025,0.959109059114123,3,129.364268499142,0.0556516930947103,0,,21,0,2,1,0,1,2.59622087114933,dielectric,0.00199926721002005,0.000648202885460572,0.324220235400186,0,A,1,15.6477528101502,15.6477528101502,concrete,0.867309802547977
819,A,2.5,2,2.7,1.38888888888889,1.78571428571429,0.2,1,2.74417314843315,24.3531382251121,24.3531382251121,30.2582143813478,26.2118385126656,0.848681918452554,glass,patch_ffd,glass,15,6.9727626459144e-09,4.53767615785347,leading_edge,1,1,R,1,1,2,1.24615135432673,0.567252762288369,0.724460475233035,0.00399738679932005,0.0262361155896175,0.420719716733749,1.12213854818668e-08,3.30374884138753e-09,4.48249027237354e-09,0.180412755449079,1.49416342412452e-09,1.65101256610921,102.911807215462,9.59907781162829,0.998598670317352,2,152.372614496334,0.220126358296283,0,,21,0,2,1,0,1,2.74417314843315,dielectric,0.00189147658580589,0.000614706468985298,0.324987617398073,0,A,1,24.3531382251121,24.3531382251121,glass,0.848681918452554
820,B,2.5,2,2.7,0.3,0.3,0.2,2,3.73898381916798,48.038517637999,48.038517637999,31.3584884961552,32.454221982639,1.19546313805299,concrete,patch_ffd,concrete,23,1.09571984435798e-08,3.18528933380566,leading_edge,1,1,R,1,1,2,0.527947607375406,-5.62906009059574,0.765385250504368,0.0117396140580474,0.0387671349634618,0.500128560090863,8.66772807536612e-09,2.80316343225768e-09,4.98054474708171e-09,0.250617080371034,3.48638132295721e-09,1.61095301153443,104.867384153548,9.66229379316882,0.999499913431955,2,159.328515282814,0.334431268456345,0,,12,0,2,1,0,1,3.73898381916798,dielectric,0.00138822190966677,0.000352020826255813,0.253576768818115,0,B,2,48.038517637999,48.038517637999,concrete,1.19546313805299
821,C,2.5,2,2.7,3.61111111111111,3.07142857142857,0.2,1,2.93811624768457,31.6919067778889,31.6919067778889,16.2165303300317,25.3301169231759,1.10049615330549,brick,patch_ffd,brick,36,1.7431906614786e-08,0.868817627417337,leading_edge,1,1,R,1,1,2,1.14893375068518,-0.0888338219431707,1.10952511835038,0.0381517779562385,0.011649337921171,0.315724334578588,3.46167466515377e-08,1.57254946020197e-08,1.7431906614786e-08,0.0530820715130394,6.47470817120625e-09,2.29273260173633,69.4250288618661,7.66405354907804,0.986144567784308,3,120.137404440272,0.0560577320548329,0,,11,1,2,0,0,1,2.93811624768457,dielectric,0,0.000475916916658839,475916916.658839,1,C,1,31.6919067778889,31.6919067778889,brick,1.10049615330549
822,A,2.5,2,2.7,0.384403792850907,3.55018396369382,0.2,2,3.62337103164955,46.3726440105353,46.3726440105353,38.8001693069618,35.8166656547181,0.805919303753473,glass,patch_ffd,glass,30,1.4443579766537e-08,1.09787994533549,leading_edge,1,1,R,1,1,2,1.56255858604142,2.71974180179052,1.85996086626765,0.00969555790688403,0.0151411125186326,0.362273867340012,6.14388991552264e-09,6.60670207713693e-09,9.96108949416342e-09,0.0632711747544048,5.97665369649808e-09,2.2678436622902,70.8388264429839,7.73541809435196,0.999751642818197,4,118.597869370723,0.067544814517495,0,,18,0,2,1,0,1,3.62337103164955,dielectric,0.00143251662949227,0.000490754574320167,0.34258211333582,0,A,2,46.3726440105353,46.3726440105353,glass,0.805919303753473
823,C,2.5,2,2.7,1.83333333333333,0.5,1.2,1,2.22361067735439,47.5785715817397,47.5785715817397,30.8413760518834,38.8698480211681,0.979769453886392,glass,patch_ffd,glass,11,4.98054474708171e-09,4.74648270801083,leading_edge,1,1,R,1,1,2,0.968359863143939,-0.902314690935295,0.369137587669879,0.0101576842129154,0.0256744224523974,0.406666902653312,8.35213701517992e-09,2.99365300481436e-09,4.48249027237354e-09,0.185640622717084,9.96108949416347e-10,1.64762393494869,110.428937741321,9.97845932648889,0.999385032892617,3,159.593846307135,0.227959090170323,0,,16,0,2,1,0,1,2.22361067735439,dielectric,0.00233428419395528,0.00072684702310207,0.311378976469219,0,C,1,47.5785715817397,47.5785715817397,glass,0.979769453886392
824,B,2.5,2,2.7,3.98032575522614,3.60145050051007,0.65,2,2.99307668581508,46.7711591769173,46.7711591769173,13.9550268730983,22.5944105496051,1.12571117479532,wood,patch_ffd,wood,17,7.96887159533074e-09,2.36034850894755,leading_edge,1,1,R,1,1,2,1.61659229194902,1.82718336129412,2.30067132781829,0.0066280345612667,0.0254768312333018,0.40340472385411,5.8454078938201e-08,1.38368346949408e-08,3.98443579766537e-09,0.189358519553825,1.99221789883269e-09,1.64223551777811,114.382775241458,10.0824326140981,0.958160245341151,3,160.937246219023,0.233590957434849,0,,18,0,2,1,0,1,2.99307668581508,dielectric,0.00173418184781491,0.000401788074807957,0.231687395018126,0,B,2,46.7711591769173,46.7711591769173,wood,1.12571117479532
825,A,2.5,2,2.7,2.46632962218489,0.348810746949511,1.2,2,2.23104451854544,47.752785181001,47.752785181001,12.3707666688717,27.588097806364,0.814425249467845,drywall,patch_ffd,drywall,11,4.98054474708171e-09,1.11374346210277,leading_edge,1,1,R,1,1,2,3.02755195931004,5.55766503512537,0.291412155423236,0.619802834953261,0.0181657782946734,0.450762053219084,9.72986440389567e-08,3.64914631972471e-08,1.49416342412451e-08,0.11928955779234,3.98443579766539e-09,1.64662199593991,57.6312302869045,6.8867659602264,0.883389218274395,3,91.9078120204537,0.135446966534562,0,,23,0,2,1,1,0,2.23104451854544,dielectric,0.00232650635812619,0.000440991341844176,0.189550886161927,0,A,2,47.752785181001,47.752785181001,drywall,0.814425249467845
826,C,2.5,2,2.7,4.57909963788222,1.69865990731117,0.2,2,3.26549554519734,40.0413286087544,40.0413286087544,21.5683822269494,35.1288564828072,0.884794230551593,glass,patch_ffd,glass,20,9.46303501945525e-09,0.9823416391412,leading_edge,1,1,R,1,1,2,2.88524571421198,7.46838788487256,1.04429673098579,0.024122239656442,0.0101444067491195,0.323785956607227,5.24444135504753e-08,2.18159843807315e-08,2.09182879377432e-08,0.055172025552617,6.97276264591443e-09,1.67412360001185,54.1985687007917,6.73062309813354,0.969458336142591,3,99.4726647155761,0.0583937256778265,0,,22,0,2,1,0,1,3.26549554519734,dielectric,0.00158951043901818,0.000553166617043249,0.348010685217602,0,C,2,40.0413286087544,40.0413286087544,glass,0.884794230551593
827,C,2.5,2,2.7,0.944444444444444,3.07142857142857,0.2,1,3.13332287996198,37.0723435277123,37.0723435277123,14.6220880706712,22.4025168906134,1.15714016766668,wood,patch_ffd,wood,17,7.96887159533074e-09,0.639689197026612,leading_edge,1,1,R,1,1,2,1.77744087475563,0.794717495415634,1.35274051582077,0.0284859614890048,0.0128388601746117,0.354865713992871,5.12772977982402e-08,1.42538331104876e-08,1.54396887159533e-08,0.0986668680752497,1.99221789883269e-09,1.68737406468122,59.7385196768572,7.24629697853084,0.970546703808077,3,104.807292347012,0.109467703538814,0,,15,0,2,1,0,1,3.13332287996198,dielectric,0.00165656060881971,0.00140964487505848,0.85094675531543,0,C,1,37.0723435277123,37.0723435277123,wood,1.15714016766668
828,B,2.5,2,2.7,0.944444444444444,0.928571428571429,0.2,1,3.13332287996198,37.0723435277123,37.0723435277123,22.0246898786533,24.626185652107,1.12161527550178,drywall,patch_ffd,drywall,21,9.96108949416342e-09,5.17886595220738,leading_edge,1,1,R,1,1,2,0.755384390283807,-3.35892172536128,1.87822583702656,0.127147947038875,0.0160888396693749,0.348354590307731,2.11881672874965e-08,3.79793483301492e-09,5.47859922178988e-09,0.135196253725528,9.96108949416347e-09,1.82907183921894,89.8160109631856,8.93051408271727,0.996146384809142,4,136.293380387336,0.156331716077719,0,,23,0,2,1,0,1,3.13332287996198,dielectric,0.00165656060881971,0.000644248004302764,0.388906992519753,0,B,1,37.0723435277123,37.0723435277123,drywall,1.12161527550178
829,A,2.5,2,2.7,1.83333333333333,3.5,0.2,1,2.99072640748773,33.2885231343062,33.2885231343062,32.0991695158877,26.0562882582972,0.873258712590317,brick,patch_ffd,brick,17,7.96887159533074e-09,1.26526298188256,leading_edge,1,1,R,1,1,2,2.15807939830017,0.653640961628092,1.05761288333118,0.0162875835174044,0.0176140511735943,0.3778155459831,1.0500535026008e-08,4.84457064605502e-09,1.4443579766537e-08,0.126471983942064,9.96108949416347e-10,1.66614796627837,75.0789050826415,8.02790187769877,0.999100728867751,2,126.850656925692,0.144782973891105,0,,22,0,2,1,0,1,2.99072640748773,dielectric,0.00173554466388609,0.000586295782769596,0.337816591511284,0,A,1,33.2885231343062,33.2885231343062,brick,0.873258712590317
830,A,2.5,2,2.7,1.33833530905203,0.323275691951475,1.2,2,2.53196944282431,53.6707730356955,53.6707730356955,16.6237769210358,20.5586293869721,1.06094904322273,wood,patch_ffd,wood,13,5.97665369649805e-09,2.83736672002553,leading_edge,1,1,R,1,1,2,0.733780327794139,-3.52908028661856,0.523011444417877,0.0124815069408649,0.0170515975410712,0.34475083665951,5.04612961699034e-08,1.08936642858202e-08,4.48249027237354e-09,0.142594499434509,4.98054474708173e-09,1.65036001049526,98.661203570815,9.28211703354519,0.971677184519415,2,147.48489071505,0.166309289292479,0,,22,0,2,1,0,1,2.53196944282431,dielectric,0.00205000075035215,0.000492895902501607,0.240436937604505,0,A,2,53.6707730356955,53.6707730356955,wood,1.06094904322273
831,B,2.5,2,2.7,3.1300179449856,0.349795296361635,1.2,2,2.31734722795572,49.6622703711951,49.6622703711951,19.2338070734034,33.8973935751282,0.848873358491008,concrete,patch_ffd,concrete,14,6.47470817120623e-09,1.73816389695814,leading_edge,1,1,R,1,1,2,2.05877224884386,4.33546734796296,1.92624454197081,0.00138427011717435,0.00860973238682202,0.309177823682494,4.94039305829974e-08,1.89407751466196e-08,1.69338521400778e-08,0.0535791578315584,5.97665369649808e-09,1.56019588614212,49.6034756636161,6.43412448013355,0.968476624893654,5,92.5904288532272,0.0566124026905385,0,,23,0,2,1,0,1,2.31734722795572,dielectric,0.00223986254413735,0.000676009321666055,0.301808395981911,0,B,2,49.6622703711951,49.6622703711951,concrete,0.848873358491008
832,C,2.5,2,2.7,3.16666666666667,3.5,0.2,1,2.99072640748773,33.2885231343062,33.2885231343062,33.8204388202747,21.8574942338437,1.10167105422953,glass,patch_ffd,glass,17,7.96887159533074e-09,4.80048762637814,leading_edge,1,1,R,1,1,2,0.518014935931571,-5.9605832391984,0.461068284715868,0.0104327924632983,0.0321832359263965,0.455134108095122,3.94770376827349e-09,2.35471149110508e-09,4.48249027237354e-09,0.21193729833139,1.49416342412452e-09,1.64166653342937,113.812123255533,10.2890389639509,0.999857963545211,1,159.714393798525,0.268934563052715,0,,16,0,2,1,0,1,2.99072640748773,dielectric,0.00173554466388609,0.000662906736330214,0.381958903233229,0,C,1,33.2885231343062,33.2885231343062,glass,1.10167105422953
833,A,2.5,2,2.7,2.27777777777778,2.64285714285714,1.2,1,1.64701184639693,24.3921485182582,24.3921485182582,31.1285312550565,30.9491127948547,1.01595311904895,drywall,patch_ffd,drywall,7,2.98832684824903e-09,2.40375368913948,leading_edge,1,1,R,1,1,2,0.649281017216434,-3.69865735536535,0.709300262601328,0.00240002208750001,0.0126897569684979,0.301282711843218,8.47998416452951e-09,4.69462894191666e-09,1.54396887159533e-08,0.110237941066861,9.96108949416347e-10,1.69282920075169,88.2648078162775,8.74511630222781,0.999548874235027,3,143.713642110682,0.123895978660903,0,,21,0,2,1,1,0,1.64701184639693,dielectric,0.00315148872123389,0.000539670650160689,0.171243084744214,0,A,1,24.3921485182582,24.3921485182582,drywall,1.01595311904895
834,B,2.5,2,2.7,0.3,2,0.2,2,3.33016516106934,41.3477772196937,41.3477772196937,17.6354200931067,25.3869194283113,1.11107609538254,wood,patch_ffd,wood,18,8.46692607003891e-09,3.85567137832778,leading_edge,1,1,R,1,1,2,1.18156514339717,-0.901289996024792,0.807144117314971,0.00136450402140176,0.0257267873474675,0.413272223678281,5.51393189015705e-08,1.23984177233979e-08,6.9727626459144e-09,0.191949731905896,9.96108949416347e-10,1.63781446029311,98.4093472489809,9.2792097558188,0.965544063692219,3,154.848227096883,0.237546770894137,0,,18,0,2,1,0,1,3.33016516106934,dielectric,0.00155864319233699,0.000351909820717351,0.225779589868613,0,B,2,41.3477772196937,41.3477772196937,wood,1.11107609538254
835,A,2.5,2,2.7,1.83333333333333,1.78571428571429,1.2,1,1.65540412340654,25.0250200534645,25.0250200534645,18.1226363354994,36.332810338584,0.973475815042161,wood,patch_ffd,wood,8,3.4863813229572e-09,4.03174342143114,leading_edge,1,1,R,1,1,2,3.44000309485865,8.86560632919038,4.99860872082443,0.11420391253905,0.0111331589223391,0.312553757305715,6.34700708516034e-08,1.59566721776799e-08,1.09571984435798e-08,0.0932979751408161,3.48638132295721e-09,1.71993253315441,71.6445504600944,7.84709933625375,0.959454571260704,3,117.155336310627,0.102898165640808,0,,21,0,2,1,1,0,1.65540412340654,dielectric,0.00313551185735679,0.00052006043010578,0.165861413946043,0,A,1,25.0250200534645,25.0250200534645,wood,0.973475815042161
836,B,2.5,2,2.7,4.7,0.3,1.2,2,3.15911379978626,61.6525837244447,61.6525837244447,32.7909684378515,26.1605880367771,1.16947212948224,brick,patch_ffd,brick,16,7.47081712062257e-09,1.42631724005191,leading_edge,1,1,R,1,1,2,1.62068970260361,2.21381146712717,1.14964015996106,0.000480092754522321,0.014022111757492,0.361554903438648,1.16392626102705e-08,1.32586091784953e-08,2.0420233463035e-08,0.081265722595044,5.97665369649808e-09,1.63807287727483,63.410233582098,7.46660069940833,0.999405584679782,2,110.27016568472,0.088454000894128,0,,15,0,2,1,0,1,3.15911379978626,dielectric,0.00164303649270555,0.000475271964800275,0.28926439973202,0,B,2,61.6525837244447,61.6525837244447,brick,1.16947212948224
837,A,2.5,2,2.7,0.44772323579706,2.62147526644799,0.2,2,3.29364105872117,40.6205025140476,40.6205025140476,35.9773669160263,30.7084456395756,0.804967236405761,glass,patch_ffd,glass,22,1.04591439688716e-08,1.90157977314147,leading_edge,1,1,R,1,1,2,1.89078332658383,0.236451692920348,1.34195468053398,0.000322507007198047,0.0114332121024961,0.31896619469664,5.1721232492586e-09,7.87590718099188e-09,1.14552529182879e-08,0.0584131426403171,2.49027237354087e-09,1.68730305715392,67.3763680509898,7.61657349291425,0.99983125121495,3,115.523958147707,0.0620369137310543,0,,21,0,2,1,0,1,3.29364105872117,dielectric,0.00157592742048033,0.000521245567397363,0.330754805470986,0,A,2,40.6205025140476,40.6205025140476,glass,0.804967236405761
838,B,2.5,2,2.7,2.72222222222222,1.35714285714286,1.2,1,1.64701184639693,24.3921485182582,24.3921485182582,18.33689506775,28.2658637119933,0.801611980138017,brick,patch_ffd,brick,7,2.98832684824903e-09,2.49774778582165,leading_edge,1,1,R,1,1,2,1.10942373199379,-0.771583111003692,0.297601609082361,0.0198588020906306,0.0146014197358288,0.36069838574455,2.78777839037021e-08,7.41249609878271e-09,1.4443579766537e-08,0.111035162010233,9.96108949416347e-10,1.66480951809226,64.5366439365237,7.40723302798218,0.991451859893847,3,115.371835679071,0.124903885131518,0,,21,0,2,1,1,0,1.64701184639693,dielectric,0.00315148872123389,0.00046618311763678,0.147924729825546,0,B,1,24.3921485182582,24.3921485182582,brick,0.801611980138017
839,B,2.5,2,2.7,4.68577876583721,3.2832702431472,0.2,2,3.56011394903758,45.3942332415509,45.3942332415509,11.5422625746114,27.7208052022032,0.929477507999137,brick,patch_ffd,brick,16,7.47081712062257e-09,2.74616294454192,leading_edge,1,1,R,1,1,2,1.41246261990647,0.036684162793671,1.43489512978895,0.0275580020772581,0.0130658189139213,0.408037238703262,7.34258326675657e-08,2.21335354704494e-08,1.29494163424125e-08,0.088681841330545,5.97665369649808e-09,1.71282745036763,56.916797427497,7.13236259226066,0.933885261911256,3,80.6733607736435,0.0973116144860128,0,,11,0,2,1,0,1,3.56011394903758,dielectric,0.00145796997847828,0.000437514653653541,0.30008481663675,0,B,2,45.3942332415509,45.3942332415509,brick,0.929477507999137
840,A,2.5,2,2.7,2.83047049655479,3.54204069695755,0.65,2,2.58642615594695,37.5708960939535,37.5708960939535,11.0013644204494,39.8025712458411,1.08061007225856,concrete,patch_ffd,concrete,14,6.47470817120623e-09,3.4426449171903,leading_edge,1,1,R,1,1,2,0.981256994800275,-1.72138842593858,0.549463838923774,0.00544099571560708,0.0246168444693405,0.437984446376274,5.82537140989585e-08,1.50855037490372e-08,1.49416342412451e-08,0.168169174302441,1.49416342412452e-09,1.64286055937423,84.1493125005331,8.43794823601069,0.960836475695455,4,131.919233745905,0.202167519052228,0,,23,0,2,1,0,1,2.58642615594695,dielectric,0.00200683837260305,0.000685615797268674,0.341639768617424,0,A,2,37.5708960939535,37.5708960939535,concrete,1.08061007225856
841,A,2.5,2,2.7,4.69077826316137,2.38347516892964,0.65,2,3.02474174162456,47.3324128166526,47.3324128166526,14.9123141416974,26.4647810047806,0.970763148934413,wood,patch_ffd,wood,13,5.97665369649805e-09,3.1454034539202,leading_edge,1,1,R,1,1,2,1.64662213904171,1.9829447841339,1.44403846811886,0.0191766931466875,0.00941494141452639,0.316203896097246,5.51228125067269e-08,1.46052430306249e-08,9.96108949416342e-09,0.0583537245066114,5.97665369649808e-09,1.74044644314692,59.2789630729081,7.15603265024372,0.963802159587496,3,96.8002107911012,0.0619698989156371,0,,20,0,2,1,0,1,3.02474174162456,dielectric,0.00171602725159298,0.000516412868740452,0.300935121083345,0,A,2,47.3324128166526,47.3324128166526,wood,0.970763148934413
842,B,2.5,2,2.7,1.38888888888889,1.35714285714286,1.2,1,1.97429309054077,40.5564608035993,40.5564608035993,27.3018675983884,38.3574301050663,1.12422609067178,brick,patch_ffd,brick,9,3.98443579766537e-09,7.92939492097486,leading_edge,1,1,R,1,1,2,0.872988002155134,-2.01701643459579,0.640212250286305,0.000759337475761512,0.017502637777844,0.344322299546195,1.27747832819245e-08,3.60669139173565e-09,4.98054474708171e-09,0.137495753790094,9.96108949416347e-10,1.67650309426074,100.096972672166,9.46187607132913,0.998456648509404,3,151.763145570043,0.159414581892542,0,,21,0,2,1,0,1,1.97429309054077,dielectric,0.00262906216028788,0.000542346623558648,0.206289007445629,0,B,1,40.5564608035993,40.5564608035993,brick,1.12422609067178
843,B,2.5,2,2.7,4.5,2.64285714285714,1.2,1,2.58133014279895,54.472350511533,54.472350511533,10.3798135781672,20.6666023863421,0.984212592459064,glass,patch_ffd,glass,12,5.47859922178988e-09,6.77573985538917,leading_edge,1,1,R,1,1,2,0.624979985800893,-5.66453648431656,0.728408263099837,0.0268292973083756,0.0126608157638139,0.301066389490711,6.20745684367301e-08,1.58181081299808e-08,4.98054474708171e-09,0.105799009546014,5.47859922178991e-09,1.73204294726237,98.224607910914,9.22305134555469,0.955734754112601,3,143.592003469294,0.118316810958015,0,,19,0,2,1,0,1,2.58133014279895,dielectric,0.00201080023496352,0.00064522500893124,0.320879716300086,0,B,1,54.472350511533,54.472350511533,glass,0.984212592459064
844,B,2.5,2,2.7,3.2536194311287,0.36781613288408,0.65,2,2.7266217968483,41.2494520470158,41.2494520470158,14.0730633750942,34.2457223783429,1.07224919239363,drywall,patch_ffd,drywall,17,7.96887159533074e-09,0.623982354425238,leading_edge,1,1,R,1,1,2,3.70346210136392,6.91890264218674,3.79562334101714,0.0242462872663074,0.00931783911295235,0.438728121725118,1.08478527945964e-07,4.62580200085131e-08,1.64357976653696e-08,0.0689548356158984,7.96887159533077e-09,1.609115705059,35.9209201572808,5.58219806352507,0.863809213870311,13,49.7642400561919,0.0740617515171919,0,,24,0,2,1,0,1,2.7266217968483,dielectric,0.00190365208099572,0.000571388481575242,0.300153839706032,0,B,2,41.2494520470158,41.2494520470158,drywall,1.07224919239363
845,B,2.5,2,2.7,4.56026179847485,0.624157717081638,1.2,2,2.89613892376054,58.8064338616253,58.8064338616253,13.0442941336829,34.7922645079519,0.804277180304606,concrete,patch_ffd,concrete,13,5.97665369649805e-09,1.10919907212455,leading_edge,1,1,R,1,1,2,1.56186601319037,1.59256602920032,1.04945577383947,0.00200183887379013,0.0102287383244764,0.352066312121625,6.46397769701859e-08,2.55740526749791e-08,2.24124513618677e-08,0.0624220791386709,5.47859922178991e-09,1.71374842577769,49.9671251105785,6.61142788146353,0.953634442900862,2,84.8332764918196,0.0665780174103559,0,,18,0,2,1,0,1,2.89613892376054,dielectric,0.00179222730480028,0.000523692439621269,0.292202020479555,0,B,2,58.8064338616253,58.8064338616253,concrete,0.804277180304606
846,C,2.5,2,2.7,2.5,0.3,0.2,2,3.02324329156619,34.2157021324374,34.2157021324374,15.064560118389,29.6510332592953,0.832914144435572,wood,patch_ffd,wood,19,8.96498054474708e-09,1.02966108235065,leading_edge,1,1,R,1,1,2,1.13206254603673,0.468349816569716,1.11214382826002,0.00075881181767179,0.0220532315113523,0.399458222615831,6.21310679296088e-08,1.54762452175202e-08,1.19533073929961e-08,0.161794531303444,9.96108949416347e-10,1.65021098010615,97.7469757596864,9.24859628901003,0.956262368718508,3,142.0766213197,0.193024905403017,0,,14,1,2,0,0,1,3.02324329156619,dielectric,0,0.000271142417866602,271142417.866602,1,C,2,34.2157021324374,34.2157021324374,wood,0.832914144435572
847,A,2.5,2,2.7,4.67163161968985,3.48642766397497,1.2,2,3.02910070678854,60.3172928805297,60.3172928805297,35.4711112700626,34.7783073050959,0.866299027150692,concrete,patch_ffd,concrete,14,6.47470817120623e-09,4.06132056454125,leading_edge,1,1,R,1,1,2,1.06608446101597,-0.722080235311226,1.09447101228655,0.00110791149123346,0.0135476276756751,0.359224534085554,1.41937327855547e-08,5.59767524993143e-09,1.4443579766537e-08,0.0961456606304728,6.47470817120625e-09,1.74661171084841,60.71385955239,7.23085205239038,0.999147399139834,3,107.925578915171,0.106372959051718,0,,19,0,2,1,0,1,3.02910070678854,dielectric,0.00171355783781832,0.000555491800551707,0.324174526410472,0,A,2,60.3172928805297,60.3172928805297,concrete,0.866299027150692
848,A,2.5,2,2.7,4.63806725262471,1.49590437527942,1.2,2,2.6599706719452,55.6729503287425,55.6729503287425,25.5344406048755,21.545080158971,1.11844784741387,drywall,patch_ffd,drywall,16,7.47081712062257e-09,1.06193411674541,leading_edge,1,1,R,1,1,2,1.19612128774288,-0.988818899212841,0.317818305164389,0.198984202398717,0.0116675551762921,0.413118484147419,1.6970601407016e-08,7.66270427005862e-09,2.0420233463035e-08,0.0673812688069923,4.98054474708173e-09,1.62842369992929,40.3212467552273,5.94670218401198,0.996983053938498,5,70.2787007331949,0.0722495340843069,0,,21,0,2,1,0,1,2.6599706719452,dielectric,0.00195135206278901,0.000497166140592829,0.254780339270118,0,A,2,55.6729503287425,55.6729503287425,drywall,1.11844784741387
849,B,2.5,2,2.7,1.49001449492028,0.524186817435216,0.2,2,3.07377540986701,35.5772307074663,35.5772307074663,20.6170693622727,36.566089651527,1.01428899559909,glass,patch_ffd,glass,18,8.46692607003891e-09,3.49824534078548,leading_edge,1,1,R,1,1,2,1.108598592953,-0.216559610242308,0.908126159839986,0.00694959725644007,0.0211667683823246,0.395943760751297,3.25236205621069e-08,6.17523704367066e-09,7.47081712062257e-09,0.149137761245659,4.98054474708173e-09,1.65060001350969,90.6922167731342,8.95358052549016,0.989774732428713,3,138.79718709097,0.1752783875613,0,,23,0,2,1,0,1,3.07377540986701,dielectric,0.0016886527366302,0.000621565033959787,0.368083395997779,0,B,2,35.5772307074663,35.5772307074663,glass,1.01428899559909
850,A,2.5,2,2.7,2.27777777777778,2.21428571428571,1.2,1,1.53143758716976,11.6294274355011,11.6294274355011,30.064455053642,21.2161036028667,1.18569257830609,glass,patch_ffd,glass,7,2.98832684824903e-09,1.44118522739351,leading_edge,1,1,R,1,1,2,3.26740555325477,4.06336354853892,1.36074474984301,0.0174162253079591,0.0102091423440764,0.386891016183442,1.50877874517333e-08,1.01627075977042e-08,1.84280155642023e-08,0.0741335366659764,1.49416342412452e-09,1.65645404571495,37.3573849786539,5.74223979125454,0.998209307290541,4,70.1140547177693,0.0800693616215704,0,,21,0,2,1,1,0,1.53143758716976,dielectric,0.00338932471107174,0.000651149146132115,0.192117664030548,0,A,1,11.6294274355011,11.6294274355011,glass,1.18569257830609
851,C,2.5,2,2.7,0.739985178806984,0.42340881814993,1.2,2,2.79880187321405,57.5920721334553,57.5920721334553,15.398455178621,34.188729280263,0.894139155813168,glass,patch_ffd,glass,16,7.47081712062257e-09,5.34896692219462,leading_edge,1,1,R,1,1,2,0.729743998125883,-5.97447870974255,0.283907633140615,0.242514706724528,0.0118358241988567,0.322830232056744,3.47942410075657e-08,6.95418161548387e-09,6.9727626459144e-09,0.100379476263548,7.4708171206226e-09,1.63511245238146,79.5931158621925,8.47187983243215,0.988370058367063,2,116.746326447548,0.111579797942621,0,,15,0,2,1,0,1,2.79880187321405,dielectric,0.00185455759027983,0.000631556128330841,0.340542742722562,0,C,2,57.5920721334553,57.5920721334553,glass,0.894139155813168
852,C,2.5,2,2.7,1.70883385170419,0.354436792323742,0.2,2,3.09577488598041,36.1425348046522,36.1425348046522,28.5947464609834,23.5312074335873,0.861847915653448,drywall,patch_ffd,drywall,20,9.46303501945525e-09,2.47368972418627,leading_edge,1,1,R,1,1,2,1.09694795175946,0.449673485862298,0.850969914614352,0.000905876395580374,0.0229993262308399,0.383370595961189,8.79365260052977e-09,2.7734147884584e-09,4.98054474708171e-09,0.165334956010968,1.49416342412452e-09,1.6670118624782,112.831963570633,10.2200932475133,0.999083798494239,2,160.868357709625,0.198085396293583,0,,17,1,2,0,0,1,3.09577488598041,dielectric,0,0.000329085029305435,329085029.305435,1,C,2,36.1425348046522,36.1425348046522,drywall,0.861847915653448
