stage,variant,scope,cv_scheme,feature_set,n,n_pos,AUC,PR_AUC,CIR_only_12_Recall_at_FPR_1pct,CIR_only_12_Recall_at_FPR_5pct,CIR_only_12_Recall_at_FPR_10pct,CIR_only_12_LoS_FPR_at_NLoS_recall_80pct,CIR_only_12_LoS_FPR_at_NLoS_recall_90pct,CIR_only_12_LoS_FPR_at_NLoS_recall_95pct,CP6_canonical_Recall_at_FPR_1pct,CP6_canonical_Recall_at_FPR_5pct,CP6_canonical_Recall_at_FPR_10pct,CP6_canonical_LoS_FPR_at_NLoS_recall_80pct,CP6_canonical_LoS_FPR_at_NLoS_recall_90pct,CP6_canonical_LoS_FPR_at_NLoS_recall_95pct,Joint_CIR_plus_CP6_Recall_at_FPR_1pct,Joint_CIR_plus_CP6_Recall_at_FPR_5pct,Joint_CIR_plus_CP6_Recall_at_FPR_10pct,Joint_CIR_plus_CP6_LoS_FPR_at_NLoS_recall_80pct,Joint_CIR_plus_CP6_LoS_FPR_at_NLoS_recall_90pct,Joint_CIR_plus_CP6_LoS_FPR_at_NLoS_recall_95pct,status,CP_all_RH_LH_16_Recall_at_FPR_1pct,CP_all_RH_LH_16_Recall_at_FPR_5pct,CP_all_RH_LH_16_Recall_at_FPR_10pct,CP_all_RH_LH_16_LoS_FPR_at_NLoS_recall_80pct,CP_all_RH_LH_16_LoS_FPR_at_NLoS_recall_90pct,CP_all_RH_LH_16_LoS_FPR_at_NLoS_recall_95pct,CP_pruned_6_Recall_at_FPR_1pct,CP_pruned_6_Recall_at_FPR_5pct,CP_pruned_6_Recall_at_FPR_10pct,CP_pruned_6_LoS_FPR_at_NLoS_recall_80pct,CP_pruned_6_LoS_FPR_at_NLoS_recall_90pct,CP_pruned_6_LoS_FPR_at_NLoS_recall_95pct,CP_low_overlap_4_Recall_at_FPR_1pct,CP_low_overlap_4_Recall_at_FPR_5pct,CP_low_overlap_4_Recall_at_FPR_10pct,CP_low_overlap_4_LoS_FPR_at_NLoS_recall_80pct,CP_low_overlap_4_LoS_FPR_at_NLoS_recall_90pct,CP_low_overlap_4_LoS_FPR_at_NLoS_recall_95pct,Joint_CIR_plus_CP_all_Recall_at_FPR_1pct,Joint_CIR_plus_CP_all_Recall_at_FPR_5pct,Joint_CIR_plus_CP_all_Recall_at_FPR_10pct,Joint_CIR_plus_CP_all_LoS_FPR_at_NLoS_recall_80pct,Joint_CIR_plus_CP_all_LoS_FPR_at_NLoS_recall_90pct,Joint_CIR_plus_CP_all_LoS_FPR_at_NLoS_recall_95pct,Joint_CIR_plus_CP_pruned_Recall_at_FPR_1pct,Joint_CIR_plus_CP_pruned_Recall_at_FPR_5pct,Joint_CIR_plus_CP_pruned_Recall_at_FPR_10pct,Joint_CIR_plus_CP_pruned_LoS_FPR_at_NLoS_recall_80pct,Joint_CIR_plus_CP_pruned_LoS_FPR_at_NLoS_recall_90pct,Joint_CIR_plus_CP_pruned_LoS_FPR_at_NLoS_recall_95pct,Joint_CIR_plus_CP_low_overlap_Recall_at_FPR_1pct,Joint_CIR_plus_CP_low_overlap_Recall_at_FPR_5pct,Joint_CIR_plus_CP_low_overlap_Recall_at_FPR_10pct,Joint_CIR_plus_CP_low_overlap_LoS_FPR_at_NLoS_recall_80pct,Joint_CIR_plus_CP_low_overlap_LoS_FPR_at_NLoS_recall_90pct,Joint_CIR_plus_CP_low_overlap_LoS_FPR_at_NLoS_recall_95pct,AUC_CIR,AUC_CP,AUC_Joint,Delta_AUC,CP_save,CP_harm,Net_recovery,Recovery_given_CIR_fail,Harm_given_CIR_correct,Delta_AUC_boot_CI_low,Delta_AUC_boot_CI_high,Net_recovery_CI_low,Net_recovery_CI_high
stage2,new_theta0_posz_cp16,ALL,room_label_stratified5,Joint_CIR_plus_CP_all,900.0,437.0,0.7147594782806391,0.7194083602026811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17391304347826086,0.2654462242562929,0.3340961098398169,0.5140388768898488,0.6479481641468683,0.7796976241900648,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,leave_one_room_out,CIR_only_12,900.0,437.0,0.617942875782752,0.5966970445059161,0.029748283752860413,0.12128146453089245,0.18993135011441648,0.6587473002159827,0.7775377969762419,0.8444924406047516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,leave_one_room_out,CP6_canonical,900.0,437.0,0.6504045351429094,0.6670847614481764,,,,,,,0.06864988558352403,0.2242562929061785,0.2768878718535469,0.673866090712743,0.8142548596112311,0.9049676025917927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,leave_one_room_out,Joint_CIR_plus_CP6,900.0,437.0,0.6963688213867376,0.6899515056467487,,,,,,,,,,,,,0.08695652173913043,0.22654462242562928,0.2906178489702517,0.5572354211663066,0.7062634989200864,0.8228941684665226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,leave_one_room_out,CP_all_RH_LH_16,900.0,437.0,0.6741725192877018,0.682005173453615,,,,,,,,,,,,,,,,,,,,0.08924485125858124,0.2288329519450801,0.33867276887871856,0.6177105831533477,0.7624190064794817,0.8596112311015118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,leave_one_room_out,CP_pruned_6,900.0,437.0,0.6437817240067019,0.6360622442446453,,,,,,,,,,,,,,,,,,,,,,,,,,0.043478260869565216,0.16018306636155608,0.2929061784897025,0.67170626349892,0.8704103671706264,0.9352051835853131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,leave_one_room_out,CP_low_overlap_4,900.0,437.0,0.6266414933944873,0.625516598958595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034324942791762014,0.17848970251716248,0.2723112128146453,0.6889848812095032,0.8660907127429806,0.9330453563714903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,leave_one_room_out,Joint_CIR_plus_CP_all,900.0,437.0,0.7092338791386392,0.6950840054690391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08009153318077804,0.2311212814645309,0.32723112128146453,0.509719222462203,0.6436285097192225,0.796976241900648,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,paired_primary_joint_cp16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.637885445136929,0.6831231991143225,0.7210560912564066,0.08317064611947755,0.15888888888888889,0.11333333333333333,0.04555555555555556,0.3972222222222222,0.18888888888888888,0.055498045282235606,0.11075317178287068,0.011083333333333324,0.07777777777777777
stage2,new_theta0_posz_cp16,ALL,room_label_stratified5,paired_primary_joint_cp16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6396399958483869,0.6832022774562474,0.7147594782806391,0.0751194824322522,0.14333333333333334,0.10444444444444445,0.03888888888888889,0.3543956043956044,0.17537313432835822,0.047336295476224616,0.1039159842041013,0.005555555555555564,0.07111111111111111
stage2,new_theta0_posz_cp16,ALL,leave_one_room_out,paired_primary_joint_cp16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.617942875782752,0.6741725192877018,0.7092338791386392,0.09129100335588725,0.16444444444444445,0.10666666666666667,0.057777777777777775,0.39466666666666667,0.18285714285714286,0.06301444168219414,0.12093648526424526,0.02333333333333333,0.08783333333333329
