stage,variant,scope,cv_scheme,feature_set,n,n_pos,AUC,PR_AUC,CIR_only_12_Recall_at_FPR_1pct,CIR_only_12_Recall_at_FPR_5pct,CIR_only_12_Recall_at_FPR_10pct,CIR_only_12_LoS_FPR_at_NLoS_recall_80pct,CIR_only_12_LoS_FPR_at_NLoS_recall_90pct,CIR_only_12_LoS_FPR_at_NLoS_recall_95pct,CP6_canonical_Recall_at_FPR_1pct,CP6_canonical_Recall_at_FPR_5pct,CP6_canonical_Recall_at_FPR_10pct,CP6_canonical_LoS_FPR_at_NLoS_recall_80pct,CP6_canonical_LoS_FPR_at_NLoS_recall_90pct,CP6_canonical_LoS_FPR_at_NLoS_recall_95pct,Joint_CIR_plus_CP6_Recall_at_FPR_1pct,Joint_CIR_plus_CP6_Recall_at_FPR_5pct,Joint_CIR_plus_CP6_Recall_at_FPR_10pct,Joint_CIR_plus_CP6_LoS_FPR_at_NLoS_recall_80pct,Joint_CIR_plus_CP6_LoS_FPR_at_NLoS_recall_90pct,Joint_CIR_plus_CP6_LoS_FPR_at_NLoS_recall_95pct,status,CP_all_RH_LH_16_Recall_at_FPR_1pct,CP_all_RH_LH_16_Recall_at_FPR_5pct,CP_all_RH_LH_16_Recall_at_FPR_10pct,CP_all_RH_LH_16_LoS_FPR_at_NLoS_recall_80pct,CP_all_RH_LH_16_LoS_FPR_at_NLoS_recall_90pct,CP_all_RH_LH_16_LoS_FPR_at_NLoS_recall_95pct,CP_pruned_6_Recall_at_FPR_1pct,CP_pruned_6_Recall_at_FPR_5pct,CP_pruned_6_Recall_at_FPR_10pct,CP_pruned_6_LoS_FPR_at_NLoS_recall_80pct,CP_pruned_6_LoS_FPR_at_NLoS_recall_90pct,CP_pruned_6_LoS_FPR_at_NLoS_recall_95pct,CP_low_overlap_4_Recall_at_FPR_1pct,CP_low_overlap_4_Recall_at_FPR_5pct,CP_low_overlap_4_Recall_at_FPR_10pct,CP_low_overlap_4_LoS_FPR_at_NLoS_recall_80pct,CP_low_overlap_4_LoS_FPR_at_NLoS_recall_90pct,CP_low_overlap_4_LoS_FPR_at_NLoS_recall_95pct,Joint_CIR_plus_CP_all_Recall_at_FPR_1pct,Joint_CIR_plus_CP_all_Recall_at_FPR_5pct,Joint_CIR_plus_CP_all_Recall_at_FPR_10pct,Joint_CIR_plus_CP_all_LoS_FPR_at_NLoS_recall_80pct,Joint_CIR_plus_CP_all_LoS_FPR_at_NLoS_recall_90pct,Joint_CIR_plus_CP_all_LoS_FPR_at_NLoS_recall_95pct,Joint_CIR_plus_CP_pruned_Recall_at_FPR_1pct,Joint_CIR_plus_CP_pruned_Recall_at_FPR_5pct,Joint_CIR_plus_CP_pruned_Recall_at_FPR_10pct,Joint_CIR_plus_CP_pruned_LoS_FPR_at_NLoS_recall_80pct,Joint_CIR_plus_CP_pruned_LoS_FPR_at_NLoS_recall_90pct,Joint_CIR_plus_CP_pruned_LoS_FPR_at_NLoS_recall_95pct,Joint_CIR_plus_CP_low_overlap_Recall_at_FPR_1pct,Joint_CIR_plus_CP_low_overlap_Recall_at_FPR_5pct,Joint_CIR_plus_CP_low_overlap_Recall_at_FPR_10pct,Joint_CIR_plus_CP_low_overlap_LoS_FPR_at_NLoS_recall_80pct,Joint_CIR_plus_CP_low_overlap_LoS_FPR_at_NLoS_recall_90pct,Joint_CIR_plus_CP_low_overlap_LoS_FPR_at_NLoS_recall_95pct,AUC_CIR,AUC_CP,AUC_Joint,Delta_AUC,CP_save,CP_harm,Net_recovery,Recovery_given_CIR_fail,Harm_given_CIR_correct,Delta_AUC_boot_CI_low,Delta_AUC_boot_CI_high,Net_recovery_CI_low,Net_recovery_CI_high
stage2,old_local_negx,ALL,fit_all,CP6_canonical,900.0,437.0,0.7126540174268896,0.709579163693234,,,,,,,0.11899313501144165,0.2379862700228833,0.30892448512585813,0.509719222462203,0.7192224622030238,0.816414686825054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,fit_all,Joint_CIR_plus_CP6,900.0,437.0,0.7387399854693547,0.7242668787518134,,,,,,,,,,,,,0.10068649885583524,0.2471395881006865,0.3135011441647597,0.4470842332613391,0.6479481641468683,0.7667386609071274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,fit_all,CP_all_RH_LH_16,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,fit_all,CP_pruned_6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,fit_all,CP_low_overlap_4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,fit_all,Joint_CIR_plus_CP_all,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,stratified5,CIR_only_12,900.0,437.0,0.6258902491462011,0.5824885067729915,0.016018306636155607,0.08009153318077804,0.15789473684210525,0.6349892008639308,0.7710583153347732,0.8552915766738661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,stratified5,CP6_canonical,900.0,437.0,0.7032041555668682,0.6992930592560298,,,,,,,0.11441647597254005,0.2288329519450801,0.2837528604118993,0.5269978401727862,0.714902807775378,0.8423326133909287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,stratified5,Joint_CIR_plus_CP6,900.0,437.0,0.7181104230197053,0.7028972756310621,,,,,,,,,,,,,0.09610983981693363,0.2151029748283753,0.28832951945080093,0.4816414686825054,0.6868250539956804,0.7991360691144709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,stratified5,CP_all_RH_LH_16,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,stratified5,CP_pruned_6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,stratified5,CP_low_overlap_4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,stratified5,Joint_CIR_plus_CP_all,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,room_label_stratified5,CIR_only_12,900.0,437.0,0.6187781407693335,0.5726756353175768,0.02517162471395881,0.07322654462242563,0.12128146453089245,0.6565874730021598,0.7710583153347732,0.857451403887689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,room_label_stratified5,CP6_canonical,900.0,437.0,0.7058779920032027,0.7029200883700808,,,,,,,0.11212814645308924,0.2288329519450801,0.28604118993135014,0.5118790496760259,0.7105831533477321,0.8617710583153347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,room_label_stratified5,Joint_CIR_plus_CP6,900.0,437.0,0.7184811027474782,0.7015869645012857,,,,,,,,,,,,,0.08466819221967964,0.22654462242562928,0.28832951945080093,0.4708423326133909,0.6976241900647948,0.7904967602591793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,room_label_stratified5,CP_all_RH_LH_16,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,room_label_stratified5,CP_pruned_6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,room_label_stratified5,CP_low_overlap_4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,room_label_stratified5,Joint_CIR_plus_CP_all,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,leave_one_room_out,CIR_only_12,900.0,437.0,0.590216032145346,0.5553039833167117,0.016018306636155607,0.06407322654462243,0.13272311212814644,0.6760259179265659,0.816414686825054,0.896328293736501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,leave_one_room_out,CP6_canonical,900.0,437.0,0.7039603422115247,0.6952248774165221,,,,,,,0.07551487414187644,0.2311212814645309,0.2700228832951945,0.5356371490280778,0.7321814254859611,0.8401727861771058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,leave_one_room_out,Joint_CIR_plus_CP6,900.0,437.0,0.6977378651813118,0.6765803936394472,,,,,,,,,,,,,0.07322654462242563,0.18077803203661327,0.2814645308924485,0.5421166306695464,0.7300215982721382,0.8272138228941684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,leave_one_room_out,CP_all_RH_LH_16,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,leave_one_room_out,CP_pruned_6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,leave_one_room_out,CP_low_overlap_4,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,old_local_negx,ALL,leave_one_room_out,Joint_CIR_plus_CP_all,0.0,0.0,,,,,,,,,,,,,,,,,,,,,missing_or_nonfinite_features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,fit_all,CIR_only_12,900.0,437.0,0.6626567357448933,0.641353871799498,0.04805491990846682,0.15102974828375287,0.2288329519450801,0.5896328293736501,0.7365010799136069,0.8142548596112311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,fit_all,CP6_canonical,900.0,437.0,0.6680439477885247,0.7004838242743313,,,,,,,0.17162471395881007,0.2585812356979405,0.3180778032036613,0.6457883369330454,0.7991360691144709,0.8855291576673866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,fit_all,Joint_CIR_plus_CP6,900.0,437.0,0.7269573125225497,0.7315601851718818,,,,,,,,,,,,,0.15560640732265446,0.2700228832951945,0.32494279176201374,0.5399568034557235,0.6414686825053996,0.755939524838013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,fit_all,CP_all_RH_LH_16,900.0,437.0,0.6965022660887358,0.7246284512727161,,,,,,,,,,,,,,,,,,,,0.2128146453089245,0.30434782608695654,0.37528604118993136,0.572354211663067,0.7516198704103672,0.8336933045356372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,fit_all,CP_pruned_6,900.0,437.0,0.6790160677305999,0.7107100710703924,,,,,,,,,,,,,,,,,,,,,,,,,,0.15560640732265446,0.2723112128146453,0.36384439359267734,0.6609071274298056,0.8012958963282938,0.8941684665226782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,fit_all,CP_low_overlap_4,900.0,437.0,0.6721807335504693,0.7076456093466166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14645308924485126,0.2974828375286041,0.36613272311212813,0.6587473002159827,0.838012958963283,0.9049676025917927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,fit_all,Joint_CIR_plus_CP_all,900.0,437.0,0.744581897979054,0.7467243217519172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19221967963386727,0.2745995423340961,0.37528604118993136,0.4535637149028078,0.6069114470842333,0.6889848812095032,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CIR_only_12,900.0,437.0,0.637885445136929,0.6104695924278486,0.043478260869565216,0.12585812356979406,0.16933638443935928,0.6198704103671706,0.7580993520518359,0.8488120950323974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP6_canonical,900.0,437.0,0.6596517587517483,0.6893423922932045,,,,,,,0.17162471395881007,0.2540045766590389,0.2929061784897025,0.6501079913606912,0.8272138228941684,0.9092872570194385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,Joint_CIR_plus_CP6,900.0,437.0,0.6991266785613672,0.7027418297480762,,,,,,,,,,,,,0.14187643020594964,0.2425629290617849,0.30205949656750575,0.5745140388768899,0.693304535637149,0.7926565874730022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP_all_RH_LH_16,900.0,437.0,0.6831231991143225,0.71421486637133,,,,,,,,,,,,,,,,,,,,0.2036613272311213,0.2791762013729977,0.35469107551487417,0.6112311015118791,0.7667386609071274,0.8682505399568035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP_pruned_6,900.0,437.0,0.67138006533848,0.7049927326221248,,,,,,,,,,,,,,,,,,,,,,,,,,0.16018306636155608,0.2585812356979405,0.35697940503432496,0.6479481641468683,0.8142548596112311,0.8920086393088553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,CP_low_overlap_4,900.0,437.0,0.6671592588382402,0.7046303382291155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13043478260869565,0.28832951945080093,0.3684210526315789,0.673866090712743,0.8509719222462203,0.91792656587473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,stratified5,Joint_CIR_plus_CP_all,900.0,437.0,0.7210560912564066,0.7238779181670315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17848970251716248,0.2562929061784897,0.32265446224256294,0.490280777537797,0.6414686825053996,0.7926565874730022,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,room_label_stratified5,CIR_only_12,900.0,437.0,0.6396399958483869,0.6156630642711122,0.04805491990846682,0.13501144164759726,0.18077803203661327,0.6306695464362851,0.7408207343412527,0.816414686825054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,room_label_stratified5,CP6_canonical,900.0,437.0,0.659888993777523,0.6823662668738701,,,,,,,0.16933638443935928,0.2379862700228833,0.30434782608695654,0.6630669546436285,0.8142548596112311,0.9092872570194385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,room_label_stratified5,Joint_CIR_plus_CP6,900.0,437.0,0.701202485036895,0.7060385732393256,,,,,,,,,,,,,0.13729977116704806,0.26773455377574373,0.3157894736842105,0.5701943844492441,0.6954643628509719,0.8012958963282938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,room_label_stratified5,CP_all_RH_LH_16,900.0,437.0,0.6832022774562474,0.713771125537578,,,,,,,,,,,,,,,,,,,,0.20137299771167047,0.2768878718535469,0.3501144164759725,0.6306695464362851,0.7667386609071274,0.8401727861771058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,room_label_stratified5,CP_pruned_6,900.0,437.0,0.6721906183432098,0.7067440643608655,,,,,,,,,,,,,,,,,,,,,,,,,,0.15102974828375287,0.2745995423340961,0.3684210526315789,0.693304535637149,0.8293736501079914,0.8833693304535637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stage2,new_theta0_posz_cp16,ALL,room_label_stratified5,CP_low_overlap_4,900.0,437.0,0.6682960100034103,0.7057315472175079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14645308924485126,0.2929061784897025,0.37299771167048057,0.6673866090712743,0.857451403887689,0.9049676025917927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
