case_id,room_type_cases,anchor_x,anchor_y,anchor_z,tag_x,tag_y,tag_z,grid_layer_cases,los_distance_m,los_angle_from_anchor_bore_deg_cases,los_angle_from_tag_bore_deg_cases,snr_db,xpol_coupling_db,eps_r_multiplier_cases,dominant_wall_material_cases,antenna_type,material_name,idx_fp,t_fp_s,fp_peak_val,fp_method,primary_tx_port,primary_rx_port,tx_handedness,gamma_cp_same_tx_port,gamma_cp_same_rx_port,gamma_cp_reversed_rx_port,gamma_cp_1_freq_avg,gamma_cp_2_freq_db,gamma_cp_3_fp_only,gamma_cp_6_phase_circvar,a_fp_2_peak_to_total,a_fp_6_fp_to_2nd_peak,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,xpr_fp_db,xpr_late_db,xpr_all_db,s3_fp,s3_late,s3_all,delta_tau_l_given_r_s,delta_p_l_given_r_db,f_r_fp,f_l_fp,delta_f_l_minus_r_fp,lambda_l_late_fraction,gamma_anchor_linear,gamma_delay_linear,cp_phase_slope_delay_s,cp_phase_residual_circvar,failed,error_msg,num_paths,bounce_count_min,bounce_count_max,has_los_path,is_los,is_nlos,tx_rx_dist_m,material_kind,los_strength_mid,max_bounce_strength_mid,bounce_to_los_ratio_mid,dominant_bounce_count,room_type_results,grid_layer_results,los_angle_from_anchor_bore_deg_results,los_angle_from_tag_bore_deg_results,dominant_wall_material_results,eps_r_multiplier_results
134,B,2.5,2,2.7,4.4258337865407,3.55423236710839,1.2,2,2.89386834951921,58.7792110301198,58.7792110301198,22.6260447993838,23.2321903728718,0.974037945898054,glass,patch_ffd,glass,16,7.47081712062257e-09,4.04149700567286,leading_edge,1,1,R,1,1,2,2.59005452828091,5.83019606956175,2.21443976895362,0.013094885575071,0.0157999888734389,0.357017590278526,2.17158654883098e-08,4.70916583138841e-09,6.47470817120623e-09,0.110165888585438,1.49416342412452e-09,1.67942652791284,88.2525500435216,8.99134515415519,0.995031846607852,2,127.429701875785,0.123804973502655,-6.62301237826546,-2.60334663477117,-3.27792245483192,-0.642548607974919,-0.291057595849867,-0.360434136560919,0,-6.90527744615678,0.110165888585437,0.237988588983945,0.127822700398508,0.517881567607325,4.59516634882659,14.7003620989396,-1.00710301044043e-09,0.278088086635906,0,,16,0,2,1,0,1,2.89386834951921,dielectric,0.00179363351429615,0.000579197448149369,0.322918502321059,0,B,2,58.7792110301198,58.7792110301198,glass,0.974037945898054
135,A,2.5,2,2.7,1.83333333333333,0.5,0.2,1,2.99072640748773,33.2885231343062,33.2885231343062,13.840419246761,32.0979331246838,1.12772281552786,wood,patch_ffd,wood,16,7.47081712062257e-09,1.57826103322441,leading_edge,1,1,R,1,1,2,7.10141220582984,13.1187886590639,6.80751407747832,0.0122255643462881,0.00958992542840111,0.465619839761145,1.61624866998849e-07,1.45376102602621e-07,1.34474708171206e-08,0.0636321370930717,7.4708171206226e-09,1.58560503211066,38.94794366359,4.97110579398486,0.474180199865313,68,45.4721397180425,0.0679563445241782,-17.7418982578018,-14.3076527882898,-14.5993774450738,-0.966917650025755,-0.92847645018576,-0.932967292541617,0,-16.6597709620826,0.0636321370930706,0.131198415664845,0.067566278571774,0.83841124387652,59.4551974559477,393.118805362304,8.23105622126623e-10,0.46721867241002,0,,22,0,2,1,0,1,2.99072640748773,dielectric,0.00173554466388609,0.00066838417282163,0.385114936382587,0,A,1,33.2885231343062,33.2885231343062,wood,1.12772281552786
136,B,2.5,2,2.7,0.944444444444444,1.35714285714286,0.2,1,3.01380463742131,33.9509201057552,33.9509201057552,34.1412931097325,20.268478113869,0.826951944193205,wood,patch_ffd,wood,17,7.96887159533074e-09,1.29271181301623,leading_edge,1,1,R,1,1,2,15.9257849700657,20.2832352504459,13.6356409825499,0.000400910566064394,0.0180032658103254,0.417808621041836,3.95854669753929e-08,9.9849183092365e-09,1.64357976653696e-08,0.120799711698057,1.49416342412452e-09,1.66827649115658,59.4263262839577,7.18141293013964,0.983470451053516,4,106.020442975238,0.137397261244494,-22.584128958584,-19.0907031402776,-19.6935167888517,-0.989029452099335,-0.975642204434388,-0.978765470413499,0,-22.693511160377,0.120799711698049,0.235032064157047,0.114232352458998,0.756199339090478,181.306300296844,589.600369364499,-2.2477516983368e-09,0.683360981613198,0,,23,0,2,1,0,1,3.01380463742131,dielectric,0.00172225471857383,0.00056682293562559,0.329116784824353,0,B,1,33.9509201057552,33.9509201057552,wood,0.826951944193205
137,B,2.5,2,2.7,1.38888888888889,3.5,1.2,1,2.3946957846947,51.2161315007703,51.2161315007703,31.5018528290814,37.4294787425897,0.924679520086362,drywall,patch_ffd,drywall,12,5.47859922178988e-09,4.66918151357588,leading_edge,1,1,R,1,1,2,3.76983585205196,7.80511702718525,2.06471246025392,0.0190608991680041,0.0158941459017679,0.343691656415141,1.05203612297644e-08,3.71044566781171e-09,5.47859922178988e-09,0.119183102993499,1.49416342412452e-09,1.68076499811304,92.32986215302,9.06546433034593,0.9987668320036,3,138.322341391149,0.135309737356934,-6.83498862466623,-6.26153671937381,-6.33378731880245,-0.656653372139177,-0.617457845946433,-0.622578254048822,0,-6.29719157389007,0.119183102993498,0.133762636085632,0.0145795330921332,0.702559192333036,4.8250171625704,31.2371431981965,-9.14319924038611e-10,0.38032784014754,0,,22,0,2,1,0,1,2.3946957846947,dielectric,0.00216751509349664,0.000464796603727061,0.214437539614661,0,B,1,51.2161315007703,51.2161315007703,drywall,0.924679520086362
138,C,2.5,2,2.7,4.64695133862542,1.345588281249,0.65,2,3.03976228479533,47.592826320569,47.592826320569,36.960883002402,20.2143128490142,1.04469046178345,wood,patch_ffd,wood,18,8.46692607003891e-09,1.82962390796151,leading_edge,1,1,R,1,1,2,5.85259901049127,13.8302437391479,8.47210483793164,0.0138646087191112,0.0199885155300284,0.363668828005047,1.38844643046829e-08,3.38443231797572e-09,4.98054474708171e-09,0.144632907987127,1.49416342412452e-09,1.6827713679584,108.700703639966,9.99951180801943,0.997715061322359,2,155.367974043431,0.169088698101271,-17.3181095307769,-12.027093777938,-13.3277399540946,-0.963588421269907,-0.88199278108302,-0.911176711245049,-4.98054474708173e-10,-15.6050161396286,0.14463290798712,0.223485808725395,0.0788529007382754,0.605424197922492,53.9275826468568,94.2531347601216,-1.01310513558328e-09,0.0313635966146135,0,,22,0,2,1,0,1,3.03976228479533,dielectric,0.00170754775254014,0.000536309591271528,0.314081752896057,0,C,2,47.592826320569,47.592826320569,wood,1.04469046178345
139,A,2.5,2,2.7,1.83333333333333,2.64285714285714,0.2,1,2.66602883528421,20.327173128864,20.327173128864,26.061708359267,21.8961559168252,0.930652045445258,brick,patch_ffd,brick,14,6.47470817120623e-09,4.09801284666253,leading_edge,1,1,R,1,1,2,7.60652810098292,15.4727809518896,5.5036193800217,0.00946838772993386,0.0186766335595462,0.395402401740036,5.12452875526786e-08,1.20036851670557e-08,9.96108949416342e-09,0.134167241028209,2.98832684824904e-09,1.65359646820716,74.9641459648808,8.06406215149059,0.969163660690727,3,122.804167866209,0.154957455279859,-15.1298625682912,-14.1662200852602,-14.3046197367632,-0.940445418858306,-0.926196234381988,-0.928428269864315,0,-14.8129678255064,0.134167241028208,0.162244794738508,0.0280775537103007,0.807499373162949,32.5826390121273,168.183809208254,2.20560890887252e-10,0.106527863555562,0,,21,0,2,1,0,1,2.66602883528421,dielectric,0.0019469178986225,0.000663082176791985,0.340580451420747,0,A,1,20.327173128864,20.327173128864,brick,0.930652045445258
140,A,2.5,2,2.7,4.05555555555556,1.78571428571429,1.2,1,2.17155968229443,46.3106697646876,46.3106697646876,28.5366893177282,31.2887399929588,1.02956821264644,brick,patch_ffd,brick,11,4.98054474708171e-09,2.41752991170371,leading_edge,1,1,R,1,1,2,4.91447144795223,12.4347880160446,5.52256677506492,0.0139139347756849,0.0199436888518336,0.41911764418681,3.56266848990837e-08,7.99219878250368e-09,1.14552529182879e-08,0.13849551375824,1.49416342412452e-09,1.65142540050247,68.3799019257579,7.61954346635733,0.986027884226572,4,116.715011182722,0.160760060997958,-14.8189033764584,-12.7081797758022,-13.0687419605178,-0.936165972606495,-0.898249774724228,-0.905975069797516,0,-14.8428195152815,0.138495513758237,0.207229627936286,0.0687341141780485,0.755107517921823,30.3312520244238,115.973847256595,-2.84393770627027e-09,0.885404999403521,0,,20,0,2,1,0,1,2.17155968229443,dielectric,0.00239023559885506,0.000505338082556145,0.211417687360278,0,A,1,46.3106697646876,46.3106697646876,brick,1.02956821264644
141,C,2.5,2,2.7,4.5,2.64285714285714,1.2,1,2.58133014279895,54.472350511533,54.472350511533,21.0577715893585,31.0912856456346,1.0203967826989,brick,patch_ffd,brick,13,5.97665369649805e-09,3.53328624876424,leading_edge,1,1,R,1,1,2,3.383211185526,6.74491872176154,2.29673267098766,0.0114346399748393,0.0101757299810153,0.338596135166782,3.08391869566662e-08,6.9987049534233e-09,8.46692607003891e-09,0.0795427669887919,9.96108949416347e-10,1.67150913694762,66.2039612094766,7.87702682177674,0.989155132296353,2,91.2419788333426,0.0864165809513752,-7.66323938625887,-5.54710202084925,-5.75881173420989,-0.707551227401872,-0.563968551302552,-0.580361544532686,4.98054474708173e-10,-11.2037590524175,0.0795427669887913,0.231322581314819,0.151779814326028,0.692616505790826,5.8388045613317,41.4998816762209,3.06463384204948e-09,0.673588518227283,0,,20,0,2,1,0,1,2.58133014279895,dielectric,0.00201080023496352,0.000654082736728681,0.325284792271048,0,C,1,54.472350511533,54.472350511533,brick,1.0203967826989
142,B,2.5,2,2.7,0.410962168695963,0.945843473599795,0.2,2,3.42422619620428,43.1058964303697,43.1058964303697,28.153112301293,22.8296817758104,0.901229736106646,glass,patch_ffd,glass,24,1.14552529182879e-08,3.00752325457855,leading_edge,1,1,R,1,1,2,4.60024557211441,11.4661639757377,9.37509426202289,0.0545951534012836,0.0210428922850696,0.388387715417075,2.42313646022163e-08,4.96799059043474e-09,4.98054474708171e-09,0.145913454751413,2.98832684824904e-09,1.71295080904475,95.5115004219933,9.19544422258461,0.993521662873704,3,143.40608413487,0.170841533054409,-17.385292064432,-3.93968496578157,-10.6568071599739,-0.964137328098835,-0.424831577272266,-0.841680780592102,-2.49027237354087e-09,-9.49456111757562,0.145913454751411,0.132627368951075,-0.0132860858003359,0.165947101769124,54.7682931576246,14.3671520318332,-2.26062232434891e-09,0.0849271552644307,0,,21,0,2,1,0,1,3.42422619620428,dielectric,0.00151582838289486,0.000540990907418103,0.356894562420678,0,B,2,43.1058964303697,43.1058964303697,glass,0.901229736106646
143,C,2.5,2,2.7,4.05555555555556,0.5,1.2,1,2.63054235594483,55.2341097318282,55.2341097318282,11.8919981402173,28.2832377372602,0.804416172569108,concrete,patch_ffd,concrete,14,6.47470817120623e-09,1.57692287289946,leading_edge,1,1,R,1,1,2,5.22281465714407,11.1793179135129,6.25961470293278,0.0475472201221734,0.00737275612344055,0.32084838353172,1.4990915594218e-07,1.0663317423219e-07,1.7431906614786e-08,0.0484737635403553,4.98054474708173e-09,1.72911750431771,64.1330643577035,6.84359261374456,0.61986487608136,38,73.6246548690543,0.0509431707534542,-16.3522918009627,-10.0982413770193,-10.7275234783821,-0.954725200891629,-0.821886372122569,-0.844038422938113,0,-15.9309520394637,0.0484737635403539,0.177004200291825,0.128530436751471,0.758126932123709,43.1746852418315,200.561497040157,1.41827465227154e-09,0.798686034950905,0,,20,0,2,1,0,1,2.63054235594483,dielectric,0.00197318216371932,0.000574925051873108,0.291369475380524,0,C,1,55.2341097318282,55.2341097318282,concrete,0.804416172569108
144,C,2.5,2,2.7,2.49671980170145,3.62916255427459,0.2,2,2.98398749795494,33.0909337866601,33.0909337866601,36.306571955353,24.9507780356171,0.880667540353723,drywall,patch_ffd,drywall,15,6.9727626459144e-09,1.09459640575101,leading_edge,1,1,R,1,1,2,13.7634137257151,17.7485807327521,6.24580910832563,0.00346501940402877,0.0164213946849637,0.432134084862731,3.22667003799695e-08,9.1739437812984e-09,2.24124513618677e-08,0.125130331155844,9.96108949416347e-10,1.62079574318244,55.3020522693721,6.91386256316683,0.988311122781859,4,90.3995166121077,0.143027396664879,-18.1758093406192,-21.6653845694665,-21.3533097529035,-0.970016050994515,-0.9864623933609,-0.985461137957107,4.98054474708173e-10,-21.2623442440277,0.125130331155835,0.1329606355367,0.00783030438086502,0.932770515040918,65.7023546375956,1025.44363958211,-5.10021396227087e-09,0.920913369802212,0,,15,0,2,1,0,1,2.98398749795494,dielectric,0.00173946414360511,0.000590283445087597,0.339347865983723,0,C,2,33.0909337866601,33.0909337866601,drywall,0.880667540353723
145,A,2.5,2,2.7,1.38888888888889,1.35714285714286,1.2,1,1.97429309054077,40.5564608035993,40.5564608035993,37.0844081490337,20.188958662706,0.959296120229408,wood,patch_ffd,wood,9,3.98443579766537e-09,0.631874371670353,leading_edge,1,1,R,1,1,2,23.0736776177449,25.559776388193,25.1691585735427,0.0418288891224731,0.010032448125565,0.353111468937625,5.56477286729225e-08,1.55970182379697e-08,1.49416342412451e-08,0.0785269954833497,1.99221789883269e-09,1.66090674260583,45.7640677723381,6.21445150317318,0.962935897492133,4,82.7134985062068,0.0852189864471833,-28.6691127322046,-26.7732851335842,-26.955534699522,-0.997286504571062,-0.995804444484226,-0.99597651897126,4.98054474708173e-10,-32.1917257403304,0.0785269954833339,0.223312449698309,0.144785454214975,0.881507565734724,736.056705041202,5580.01158466778,-3.60239483500619e-09,0.909283860264724,0,,21,0,2,1,1,0,1.97429309054077,dielectric,0.00262906216028788,0.000500581227578912,0.190402963893444,0,A,1,40.5564608035993,40.5564608035993,wood,0.959296120229408
146,A,2.5,2,2.7,0.5,0.5,0.2,1,3.53553390593274,45,45,17.2223860596308,21.6473729912864,0.814830869335665,brick,patch_ffd,brick,25,1.19533073929961e-08,1.25216261724202,leading_edge,1,1,R,1,1,2,8.00772779108615,14.5607563338707,21.9957448887883,0.158420048930322,0.0117161800480661,0.351698918049869,1.28601306929605e-07,6.74474600544545e-08,1.4443579766537e-08,0.10163439666057,9.46303501945529e-09,1.61755426634463,69.1671494000535,7.2518522892644,0.771809873961735,12,97.3726718985918,0.113132555702012,-23.8082253781368,-7.65551566172359,-15.4678222449208,-0.991712869235876,-0.707106893723445,-0.944781007295406,-2.49027237354087e-09,-17.9612513693754,0.101634396660564,0.159294428444078,0.057660031783514,0.142762254456112,240.338052569132,50.8761453978678,-2.09520591442254e-09,0.223260221337742,0,,18,0,2,1,0,1,3.53553390593274,dielectric,0.00146810620284214,0.000500851875867946,0.341155071001224,0,A,1,45,45,brick,0.814830869335665
147,B,2.5,2,2.7,2.27777777777778,0.5,1.2,1,2.1329282022725,45.3109737027852,45.3109737027852,35.1406499290665,30.0016520817042,1.13625889390033,drywall,patch_ffd,drywall,10,4.48249027237354e-09,3.62152600628571,leading_edge,1,1,R,1,1,2,4.15492616394835,10.8463994943286,3.568465283032,0.0175405569188176,0.0126359596030155,0.30910682566601,1.41731596027248e-08,4.54780333362576e-09,6.47470817120622e-09,0.108209272456665,9.96108949416347e-10,1.69141198667999,81.6719489949251,8.39528423900016,0.99809609280967,2,135.951546754651,0.121339311022839,-11.3155355517808,-10.833319936188,-10.8882973799349,-0.862429213534151,-0.847505640765676,-0.849279342380042,4.98054474708173e-10,-15.2329244550803,0.108209272456664,0.228560690477843,0.120351418021179,0.814033547210494,13.5379702433875,99.8240167690322,3.81438954597896e-11,0.0507819957591797,0,,23,0,2,1,0,1,2.1329282022725,dielectric,0.00243352741650111,0.000532866542316395,0.218968785271605,0,B,1,45.3109737027852,45.3109737027852,drywall,1.13625889390033
148,B,2.5,2,2.7,4.7,2,1.2,2,2.66270539113887,55.713123022791,55.713123022791,22.3182560402049,27.5224230371395,1.0542076533083,wood,patch_ffd,wood,15,6.9727626459144e-09,3.11215552993771,leading_edge,1,1,R,1,1,2,3.08967422496237,7.02314186031842,3.74126902231353,0.0503169677421145,0.0170308623200118,0.359212799324798,3.66131272319593e-08,7.29147237675357e-09,5.47859922178988e-09,0.107808294447693,1.99221789883269e-09,1.70343372337761,93.8944184540092,9.21806817413689,0.985399447440354,2,135.683221675959,0.120835347130867,-11.1341339556729,-5.53317220080924,-6.62094813660564,-0.85698089984785,-0.562873915540289,-0.642409052213534,-4.98054474708173e-10,-8.01364202717211,0.107808294447692,0.175388019663474,0.0675797252157827,0.569420595512789,12.9841461586054,29.5409511901746,-1.61937118375767e-09,0.136108537872152,0,,22,0,2,1,0,1,2.66270539113887,dielectric,0.00194934793572431,0.000714934058525306,0.366755490604433,0,B,2,55.713123022791,55.713123022791,wood,1.0542076533083
149,B,2.5,2,2.7,0.342327269192634,0.85847535070023,1.2,2,2.86507070387952,58.4295011439141,58.4295011439141,32.1139152555805,39.9467906697915,1.18118642152255,glass,patch_ffd,glass,18,8.46692607003891e-09,2.00166143956526,leading_edge,1,1,R,1,1,2,4.92144640401403,11.1400635399019,8.00284016393791,0.0209107865473376,0.0169979497883503,0.362102884899679,1.62296857074256e-08,4.40165397724329e-09,5.47859922178988e-09,0.120406428933502,1.49416342412452e-09,1.69455646511298,86.3631240977137,8.68233506845622,0.997301816596948,3,133.267940695014,0.136888709620183,-16.3805616183956,-7.74148169001487,-10.263924608401,-0.955012346387967,-0.712020943681774,-0.827979987104446,-9.96108949416347e-10,-13.0233589790269,0.120406428933498,0.21373909671435,0.0933326677808521,0.44930202823338,43.4566417543673,43.3850120859389,-2.10372256801123e-09,0.219704383538188,0,,19,0,2,1,0,1,2.86507070387952,dielectric,0.00181166183809362,0.000694051750690643,0.383102263400869,0,B,2,58.4295011439141,58.4295011439141,glass,1.18118642152255
150,C,2.5,2,2.7,1.38888888888889,1.78571428571429,1.2,1,1.87895882567488,37.030554763267,37.030554763267,13.5384731941696,21.6656208780475,0.939485093392201,glass,patch_ffd,glass,8,3.4863813229572e-09,3.37079705246733,leading_edge,1,1,R,1,1,2,8.12989688201041,14.3264421145566,4.97165477326363,0.0317531275601902,0.0068621410725779,0.328553461550414,1.49517265880476e-07,1.00530874257452e-07,1.4443579766537e-08,0.0519813530556487,3.48638132295721e-09,1.72892449546387,49.3587347829399,6.14351117824723,0.653506556252573,33,65.3492582435508,0.0548315723780273,-15.2100551157677,-12.64966573886,-12.8091540985428,-0.941503135935573,-0.896940701693045,-0.900471828286799,4.98054474708173e-10,-18.4901408674745,0.0519813530556484,0.182263110999607,0.130281757943959,0.864155183605805,33.1898669610249,334.062809201813,-4.32608372059953e-09,0.975247304739783,0,,18,0,2,1,1,0,1.87895882567488,dielectric,0.00276245502920705,0.000508765055898327,0.184171344155552,0,C,1,37.030554763267,37.030554763267,glass,0.939485093392201
151,C,2.5,2,2.7,4.56311964370131,1.85654563136234,0.2,2,3.24454030952113,39.5989271596816,39.5989271596816,20.0508781619499,36.2664275272198,0.985302270949964,concrete,patch_ffd,concrete,19,8.96498054474708e-09,3.2325397009765,leading_edge,1,1,R,1,1,2,4.95485587255062,8.73562553923555,5.70875177892113,0.0304533953638432,0.0122471275724643,0.366360152123891,6.14986937350218e-08,1.59815776435828e-08,9.96108949416342e-09,0.0695381796565847,3.48638132295721e-09,1.66319033898396,59.5612835176392,7.28408098549302,0.95989096021124,2,93.8017401064175,0.0747351241461144,-15.261211010189,-7.76715193506417,-8.98072563711143,-0.942168325677491,-0.713474967416604,-0.775485421284434,-4.98054474708173e-10,-11.7502799102632,0.0695381796565841,0.170775354195415,0.10123717453883,0.623888676602385,33.5831246186395,79.9225320487629,-6.64504580027529e-09,0.637146191693584,0,,18,0,2,1,0,1,3.24454030952113,dielectric,0.00159977647447525,0.000588188939561599,0.367669451917984,0,C,2,39.5989271596816,39.5989271596816,concrete,0.985302270949964
152,A,2.5,2,2.7,3.16666666666667,0.928571428571429,0.2,1,2.80042918641374,26.7829048021752,26.7829048021752,39.4636753821438,36.2626982535419,0.83976172517209,drywall,patch_ffd,drywall,15,6.9727626459144e-09,1.98650098613281,leading_edge,1,1,R,1,1,2,12.8432769838063,18.7014604575994,9.49766681890272,0.00830585902630376,0.018677216635628,0.410935196962657,1.73847682842388e-08,5.03980585495343e-09,1.14552529182879e-08,0.135135325040013,9.96108949416347e-10,1.64931835773086,64.0160900049431,7.53600951716854,0.99668059713867,4,113.699509122006,0.156250253886558,-19.7287179077014,-18.5559270023974,-18.73394482764,-0.978935082769063,-0.972494277841783,-0.973584355508997,0,-19.5523386065559,0.13513532504001,0.169920664816675,0.0347853397766652,0.818844377180407,93.944593328975,458.776607013358,-5.8846770624998e-11,0.149785139911046,0,,22,0,2,1,0,1,2.80042918641374,dielectric,0.00185347991759277,0.000601128101692332,0.324324043647073,0,A,1,26.7829048021752,26.7829048021752,drywall,0.83976172517209
153,B,2.5,2,2.7,1.38888888888889,1.78571428571429,0.2,1,2.74417314843315,24.3531382251121,24.3531382251121,27.794497255067,25.8616373198356,1.15655479011093,glass,patch_ffd,glass,15,6.9727626459144e-09,3.28395172199337,leading_edge,1,1,R,1,1,2,8.18432040552562,15.8474702776223,8.60453406560112,0.00385580103386673,0.0104360899752756,0.343445247693836,4.67214946937635e-08,1.32852105828129e-08,1.49416342412451e-08,0.0678157096583879,1.49416342412452e-09,1.65071150405997,52.9693682451368,6.84165122260587,0.978521532960973,3,90.9527650766413,0.0727492517960541,-18.9917016620503,-13.6209249868637,-14.2861378612716,-0.975087564436736,-0.916733697591674,-0.928134007388269,0,-18.6945471662096,0.0678157096583873,0.200394912099483,0.132579202441095,0.770422908993782,79.2811910911325,316.15892393686,-4.52791356039797e-09,0.900010861184573,0,,21,0,2,1,0,1,2.74417314843315,dielectric,0.00189147658580589,0.000722851466980949,0.382162524455976,0,B,1,24.3531382251121,24.3531382251121,glass,1.15655479011093
154,A,2.5,2,2.7,4.5,0.5,1.2,1,2.91547594742265,59.0362434679265,59.0362434679265,34.2657401228782,29.4854140643453,1.14845606556251,brick,patch_ffd,brick,17,7.96887159533074e-09,1.17949638131046,leading_edge,1,1,R,1,1,2,5.45171668344362,11.1915363515113,8.05975428280247,0.00692766448086601,0.0128120831781027,0.365615867028566,1.79550857247903e-08,5.54404237540908e-09,8.96498054474708e-09,0.0855166914462349,1.99221789883269e-09,1.65839062393205,62.2268353975465,7.3853289993546,0.996713787740461,4,98.5287094011875,0.0935136712133955,-17.2100327930145,-9.01793752239321,-10.7307154787049,-0.962688045601243,-0.777187524544587,-0.844144080721766,-4.98054474708173e-10,-15.1267913950397,0.085516691446229,0.234725970741,0.149209279294771,0.56793628740657,52.6021238294026,85.222726167856,-2.6440736229356e-09,0.298078846732375,0,,18,0,2,1,0,1,2.91547594742265,dielectric,0.00178034027763017,0.000521084433361954,0.292688111317447,0,A,1,59.0362434679265,59.0362434679265,brick,1.14845606556251
155,B,2.5,2,2.7,3.61111111111111,2.64285714285714,0.2,1,2.81030838296387,27.1792208194277,27.1792208194277,15.6449185337276,28.3841322592257,0.871515068899242,wood,patch_ffd,wood,27,1.29494163424125e-08,1.15508914260052,leading_edge,1,1,R,1,1,2,1.39180872648866,-0.576993442967655,1.40766046814135,0.00141463508551587,0.0255389354690586,0.452272772873479,3.54298049166435e-08,6.61506755170638e-09,5.97665369649805e-09,0.161140262173945,1.49416342412452e-09,1.64904492507468,90.7147288016428,9.15084225673024,0.986823398124123,2,128.349747310678,0.192094404949686,-1.52307838428816,7.26916061999092,4.00550997471326,-0.17357548625936,0.684159904864385,0.431022151247144,-1.49416342412452e-09,4.92402765127118,0.16114026217393,0.16288873223541,0.0017484700614801,0.112395815312127,1.42006374054336,0.974831861745285,6.56518257756706e-10,0.921814720613051,0,,17,1,2,0,0,1,2.81030838296387,dielectric,0,0.000180576311989299,180576311.989299,1,B,1,27.1792208194277,27.1792208194277,wood,0.871515068899242
156,A,2.5,2,2.7,3.16666666666667,3.07142857142857,0.2,1,2.80042918641374,26.7829048021752,26.7829048021752,12.0648780369332,33.4492622133403,1.15200513755876,glass,patch_ffd,glass,15,6.9727626459144e-09,4.36883568304246,leading_edge,1,1,R,1,1,2,5.15162949534772,11.0440235562142,5.22678363741544,0.000553051216390044,0.00763423032575035,0.356582445020297,1.40489043692124e-07,7.6169878974795e-08,1.24513618677043e-08,0.0574563360190809,6.97276264591443e-09,1.68111188974334,42.9822424413832,5.92121909725994,0.762346520326127,22,61.7217819760322,0.0609588056392092,-14.3077106190961,-9.01559474160937,-9.54990746635659,-0.928477368530317,-0.777080697517163,-0.800309904718483,0,-14.3646904571996,0.0574563360190808,0.17183761761323,0.11438128159415,0.744796481343446,26.9631769539649,129.829432886931,9.4149226704578e-10,0.645198718704668,0,,22,0,2,1,0,1,2.80042918641374,dielectric,0.00185347991759277,0.000709737067504842,0.382921369024932,0,A,1,26.7829048021752,26.7829048021752,glass,1.15200513755876
157,A,2.5,2,2.7,1.83333333333333,0.5,1.2,1,2.22361067735439,47.5785715817397,47.5785715817397,10.1087935547124,23.161659162204,0.979157344874491,concrete,patch_ffd,concrete,12,5.47859922178988e-09,3.93928858303753,leading_edge,1,1,R,1,1,2,4.15615591512934,9.07352313423577,3.74020886673251,0.00303631169919949,0.0164293032959284,0.43858659250873,1.40289245063726e-07,7.72070012230128e-08,1.04591439688716e-08,0.105115054053941,5.47859922178991e-09,1.65354410021431,69.9112945964589,7.54346935256607,0.745993199989771,14,87.8014239306692,0.117462087757901,-11.3165960107085,-6.8795195661941,-7.62223242183429,-0.86246049159446,-0.659559726730588,-0.705185761040365,-4.98054474708173e-10,-7.68859317577482,0.10511505405394,0.135475957137515,0.0303609030835745,0.641359480582772,13.541276344415,41.3921648752826,-4.45686895849103e-09,0.958507611537315,0,,22,0,2,1,0,1,2.22361067735439,dielectric,0.00233428419395528,0.000698051631294629,0.299043121271292,0,A,1,47.5785715817397,47.5785715817397,concrete,0.979157344874491
158,A,2.5,2,2.7,3.88075632670269,3.45237371449983,0.65,2,2.86677125705898,44.3494090364407,44.3494090364407,16.2010435191762,32.0271675730245,1.00329915862933,glass,patch_ffd,glass,15,6.9727626459144e-09,3.71686356417585,leading_edge,1,1,R,1,1,2,3.17550888112646,6.35340629794004,2.66957338940219,0.0243763842212521,0.0120070598695923,0.386494125369476,7.2245599680307e-08,2.14054810757156e-08,8.96498054474708e-09,0.0934604594810315,2.98832684824904e-09,1.64282998850921,58.059123374729,7.29527229034193,0.935817782393153,3,82.631187967115,0.103095844476379,-8.85769218970575,-7.84833568827541,-7.95039544463158,-0.769776709680225,-0.718033195742054,-0.723677380093908,0,-8.5288372914721,0.093460459481031,0.115174831705275,0.0217143722242439,0.762284200847266,7.68721838360488,59.0340480655219,-2.61541790474952e-09,0.412146828820196,0,,22,0,2,1,0,1,2.86677125705898,dielectric,0.00181058717010561,0.000629554921420551,0.347707601056197,0,A,2,44.3494090364407,44.3494090364407,glass,1.00329915862933
