EL_proxy_db,EL_proxy_imputed,LOSflag,L_pol_db,XPD_early_db,XPD_early_excess_db,XPD_early_minus_floor_curve_db,XPD_early_minus_floor_subband_db,XPD_late_db,XPD_late_excess_db,XPD_late_minus_floor_curve_db,XPD_late_minus_floor_subband_db,basis,case_id,case_label,claim_caution_early,claim_caution_early_curve,claim_caution_early_subband,claim_caution_late,claim_caution_late_curve,claim_caution_late_subband,claim_caution_mode,claim_caution_scale,d_m,delay_spread_rms_s,delta_floor_db,dominant_parity_early,early_energy_fraction,floor_db,human_flag,link_id,los_block_method,material_class,obstacle_flag,outlier_excess_neg,outlier_excess_pos,pitch_deg,provenance_json,rep_id,rho_early_db,rho_early_lin,roughness_flag,run_id,rx_x,rx_y,scenario_id,stress_mode,window,xpd_floor_curve_db,xpd_floor_db,xpd_floor_freq_hz,xpd_floor_subband_db,xpd_floor_subbands,xpd_floor_uncert_curve_db,xpd_floor_uncert_subband_db,yaw_deg
2.7199659283313338,,0.0,-7.9999998595147055,-7.9999998595147055,-32.934837556282154,,,0.0,-24.93483769676745,,,circular,0,A2_0,,,,,,,,,4.0,0.0,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_0,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""0"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 4.0, ""rep_id"": 0, ""y_plane"": 1.5}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.103129+00:00""}",0,7.999999859514707,6.309573240700269,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 1.675e-08}",,,,,,,,
2.7199659283313338,,0.0,-7.9999998595147055,-7.9999998595147055,-32.934837556282154,,,0.0,-24.93483769676745,,,circular,1,A2_1,,,,,,,,,4.0,0.0,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_1,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""1"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 4.0, ""rep_id"": 1, ""y_plane"": 1.5}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.103442+00:00""}",1,7.999999859514707,6.309573240700269,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 1.675e-08}",,,,,,,,
2.7199659283313338,,0.0,-7.999999820178825,-7.999999820178825,-32.934837516946274,,,0.0,-24.93483769676745,,,circular,2,A2_2,,,,,,,,,4.0,0.0,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_2,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""2"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 4.0, ""rep_id"": 0, ""y_plane"": 2.0}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.103648+00:00""}",0,7.999999820178825,6.309573183551804,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 1.8750000000000002e-08}",,,,,,,,
2.7199659283313338,,0.0,-7.999999820178825,-7.999999820178825,-32.934837516946274,,,0.0,-24.93483769676745,,,circular,3,A2_3,,,,,,,,,4.0,0.0,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_3,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""3"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 4.0, ""rep_id"": 1, ""y_plane"": 2.0}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.103819+00:00""}",1,7.999999820178825,6.309573183551804,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 1.8750000000000002e-08}",,,,,,,,
2.7199659283313338,,0.0,-7.999999769604122,-7.999999769604122,-32.93483746637157,,,0.0,-24.93483769676745,,,circular,4,A2_4,,,,,,,,,4.0,0.0,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_4,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""4"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 4.0, ""rep_id"": 0, ""y_plane"": 2.5}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.103987+00:00""}",0,7.9999997696041225,6.3095731100752115,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.1250000000000002e-08}",,,,,,,,
2.7199659283313338,,0.0,-7.999999769604122,-7.999999769604122,-32.93483746637157,,,0.0,-24.93483769676745,,,circular,5,A2_5,,,,,,,,,4.0,0.0,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_5,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""5"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 4.0, ""rep_id"": 1, ""y_plane"": 2.5}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.104147+00:00""}",1,7.9999997696041225,6.3095731100752115,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.1250000000000002e-08}",,,,,,,,
2.7199659283313338,,0.0,-7.999999747126473,-7.999999747126473,-32.934837443893926,,,0.0,-24.93483769676745,,,circular,6,A2_6,,,,,,,,,6.0,0.0,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_6,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""6"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 6.0, ""rep_id"": 0, ""y_plane"": 1.5}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.104309+00:00""}",0,7.999999747126475,6.309573077418947,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.2500000000000003e-08}",,,,,,,,
2.7199659283313338,,0.0,-7.999999747126473,-7.999999747126473,-32.934837443893926,,,0.0,-24.93483769676745,,,circular,7,A2_7,,,,,,,,,6.0,0.0,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_7,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""7"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 6.0, ""rep_id"": 1, ""y_plane"": 1.5}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.104464+00:00""}",1,7.999999747126475,6.309573077418947,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.2500000000000003e-08}",,,,,,,,
2.719965928331348,,0.0,-7.999999707790595,-7.999999707790595,-32.934837404558046,,,0.0,-24.93483769676745,,,circular,8,A2_8,,,,,,,,,6.0,0.0,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_8,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""8"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 6.0, ""rep_id"": 0, ""y_plane"": 2.0}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.104631+00:00""}",0,7.999999707790595,6.309573020270487,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.4000000000000003e-08}",,,,,,,,
2.719965928331348,,0.0,-7.999999707790595,-7.999999707790595,-32.934837404558046,,,0.0,-24.93483769676745,,,circular,9,A2_9,,,,,,,,,6.0,0.0,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_9,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""9"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 6.0, ""rep_id"": 1, ""y_plane"": 2.0}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.104784+00:00""}",1,7.999999707790595,6.309573020270487,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.4000000000000003e-08}",,,,,,,,
