EL_proxy_db,EL_proxy_imputed,LOSflag,L_pol_db,XPD_early_db,XPD_early_excess_db,XPD_early_minus_floor_curve_db,XPD_early_minus_floor_subband_db,XPD_late_db,XPD_late_excess_db,XPD_late_minus_floor_curve_db,XPD_late_minus_floor_subband_db,basis,case_id,case_label,claim_caution_early,claim_caution_early_curve,claim_caution_early_subband,claim_caution_late,claim_caution_late_curve,claim_caution_late_subband,claim_caution_mode,claim_caution_scale,d_m,delay_spread_rms_s,delta_floor_db,dominant_parity_early,early_energy_fraction,floor_db,human_flag,link_id,los_block_method,material_class,obstacle_flag,outlier_excess_neg,outlier_excess_pos,pitch_deg,provenance_json,rep_id,rho_early_db,rho_early_lin,roughness_flag,run_id,rx_x,rx_y,scenario_id,stress_mode,window,xpd_floor_curve_db,xpd_floor_db,xpd_floor_freq_hz,xpd_floor_subband_db,xpd_floor_subbands,xpd_floor_uncert_curve_db,xpd_floor_uncert_subband_db,yaw_deg
2.719965928331348,,0.0,-7.999999657215893,-7.999999657215893,-32.93483735398334,,,0.0,-24.93483769676745,,,circular,10,A2_10,,,,,,,,,6.0,4.440892098500626e-16,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_10,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""10"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 6.0, ""rep_id"": 0, ""y_plane"": 2.5}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.104934+00:00""}",0,7.999999657215894,6.309572946793898,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.6e-08}",,,,,,,,
2.719965928331348,,0.0,-7.999999657215893,-7.999999657215893,-32.93483735398334,,,0.0,-24.93483769676745,,,circular,11,A2_11,,,,,,,,,6.0,4.440892098500626e-16,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_11,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""11"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 6.0, ""rep_id"": 1, ""y_plane"": 2.5}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.105084+00:00""}",1,7.999999657215894,6.309572946793898,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.6e-08}",,,,,,,,
2.719965928331348,,0.0,-7.999999589782957,-7.999999589782957,-32.934837286550405,,,0.0,-24.93483769676745,,,circular,12,A2_12,,,,,,,,,8.0,4.440892098500626e-16,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_12,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""12"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 8.0, ""rep_id"": 0, ""y_plane"": 1.5}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.105232+00:00""}",0,7.999999589782957,6.3095728488251135,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.85e-08}",,,,,,,,
2.719965928331348,,0.0,-7.999999589782957,-7.999999589782957,-32.934837286550405,,,0.0,-24.93483769676745,,,circular,13,A2_13,,,,,,,,,8.0,4.440892098500626e-16,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_13,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""13"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 8.0, ""rep_id"": 1, ""y_plane"": 1.5}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.105383+00:00""}",1,7.999999589782957,6.3095728488251135,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.85e-08}",,,,,,,,
2.7199659283313338,,0.0,-7.99999955044708,-7.99999955044708,-32.93483724721453,,,0.0,-24.93483769676745,,,circular,14,A2_14,,,,,,,,,8.0,0.0,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_14,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""14"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 8.0, ""rep_id"": 0, ""y_plane"": 2.0}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.105529+00:00""}",0,7.99999955044708,6.309572791676659,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.9750000000000002e-08}",,,,,,,,
2.7199659283313338,,0.0,-7.99999955044708,-7.99999955044708,-32.93483724721453,,,0.0,-24.93483769676745,,,circular,15,A2_15,,,,,,,,,8.0,0.0,0.6107424330369078,odd,1.0,24.93483769676745,0.0,A2_15,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""15"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 8.0, ""rep_id"": 1, ""y_plane"": 2.0}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.105675+00:00""}",1,7.99999955044708,6.309572791676659,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.9750000000000002e-08}",,,,,,,,
2.7199659283313338,,0.0,-7.99999949987238,-7.99999949987238,-32.934837196639826,,,0.0,-24.93483769676745,,,circular,16,A2_16,,,,,,,,,8.0,0.0,0.6107424330369078,NA,1.0,24.93483769676745,0.0,A2_16,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""16"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 8.0, ""rep_id"": 0, ""y_plane"": 2.5}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.105820+00:00""}",0,7.999999499872381,6.3095727182000765,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 3.0000000000000004e-08}",,,,,,,,
2.7199659283313338,,0.0,-7.99999949987238,-7.99999949987238,-32.934837196639826,,,0.0,-24.93483769676745,,,circular,17,A2_17,,,,,,,,,8.0,0.0,0.6107424330369078,NA,1.0,24.93483769676745,0.0,A2_17,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""17"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A2 --out-h5 outputs/step1_diag/a2.h5 --out-dir outputs/step1_diag/A2 --run-id step1_A2 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""distance_m"": 8.0, ""rep_id"": 1, ""y_plane"": 2.5}, ""scenario_id"": ""A2"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.105970+00:00""}",1,7.999999499872381,6.3095727182000765,0.0,step1_A2,,,A2,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 3.0000000000000004e-08}",,,,,,,,
2.719965928331348,,0.0,7.999999707790596,7.999999707790596,-16.934837988976852,,,0.0,-24.93483769676745,,,circular,0,A3_0,,,,,,,,,5.0,0.0,0.6107424330369078,even,1.0,24.93483769676745,0.0,A3_0,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""0"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A3 --out-h5 outputs/step1_diag/a3.h5 --out-dir outputs/step1_diag/A3 --run-id step1_A3 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""offset"": 3.0, ""rep_id"": 0, ""rx_x"": 3.0, ""rx_y"": 4.0}, ""scenario_id"": ""A3"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.125949+00:00""}",0,-7.999999707790568,0.1584893299098598,0.0,step1_A3,,,A3,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.4000000000000003e-08}",,,,,,,,
2.719965928331348,,0.0,7.999999707790596,7.999999707790596,-16.934837988976852,,,0.0,-24.93483769676745,,,circular,1,A3_1,,,,,,,,,5.0,0.0,0.6107424330369078,even,1.0,24.93483769676745,0.0,A3_1,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""1"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A3 --out-h5 outputs/step1_diag/a3.h5 --out-dir outputs/step1_diag/A3 --run-id step1_A3 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""offset"": 3.0, ""rep_id"": 1, ""rx_x"": 3.0, ""rx_y"": 4.0}, ""scenario_id"": ""A3"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.126175+00:00""}",1,-7.999999707790568,0.1584893299098598,0.0,step1_A3,,,A3,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 2.4000000000000003e-08}",,,,,,,,
2.7199659283313338,1,0.0,0.0,0.0,-24.93483769676745,,,0.0,-24.93483769676745,,,circular,2,A3_2,,,,,,,,,5.70087712549569,nan,0.6107424330369078,NA,1.0,24.93483769676745,0.0,A3_2,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""2"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A3 --out-h5 outputs/step1_diag/a3.h5 --out-dir outputs/step1_diag/A3 --run-id step1_A3 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""offset"": 3.0, ""rep_id"": 0, ""rx_x"": 3.5, ""rx_y"": 4.5}, ""scenario_id"": ""A3"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.128691+00:00""}",0,4.821637332766433e-15,1.0,0.0,step1_A3,,,A3,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 0.0}",,,,,,,,
2.7199659283313338,1,0.0,0.0,0.0,-24.93483769676745,,,0.0,-24.93483769676745,,,circular,3,A3_3,,,,,,,,,5.70087712549569,nan,0.6107424330369078,NA,1.0,24.93483769676745,0.0,A3_3,physical_occluder,PEC,1.0,True,False,,"{""case_id"": ""3"", ""cmdline"": ""scripts/run_standard_sim.py --scenario A3 --out-h5 outputs/step1_diag/a3.h5 --out-dir outputs/step1_diag/A3 --run-id step1_A3 --n-rep 2 --strict-los-blocked --los-block-mode occluder"", ""git_branch"": ""feature/dualcp-proxy-bridge"", ""git_commit"": ""4120f2c50370b1d04b8d3a276dadd8999db783db"", ""link_params"": {""offset"": 3.0, ""rep_id"": 1, ""rx_x"": 3.5, ""rx_y"": 4.5}, ""scenario_id"": ""A3"", ""seed"": 0, ""timestamp_utc"": ""2026-02-26T10:34:02.128839+00:00""}",1,4.821637332766433e-15,1.0,0.0,step1_A3,,,A3,,"{""Te_s"": 3.0000000000000004e-09, ""Tmax_s"": 3.0000000000000004e-08, ""noise_floor_def"": ""tail_median+margin"", ""tau0_method"": ""threshold"", ""tau0_s"": 0.0}",,,,,,,,
