case_id,anchor_height,tag_height,tag_x,tag_y,eps_r,tan_delta,xpol_coupling_db,ar_edge_db,snr_db,slab_size_m,material_name,antenna_type,slab_placement_cases,los_distance_m,los_angle_from_anchor_bore_deg_cases,los_angle_from_tag_bore_deg_cases,tx_height,rx_height,incidence_deg,los_blockage,num_slabs,slab_tilt_deg,idx_fp,t_fp_s,fp_peak_val,fp_method,primary_tx_port,primary_rx_port,tx_handedness,gamma_cp_same_tx_port,gamma_cp_same_rx_port,gamma_cp_reversed_rx_port,gamma_cp_1_freq_avg,gamma_cp_2_freq_db,gamma_cp_3_fp_only,gamma_cp_6_phase_circvar,a_fp_2_peak_to_total,a_fp_6_fp_to_2nd_peak,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,xpr_fp_db,xpr_late_db,xpr_all_db,s3_fp,s3_late,s3_all,delta_tau_l_given_r_s,delta_p_l_given_r_db,f_r_fp,f_l_fp,delta_f_l_minus_r_fp,lambda_l_late_fraction,gamma_anchor_linear,gamma_delay_linear,cp_phase_slope_delay_s,cp_phase_residual_circvar,failed,error_msg,num_paths,bounce_count_min,bounce_count_max,has_los_path,is_los,is_nlos,tx_rx_dist_m,material_kind,los_strength_mid,max_bounce_strength_mid,bounce_to_los_ratio_mid,dominant_bounce_count,los_angle_from_anchor_bore_deg_results,los_angle_from_tag_bore_deg_results,slab_placement_results
286,2.19198350533915,0.326587538080565,-0.864846268909892,-0.98168294092405,6.32552226546687,0.00520852182520189,26.6939258210597,10.6485070460542,39.1691701041144,3.46358222545222,metal_pec,patch_ffd,ceiling,2.27845618347452,35.0440840772209,35.0440840772209,2.19198350533915,0.326587538080565,35.0440840772209,0,1,0,12,5.47859922178988e-09,2.37308901209182,leading_edge,1,1,R,1,1,2,11.7158877000388,19.6070436378479,9.72549491434298,0.00461100088224398,0.0202560249564965,0.396125650445918,1.84301252677583e-08,3.87759370031611e-09,5.97665369649805e-09,0.138491283139703,1.49416342412452e-09,1.65719212353777,93.5110014304866,9.33063407615473,0.996403017629255,1,132.703203630501,0.160754360843178,-19.6945823883301,-17.5565563047645,-17.9232779983306,-0.97877062465202,-0.965500130951964,-0.968249371853944,0,-19.7582342217478,0.1384912831397,0.208234592847445,0.0697433097077453,0.778702144103713,93.2090837444356,354.182097383104,7.76616325984143e-11,0.0658917058857701,0,,2,0,1,1,0,1,2.27845618347452,PEC,0.00227809483250332,0.00164958193744481,0.72410591249713,0,35.0440840772209,35.0440840772209,ceiling
287,2.17342493085823,0.959166954184648,-1.40257635419607,-0.457684849138455,5.40623913171075,0.0114901887639247,39.2135378773269,9.48432788989378,20.990642164252,3.11613452599097,brick,ideal,ceiling,1.91078996344346,50.5448262901737,50.5448262901737,2.17342493085823,0.959166954184648,50.5448262901737,0,1,0,9,3.98443579766537e-09,0.0614152907455253,leading_edge,1,1,R,1,1,2,0.0725396449756008,-23.0876242484988,0.0108130319731092,0.00233937159689979,0.0197025936773869,0.357439132251497,1.99177089639379e-08,3.75637376061392e-09,4.98054474708171e-09,0.152789604766617,9.96108949416347e-10,1.66401841307523,110.316713373085,10.1070594466725,0.995846031956508,1,158.530314613654,0.180344346134383,39.6967025703304,21.5192223329504,22.2171588580906,0.999785556627559,0.986002273406474,0.98806794256633,2.49027237354087e-09,23.823607258625,0.15278960476037,0.0915843745171864,-0.0612052302431839,0.00593348332701124,0.000107233317724587,0.0390674167161945,-2.62943443495313e-09,0.856835511886382,0,,2,0,1,1,0,1,1.91078996344346,dielectric,0.00271643632055959,0.000783912775407067,0.28858131864677,0,50.5448262901737,50.5448262901737,ceiling
288,2.65746600212273,0.260715966157543,-1.92856500524391,1.16796871045149,4.24541097687065,0.00753352869271193,21.1009746674667,14.494525554905,29.5974643637027,4.5149078489563,concrete,ideal,wall_x,3.29058119835148,43.2503502550217,43.2503502550217,2.65746600212273,0.260715966157543,43.2503502550217,0,1,0,18,8.46692607003891e-09,0.0355509716880142,leading_edge,1,1,R,1,1,2,0.259992725424965,-11.7157911488472,0.00645383712742771,0.318654615278859,0.0170089441126945,0.317047499583566,7.53446689482667e-09,2.63576251140068e-09,4.48249027237354e-09,0.143370523282735,9.96108949416347e-10,1.68358168942266,123.964604257712,10.783725870063,0.999460919556694,1,173.94894693721,0.167365853241653,39.2614697161479,10.8634898659474,11.5352491682985,0.999762955525178,0.848481351934881,0.868770619013125,3.48638132295721e-09,11.8835633353996,0.143370523263541,0.134750723291569,-0.00861979997197179,0.0655900482247162,0.000118536753454419,0.489612028212376,3.48686207499615e-09,0.00338568081639279,0,,2,0,1,1,0,1,3.29058119835148,dielectric,0.00157739285092217,0.000424220369643399,0.268937677380363,0,43.2503502550217,43.2503502550217,wall_x
289,2.703125214249,0.393336025990638,-1.28452830172417,0.846936323765927,2.96025832308799,0.0172168543458281,25.8208195571676,8.2631194891597,36.294148696149,2.13857613163658,metal_pec,patch_ffd,wall_x,2.77532704174476,33.6685679885921,33.6685679885921,2.703125214249,0.393336025990638,33.6685679885921,0,1,0,15,6.9727626459144e-09,5.25215583711589,leading_edge,1,1,R,1,1,2,3.94515031916695,10.3677022597257,2.88377094999954,0.0102072430247386,0.0288418794411756,0.43727144183536,9.97971337141312e-09,2.80178610980989e-09,4.48249027237354e-09,0.193430543082481,1.49416342412452e-09,1.64766703658278,107.825458471879,9.92273754139914,0.998931900039635,2,155.065235395933,0.239818829517446,-9.56269022002349,-10.0606783519128,-9.96653443901735,-0.800838352875367,-0.820478029412469,-0.816904122356413,0,-9.19921525200332,0.19343054308248,0.176254668572975,-0.0171758745095056,0.748058514844315,9.04209409228473,42.2436999093406,8.52670988065198e-11,0.0347388168407937,0,,2,0,1,1,0,1,2.77532704174476,PEC,0.00187024418368922,0.00116633047838913,0.62362470556569,0,33.6685679885921,33.6685679885921,wall_x
290,2.61486619138324,1.2599247882796,-1.81737317684161,1.05105895095027,6.06751147366395,0.00215526003459248,24.9160181021458,14.5562990533064,22.7667875798267,3.53696617597852,drywall,patch_ffd,ceiling,2.498686932795,57.1622867142643,57.1622867142643,2.61486619138324,1.2599247882796,57.1622867142643,0,1,0,13,5.97665369649805e-09,4.12248506879231,leading_edge,1,1,R,1,1,2,2.57418482367935,5.55071816562454,1.71515669119699,0.0208741794842701,0.0183909037703212,0.356355348894667,2.85424673295806e-08,5.04545891238062e-09,5.47859922178988e-09,0.135093905647573,1.49416342412452e-09,1.67493207755139,106.707469257601,9.98072411957515,0.991846373130921,1,148.877690383997,0.156194882345834,-4.85493003891279,-3.68494399801585,-3.86026599316,-0.507193858156353,-0.40050045825442,-0.417309346659375,0,-4.68607603875464,0.135093905647571,0.169864318930392,0.0347704132828202,0.588096350845934,3.05839097807858,14.9418602731297,-3.38127002109564e-11,0.0272166309723032,0,,2,0,1,1,0,1,2.498686932795,dielectric,0.00207730676041614,0.000708084010472529,0.340866367917023,0,57.1622867142643,57.1622867142643,ceiling
291,2.58276613300525,0.610491929653747,1.55053203740689,-0.234767241565081,9.09960021136877,0.00408759125682387,27.9046203416142,6.71892059791841,18.8517618917988,3.83565572678562,glass,ideal,wall_y,2.51974816002375,38.4890865651803,38.4890865651803,2.58276613300525,0.610491929653747,38.4890865651803,0,1,0,13,5.97665369649805e-09,0.046696380986004,leading_edge,1,1,R,1,1,2,0.246072047337825,-12.2012633970095,0.00557555345632687,0.277173868649315,0.0201944010158761,0.350669147066763,2.37289348749198e-08,4.10443942314224e-09,4.48249027237354e-09,0.15788459282445,9.96108949416347e-10,1.66966427903906,121.336675352125,10.6693735630727,0.993898155676045,1,168.82197503986,0.187485695522416,42.274001180387,11.4310734406064,12.1747815309153,0.99988153163266,0.865798492731556,0.885712848902677,9.96108949416347e-09,10.0926029186216,0.157884592812559,0.215781467428646,0.0578968746160868,0.0570918357580465,5.92379310582478e-05,0.38352059639833,9.5664002649323e-09,0.0331157575942702,0,,2,0,1,1,0,1,2.51974816002375,dielectric,0.00205994366421509,0.000484826492662256,0.235359102816529,0,38.4890865651803,38.4890865651803,wall_y
292,2.85918256935103,0.53861863524002,-0.266565466098602,0.1608999051091,6.6440823137475,0.0399514492213405,24.8244722995676,5.33668731087225,16.1629176013517,1.43372182667959,glass,ideal,ceiling,2.34135919915703,7.64201351868363,7.64201351868363,2.85918256935103,0.53861863524002,7.64201351868363,0,1,0,12,5.47859922178988e-09,0.0483046689215154,leading_edge,1,1,R,1,1,2,0.103012242205091,-20.220535836544,0.0142468302908808,0.00449946233101273,0.0262549930355355,0.394729363837621,4.05800430444005e-08,7.05799727673902e-09,3.98443579766537e-09,0.196478661068796,9.96108949416347e-10,1.65167017809871,121.090567112956,10.4967121459143,0.98414222000619,2,173.223238110386,0.244522020199415,37.903294140235,16.8521331397324,17.7618614672163,0.999675936801556,0.959547763387733,0.967066872402682,-5.47859922178991e-09,31.4788879807438,0.196478661054607,0.00409108830184366,-0.192387572752764,0.0163066501706547,0.000162058041462337,0.0843840251133716,2.31259223329959e-09,0.960068338045353,0,,2,0,1,1,0,1,2.34135919915703,dielectric,0.00221689147890136,0.000687839091445054,0.310271882043559,0,7.64201351868363,7.64201351868363,ceiling
293,2.00755823366631,1.29831380273101,0.229956517780878,-0.121584977685509,2.19452499923389,0.00336826906349019,30.9418679003751,5.60669302413318,32.1451413230455,4.93242012636857,concrete,ideal,ceiling,0.755440646034768,20.1409074209063,20.1409074209063,2.00755823366631,1.29831380273101,20.1409074209063,0,1,0,1,0,0.156859547755482,leading_edge,1,1,R,1,1,2,0.0158210643038867,-36.0473749090107,0.00418818802083373,0.0109844708778527,0.0155546224900214,0.311891872370578,3.69382903947611e-08,5.34714834747602e-09,4.98054474708171e-09,0.125791958594057,0,1.5,116.477247489822,10.4429566941814,0.994532922488545,2,164.378296261232,0.14389247482985,50.8465356005819,34.9716363709818,35.5393625289369,0.999983542210679,0.999363602976629,0.999441565220814,0,47.5593731542604,0.12579195859324,0.00370623408223386,-0.122085724511006,0.000278182541326824,8.22898820712401e-06,0.00221206701937849,1.2692403401093e-09,0.890622111742897,0,,2,0,1,1,1,0,0.755440646034769,dielectric,0.0068708763354251,0.000582734534554047,0.0848122577246173,0,20.1409074209063,20.1409074209063,ceiling
294,2.52142696492153,0.626084869953713,-1.44717582678579,-1.57362561201929,8.47946669352622,0.0209578778637622,23.946840420594,12.993717872392,21.2182447518093,4.14228926559551,drywall,patch_ffd,wall_y,2.85708542003791,48.4416018735179,48.4416018735179,2.52142696492153,0.626084869953713,48.4416018735179,0,1,0,16,7.47081712062257e-09,1.5566370070636,leading_edge,1,1,R,1,1,2,7.69778376509723,13.4514834532089,6.46771318014321,0.00249929575420471,0.0160406866512005,0.465591060736242,7.54420609903835e-08,2.23084509815673e-08,8.46692607003891e-09,0.103630566127939,9.96108949416347e-10,1.63523689560603,57.982858353929,7.3591387092033,0.933369231293358,2,76.068841662171,0.115611445696318,-16.2829582809112,-12.2208705459724,-12.8680783642193,-0.954013357772993,-0.886851041368393,-0.901747197123964,0,-16.2150150452016,0.103630566127936,0.227497098669564,0.123866532541628,0.733957550439717,42.4908900312177,144.16774952015,-2.29283530290114e-09,0.848356444272469,0,,2,0,1,1,0,1,2.85708542003791,dielectric,0.00181672526178432,0.000611144761621292,0.336399110243587,0,48.4416018735179,48.4416018735179,wall_y
295,2.12286891439608,0.544698207338434,0.00341620456156821,0.137431763157005,2.56021393648387,0.00601519437158424,36.1489654348148,11.3363026798691,27.992651133927,3.82678376390323,metal_pec,ideal,wall_y,1.5841470703798,4.97845982204523,4.97845982204523,2.12286891439608,0.544698207338434,4.97845982204523,0,1,0,7,2.98832684824903e-09,0.0738636753191401,leading_edge,1,1,R,1,1,2,0.0281842284424816,-31.4579684410995,0.00788762618019651,0.0620854439888275,0.0230471087585229,0.392486798611425,9.153675832612e-09,3.53698433787866e-09,4.48249027237354e-09,0.168418686997915,9.96108949416347e-10,1.65423284892246,102.312696657147,9.57979377742308,0.999280314860896,2,153.801105970486,0.202528224678243,43.1198203589988,29.6449008752156,30.3571523455851,0.999902495185324,0.997831952162488,0.998159588533686,-2.98832684824904e-09,40.1735092458041,0.168418686993296,0.00852356699186643,-0.15989512000143,0.000901335451801595,4.87548656585132e-05,0.00535668382859065,-1.98534441634481e-09,0.980445103959799,0,,2,0,1,1,0,1,1.5841470703798,PEC,0.00327655137247712,0.001015435236365,0.30990975599974,0,4.97845982204523,4.97845982204523,wall_y
296,2.00548833879802,0.398589586396248,-0.0453089878416062,-1.21406710978249,6.81939071209766,0.00359361461529081,22.979784156295,10.2374975581577,17.3516063675067,1.07252924717731,drywall,patch_ffd,ceiling,2.01448143498649,37.0914773017873,37.0914773017873,2.00548833879802,0.398589586396248,37.0914773017873,0,1,0,10,4.48249027237354e-09,4.62567133939433,leading_edge,1,1,R,1,1,2,5.609429385538,12.8194869789715,4.20583475980609,0.00825761328908681,0.0269470490962688,0.447815716087431,1.04451465700666e-07,3.84644885917773e-08,4.48249027237354e-09,0.179873795278131,1.49416342412452e-09,1.6425701146082,109.223585030018,9.91002186802709,0.871698595058069,1,138.135615182472,0.219324531081325,-12.7089102637262,-12.0871566835157,-12.204619999564,-0.898266017291063,-0.883519190270214,-0.88645094692479,0,-12.4770441196722,0.17987379527813,0.202021189843513,0.0221473945653837,0.752264333800974,18.6591143563308,73.6629406800063,3.33131498731008e-11,0.0846832097992883,0,,2,0,1,1,0,1,2.01448143498649,dielectric,0.00257661310127355,0.000808446739034731,0.313763342519347,0,37.0914773017873,37.0914773017873,ceiling
297,2.97976406780573,0.548962196651794,0.792421249226298,0.698723029724298,2.75902634481107,0.0333607256266778,27.2871728198423,11.1081497854258,20.8021419368139,2.2529371320914,metal_pec,ideal,wall_x,2.65046091186004,23.4907826580066,23.4907826580066,2.97976406780573,0.548962196651794,23.4907826580066,0,1,0,14,6.47470817120623e-09,0.0440009723866475,leading_edge,1,1,R,1,1,2,0.0755666421507625,-23.7951652092893,0.0110151356434665,0.00513594177031507,0.0170082938248478,0.365966226363561,1.9790929712931e-08,5.24744064743773e-09,1.14552529182879e-08,0.130688027020823,9.96108949416347e-10,1.66116022815596,78.8116536808719,8.36453660984245,0.995507848610852,2,130.548488773783,0.150335013301322,40.2946087980492,22.6122303088311,23.0996729111567,0.999813135255867,0.989099823132312,0.990251435894406,-4.98054474708173e-09,32.1665416845914,0.130688027012251,0.0109906620800306,-0.11969736493222,0.00473872367046311,9.34413534174555e-05,0.0364374216608692,-1.49599812307142e-09,0.919596900067173,0,,2,0,1,1,0,1,2.65046091186004,PEC,0.00195835344503003,0.00105828475825244,0.540395177866484,0,23.4907826580066,23.4907826580066,wall_x
298,2.49943624617711,1.15603893210781,-0.748049571167228,1.83961774623264,5.27035470368599,0.00172970712636691,33.5521837170961,9.66905723038539,38.0741920581919,1.88515611511968,brick,patch_ffd,ceiling,2.39760045808849,55.9228244141076,55.9228244141076,2.49943624617711,1.15603893210781,55.9228244141076,0,1,0,12,5.47859922178988e-09,3.01457404483316,leading_edge,1,1,R,1,1,2,3.14182376253493,9.13073854431214,2.46983923046001,0.0113233132266324,0.0225216968048855,0.377698275666605,8.15209421274896e-09,2.66666323644184e-09,4.98054474708171e-09,0.166239294198415,9.96108949416347e-10,1.66430010608402,112.906598796333,10.2206319517614,0.999414043382723,1,162.2946553499,0.199384899098346,-8.35562066875291,-9.08488296157416,-8.97117738873531,-0.745157139380393,-0.780221256470168,-0.775046848914752,0,-7.85337369193973,0.166239294198412,0.144270658590226,-0.0219686356081862,0.759268672229481,6.84797343404975,40.6068881615678,1.96468226952588e-11,0.0297671821537394,0,,2,0,1,1,0,1,2.39760045808849,dielectric,0.00216488916664486,0.000677165964446081,0.312794749440014,0,55.9228244141076,55.9228244141076,ceiling
299,2.68662293407267,0.741050052702726,1.15464752093035,-0.45261619441081,8.05569466850264,0.00112940996860767,21.045706692456,11.2450553807389,20.8698564770824,1.05076870243769,concrete,patch_ffd,wall_x,2.30723344153895,32.5151595592188,32.5151595592188,2.68662293407267,0.741050052702726,32.5151595592188,0,1,0,13,5.97665369649805e-09,1.92999626779772,leading_edge,1,1,R,1,1,2,13.5195224573628,18.5209618071983,19.070203143092,0.0143038834273206,0.0105437560219588,0.349221605270591,1.45162117703386e-07,8.26477984598511e-08,1.09571984435798e-08,0.0601053743235784,5.97665369649808e-09,1.62705093091349,65.0870424693502,7.29390395389154,0.740139932216064,11,88.8763588821226,0.0639490562894983,-25.4851677131058,-16.2120836370804,-17.8299004130569,-0.994359900545574,-0.953274399199706,-0.967570499378537,-4.98054474708173e-10,-22.5284755518705,0.060105374323577,0.212144632790059,0.152039258466482,0.635882217126637,353.603676080621,652.458822828342,-2.50173106507978e-09,0.9470508076282,0,,2,0,1,1,0,1,2.30723344153895,dielectric,0.00224968100938949,0.000576752171482478,0.256370645027134,0,32.5151595592188,32.5151595592188,wall_x
300,2.19367810473783,0.892581598902639,-0.79059490875673,-0.326450859878533,4.57314835310302,0.0245192469860862,23.6656791973952,5.09420508055162,17.4996359399598,2.92663113513976,ceramic_tile,patch_ffd,wall_x,1.5570685891007,33.3209645553542,33.3209645553542,2.19367810473783,0.892581598902639,33.3209645553542,0,1,0,7,2.98832684824903e-09,1.63113902785645,leading_edge,1,1,R,1,1,2,17.0040754628882,20.8012815823044,18.2457621846233,0.02157684014629,0.00775678752373666,0.443572727280455,1.72823326547809e-07,1.79731111493726e-07,1.29494163424125e-08,0.052396712793026,2.98832684824904e-09,1.62884569467174,33.8809205807139,4.24016056677239,0.38405663655508,73,40.5270822542928,0.0552939331262383,-25.3873263428576,-18.9256212547739,-19.6364644476539,-0.994231764338685,-0.974710438654391,-0.978487696855243,0,-25.223240199346,0.0523967127930252,0.196965530939414,0.144568818146389,0.79405104451706,345.72647191113,1408.92367297109,4.27970330925188e-09,0.894438859076592,0,,2,0,1,1,1,0,1.5570685891007,dielectric,0.00333353282828496,0.000427543642674541,0.128255416909905,0,33.3209645553542,33.3209645553542,wall_x
301,2.53208814022117,1.11826583283518,1.70240765536068,1.10445342776549,4.05179528105761,0.00104774593112422,29.5999518334886,10.0164253421431,31.3739747908462,3.08058305391239,metal_pec,patch_ffd,wall_x,2.47323729472039,55.1347414689852,55.1347414689852,2.53208814022117,1.11826583283518,55.1347414689852,0,1,0,13,5.97665369649805e-09,4.21245721294089,leading_edge,1,1,R,1,1,2,4.59534570280507,7.33711425497057,2.23759969409022,0.0098096651917946,0.0248220022441224,0.432884109315005,1.15221827344459e-08,3.5468077803062e-09,7.96887159533074e-09,0.169342472804123,1.49416342412452e-09,1.65059599826467,83.5787857483542,8.66164395481167,0.99856366124366,2,136.171630572851,0.203865573066902,-7.00051658206302,-6.76914149073948,-6.80835613521844,-0.667357925780868,-0.652319800506353,-0.654905797130986,0,-6.99564787979127,0.169342472804122,0.177003535817318,0.00766106301319605,0.680674246934426,5.01246852099187,23.2951630316036,-2.68539117324967e-10,0.134628684503543,0,,2,0,1,1,0,1,2.47323729472039,PEC,0.00209868226908059,0.00138341156538357,0.65918104220208,0,55.1347414689852,55.1347414689852,wall_x
302,2.08919968136802,0.807666795860147,-0.950618344549499,1.89230197983844,2.05639014515924,0.00268622114741585,32.1565850393664,12.1738757306556,18.6482977357755,4.46247813152416,concrete,ideal,floor,2.47523909078146,58.8191527939145,58.8191527939145,2.08919968136802,0.807666795860147,58.8191527939145,0,1,0,13,5.97665369649805e-09,0.0472711847005506,leading_edge,1,1,R,1,1,2,0.0817097177607323,-21.8289738136173,0.00575859339522326,0.231432482119932,0.0243738569109579,0.39393780959868,2.18723574864399e-08,3.8231583150142e-09,4.98054474708171e-09,0.177176927867291,9.96108949416347e-10,1.65240320392971,115.381356256863,10.3698385694845,0.994906090707144,1,161.458918946842,0.215328098916889,45.5497518039834,20.2868396625848,21.1248270206947,0.999944276341343,0.981451894188751,0.984681784334631,3.98443579766539e-09,29.4344921382282,0.177176927854837,0.0288556742183737,-0.148321253636464,0.00763954943635842,2.78628039790031e-05,0.0434509918369131,4.95252867998805e-09,0.803479028855886,0,,2,0,1,1,1,0,2.47523909078146,dielectric,0.00209698500520199,0.000270719078086492,0.129099195947953,0,58.8191527939145,58.8191527939145,floor
303,2.37098261881212,0.312587147801276,1.18355736677778,-1.49783898901701,4.19731529324584,0.00357207313336802,20.3266563329945,14.1487840214823,30.9109879097822,3.52230634236595,wood,patch_ffd,ceiling,2.80736915858093,42.8436909643658,42.8436909643658,2.37098261881212,0.312587147801276,42.8436909643658,0,1,0,15,6.9727626459144e-09,2.17908789879513,leading_edge,1,1,R,1,1,2,7.78621422846608,15.5854862156623,5.58068686434053,0.00484721232568452,0.0195911017411299,0.376471071681268,3.22518206062006e-08,5.90044131604578e-09,5.97665369649806e-09,0.140766398257117,9.96108949416347e-10,1.66591136551402,98.5107326089632,9.5337809118892,0.988754335852823,1,142.098258057515,0.163827855395302,-15.1426489794081,-14.2667478424809,-14.3995534752241,-0.94061530181829,-0.927824033862411,-0.929921577940543,0,-14.9337530935656,0.140766398257113,0.167035410616852,0.0262690123597391,0.803529014772858,32.6787095200861,162.910188466063,3.02604909075329e-12,0.0581949226153912,0,,2,0,1,1,0,1,2.80736915858093,dielectric,0.00184889801250159,0.000502429826797289,0.271745560544734,0,42.8436909643658,42.8436909643658,ceiling
304,2.322579832116,0.270097311296482,0.0340775186593438,-0.91071839947824,5.98370364083513,0.00290823943458784,26.3494854190289,14.9837616838216,15.474123565238,1.86140803300042,brick,ideal,floor,2.24571898925396,23.9424685407105,23.9424685407105,2.322579832116,0.270097311296482,23.9424685407105,0,1,0,12,5.47859922178988e-09,0.0617033375443035,leading_edge,1,1,R,1,1,2,0.117351202812142,-18.9721908354376,0.0230245053181487,0.0319069599257955,0.026882265000693,0.419931227249781,3.27210253355875e-08,5.6101591102856e-09,4.98054474708171e-09,0.183661356427124,1.49416342412452e-09,1.6515227244434,113.087769922828,10.2811361895634,0.988026608336172,1,156.71213605537,0.224981823258166,33.523765871929,18.1771660355745,18.9852793955853,0.999111902983035,0.970025275920844,0.975051157072029,-5.47859922178991e-09,33.7739040799427,0.18366135641977,0.0019436459846732,-0.181717710435097,0.0122573647371974,0.000444245884112516,0.0675819890868466,7.11567983774479e-09,0.967164583393895,0,,2,0,1,1,0,1,2.24571898925396,dielectric,0.00231130398883204,0.000794028401857371,0.343541310746671,0,23.9424685407105,23.9424685407105,floor
305,2.90594696316512,1.2763216176372,-0.681442035203965,-0.633090064259825,7.3854609279385,0.00895460151443516,20.462820259963,11.7942635588776,25.2501267996047,2.13730102810401,brick,patch_ffd,wall_x,1.87639149528941,29.7164782005301,29.7164782005301,2.90594696316512,1.2763216176372,29.7164782005301,0,1,0,9,3.98443579766537e-09,1.59557468462435,leading_edge,1,1,R,1,1,2,19.8582805845175,23.0030625039061,22.9546916090511,0.0456511330153979,0.00854448869363978,0.313950900067763,1.36380255106324e-07,7.07443646554776e-08,1.34474708171206e-08,0.0728699432047879,3.98443579766539e-09,1.69004108903788,61.8213933502436,7.16053667783792,0.778556948521593,8,89.11600909515,0.0785973258775319,-26.529339662162,-21.9822915700101,-22.5299720050124,-0.995562571345052,-0.987409061327342,-0.988892556268615,0,-27.217429249898,0.0728699432047854,0.183014372343418,0.110144429138632,0.812143563235249,449.71147178211,2006.78224232431,-3.07397973125124e-09,0.902558846146829,0,,2,0,1,1,1,0,1.87639149528941,dielectric,0.00276623469605844,0.000517415466378777,0.187046842813458,0,29.7164782005301,29.7164782005301,wall_x
306,2.91962794417821,1.27173226240529,-0.707462973606619,-0.710662342344965,6.46410977615063,0.00310877459864993,33.1075135892069,7.63318104785162,12.631296657988,4.44159559695819,metal_pec,ideal,wall_y,1.92901658931628,31.32112310618,31.32112310618,2.91962794417821,1.27173226240529,31.32112310618,0,1,0,9,3.98443579766537e-09,0.0607407825828415,leading_edge,1,1,R,1,1,2,0.16431278437486,-16.5168867957229,0.0148210209209136,0.0508367204102104,0.0148852354691841,0.330694125998599,4.71635972964378e-08,1.03593643234239e-08,1.24513618677043e-08,0.121271925390435,9.96108949416347e-10,1.67738851322884,89.2223352136307,8.87161927110418,0.978290241348191,2,139.925176135177,0.138008479408512,36.7909833803173,15.6784392481747,16.2240639413662,0.999581360284881,0.947326184473659,0.953400118190736,-2.49027237354087e-09,30.2742655972181,0.121271925385961,0.00269772594782037,-0.118574199438141,0.0232043414532634,0.000209363833611688,0.195906010825558,-3.82758940907799e-10,0.988943260260153,0,,2,0,1,1,0,1,1.92901658931628,PEC,0.00269076963174188,0.00111672493298751,0.415020639379147,0,31.32112310618,31.32112310618,wall_y
307,2.64634620801988,0.670165912123568,0.212177931407748,-1.2597488640864,9.87755603438636,0.0121814204433415,30.4733359654132,5.13747579291509,11.5374137363891,1.91396056743629,metal_pec,ideal,wall_y,2.35314156757137,32.8804553288407,32.8804553288407,2.64634620801988,0.670165912123568,32.8804553288407,0,1,0,12,5.47859922178988e-09,0.0491760117302631,leading_edge,1,1,R,1,1,2,0.236577926281408,-14.6965181519454,0.0610433978881793,0.00519842390153291,0.0158560082543014,0.360571809339309,5.7908281130562e-08,1.42879851666904e-08,9.96108949416343e-09,0.123350676128704,2.98832684824904e-09,1.65991881716324,78.3678225674852,8.32072395602354,0.962497296354145,2,125.372832992912,0.140706976860468,26.4017513133596,13.684787006592,14.2066724423902,0.995430576060833,0.917899256541837,0.92685546317421,-3.98443579766539e-09,28.6699463607549,0.123350676122483,0.00279901433666736,-0.120551661785816,0.0360982276817473,0.00228994403562165,0.303756236193793,1.07697597658207e-08,0.965192074422967,0,,2,0,1,1,0,1,2.35314156757137,PEC,0.00220579132560035,0.00122602261481713,0.555819855027966,0,32.8804553288407,32.8804553288407,wall_y
308,2.82777882014598,1.25051400381821,1.05947929623006,-1.28388157633976,8.00619967985895,0.00143630004049833,30.4639023033661,7.59520757223496,29.74692946727,1.49467006188312,metal_pec,patch_ffd,wall_x,2.29316649679658,46.5429318235314,46.5429318235314,2.82777882014598,1.25051400381821,46.5429318235314,0,1,0,11,4.98054474708171e-09,2.31391375059113,leading_edge,1,1,R,1,1,2,6.46177104841212,14.6571774329632,5.02660867800811,0.0237645399958522,0.0131212414973844,0.316665512983126,3.27874701330988e-08,7.26530527221156e-09,1.09571984435798e-08,0.108286257953737,9.96108949416347e-10,1.68763489464601,83.6859811957558,8.60034326079178,0.98692130897956,2,134.513696281155,0.121436121086624,-14.4314996052434,-14.2250931935256,-14.2476979977475,-0.930417305583806,-0.927153775030959,-0.927518245412526,4.98054474708173e-10,-18.1855765037633,0.108286257953734,0.216205121399638,0.107918863445904,0.854671797456047,27.7427788874804,217.784679415173,9.76020793314579e-12,0.0481634133169593,0,,2,0,1,1,0,1,2.29316649679658,PEC,0.00226348120160896,0.00117104504175389,0.517364597912926,0,46.5429318235314,46.5429318235314,wall_x
