stage,cp_feature,cir_feature,pearson,spearman,abs_pearson,abs_spearman
stage1,cp_phase_residual_circvar,max_excess_delay,0.22923211636942517,0.3011069577820009,0.22923211636942517,0.3011069577820009
stage1,f_r_fp,rise_time_fp,-0.4838166330044752,-0.29190493907478854,0.4838166330044752,0.29190493907478854
stage1,delta_tau_l_given_r_s,k_factor_estimate,0.2651953664694969,0.26909474878717077,0.2651953664694969,0.26909474878717077
stage1,delta_tau_l_given_r_s,fp_to_total_ratio,0.2632051859364203,0.26909474878717077,0.2632051859364203,0.26909474878717077
stage1,cp_phase_residual_circvar,k_factor_estimate,-0.23228012078677807,-0.2663108349234261,0.23228012078677807,0.2663108349234261
stage1,cp_phase_residual_circvar,fp_to_total_ratio,-0.251051595605886,-0.2663108349234261,0.251051595605886,0.2663108349234261
stage1,f_l_fp,rise_time_fp,0.1960799757888776,0.25348791219827194,0.1960799757888776,0.25348791219827194
stage1,lambda_l_late_fraction,fp_kurtosis,0.1479234242377598,0.24520733760697894,0.1479234242377598,0.24520733760697894
stage1,delta_p_l_given_r_db,fp_kurtosis,-0.16998153792537868,-0.19745461214756582,0.16998153792537868,0.19745461214756582
stage1,gamma_delay_linear,fp_kurtosis,-0.0389461235964753,0.19458002371190597,0.0389461235964753,0.19458002371190597
stage1,cp_phase_residual_circvar,rise_time_fp,0.22511034445678196,0.18574992003796878,0.22511034445678196,0.18574992003796878
stage1,f_l_fp,peak_to_avg_ratio,-0.20251075892491383,-0.15876384964042775,0.20251075892491383,0.15876384964042775
stage1,xpr_fp_db,fp_kurtosis,-0.15098227647645943,-0.14712600007554058,0.15098227647645943,0.14712600007554058
stage1,gamma_anchor_linear,fp_kurtosis,0.04057829121130405,0.14712600007554058,0.04057829121130405,0.14712600007554058
stage1,s3_fp,fp_kurtosis,-0.14859246207492896,-0.14712535563099846,0.14859246207492896,0.14712535563099846
stage1,f_l_fp,fp_to_total_ratio,-0.19068347665591157,-0.14158357306484146,0.19068347665591157,0.14158357306484146
stage1,f_l_fp,k_factor_estimate,-0.18623644180604057,-0.14158357306484146,0.18623644180604057,0.14158357306484146
stage1,s3_all,fp_kurtosis,-0.1490414644348949,-0.13376750249543048,0.1490414644348949,0.13376750249543048
stage1,xpr_all_db,fp_kurtosis,-0.13462776255868586,-0.13376750249543048,0.13462776255868586,0.13376750249543048
stage1,xpr_late_db,fp_kurtosis,-0.12791234133224416,-0.13099842429798353,0.12791234133224416,0.13099842429798353
stage1,s3_late,fp_kurtosis,-0.1456267946590865,-0.13099842429798353,0.1456267946590865,0.13099842429798353
stage1,f_l_fp,kurtosis_total,-0.15507646915375414,-0.12609702467744718,0.15507646915375414,0.12609702467744718
stage1,f_l_fp,skewness_total,-0.15333786658490292,-0.10878951164327907,0.15333786658490292,0.10878951164327907
stage1,f_l_fp,max_excess_delay,0.08176641742369155,0.08758629819861247,0.08176641742369155,0.08758629819861247
stage1,f_l_fp,energy_concentration_50ns,-0.18274237255805628,-0.07796981310775701,0.18274237255805628,0.07796981310775701
stage1,f_l_fp,rms_delay_spread,0.17943550224672666,0.07409758112195346,0.17943550224672666,0.07409758112195346
stage1,f_l_fp,mean_excess_delay,0.18333245498509967,0.06666041362893485,0.18333245498509967,0.06666041362893485
stage1,f_l_fp,fp_kurtosis,0.08915103441508875,0.057588360727836053,0.08915103441508875,0.057588360727836053
stage1,cp_phase_slope_delay_s,fp_kurtosis,-0.037316885123007064,-0.05528415637862108,0.037316885123007064,0.05528415637862108
stage1,f_l_fp,num_significant_peaks,0.13603460242634013,0.04868153946145136,0.13603460242634013,0.04868153946145136
stage1,cp_phase_residual_circvar,fp_kurtosis,0.020152471916285216,-0.04322937855165252,0.020152471916285216,0.04322937855165252
stage1,delta_tau_l_given_r_s,fp_kurtosis,-0.05527269955021079,0.013528660582342504,0.05527269955021079,0.013528660582342504
