,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,xpr_fp_db,xpr_late_db,xpr_all_db,s3_fp,s3_late,s3_all,delta_tau_l_given_r_s,delta_p_l_given_r_db,f_r_fp,f_l_fp,delta_f_l_minus_r_fp,lambda_l_late_fraction,gamma_anchor_linear,gamma_delay_linear,cp_phase_slope_delay_s,cp_phase_residual_circvar
peak_to_avg_ratio,-0.5486064386087719,-0.6655621385540805,-0.722835328419781,0.8117826812131866,-0.5122673301221216,0.10422672949801996,0.9385174055770439,0.9444846557423734,0.5494721680726354,-0.5720555610077545,1.0,0.8117826812131866,0.5389355624718878,0.3514094544149643,0.41273591695792217,0.5389355624718878,0.3514094544149643,0.41273591695792217,0.02207284256724405,0.5523515296520942,0.8117826812131866,-0.014808907171490335,-0.5821203565271891,-0.20483636811074252,-0.5389355624718878,-0.560637515190348,0.411824409659765,-0.7458122129368884
k_factor_estimate,-0.4094671886426197,-0.5283486687432124,-0.6176239622785671,1.0,-0.44580102735962823,-0.29050389774143753,0.7752416649074052,0.7734021070807906,0.4131263701148602,-0.4529800185369661,0.8117826812131866,1.0,0.5065321315211501,0.26784265165759463,0.33607205276385116,0.5065321315211501,0.26784265165759463,0.33607205276385116,-0.015533779148656246,0.5458537109305073,1.0,-0.016211015898373538,-0.712978114787796,-0.16134294816001832,-0.5065321315211501,-0.5396499501851237,0.41412984460474644,-0.59783668868727
xpr_fp_db,-0.42443436761444564,-0.45558155010067913,-0.43567858118621816,0.5065321315211501,-0.3922936853795375,-0.02607682231706459,0.5214036889757477,0.5392234640618898,0.42628264973166635,-0.3964449457879693,0.5389355624718878,0.5065321315211501,1.0,0.7201645598739422,0.8827395753986528,1.0,0.7201645598739422,0.8827395753986528,0.3202880284569361,0.8831910985898337,0.5065321315211501,-0.19858801471771365,-0.5185594056288958,-0.24749497221601507,-1.0,-0.8002860744272524,0.5093094518223685,-0.2873827251638582
xpr_late_db,-0.3353006114822364,-0.3451572327044025,-0.32690760803795804,0.26784265165759463,-0.12254526605905693,0.16667923458341719,0.3620941260421309,0.3822531138927332,0.33151028581516767,-0.354890426631126,0.3514094544149643,0.26784265165759463,0.7201645598739422,1.0,0.9190372333793004,0.7201645598739422,1.0,0.9190372333793004,-0.22546177587341543,0.8546300592140649,0.26784265165759463,-0.21762087772124822,-0.35070556877230713,-0.762685023890976,-0.7201645598739422,-0.9413573267785927,0.2337548235656258,-0.13690942005278195
xpr_all_db,-0.39518458664763784,-0.4094960940280996,-0.3717827066214226,0.33607205276385116,-0.2557360407344697,0.10714485655743608,0.4168974858816698,0.4419119200558684,0.39375520216691623,-0.39758208563462316,0.41273591695792217,0.33607205276385116,0.8827395753986528,0.9190372333793004,1.0,0.8827395753986528,0.9190372333793004,1.0,0.005425353471011441,0.9332548476397295,0.33607205276385116,-0.2000014650223848,-0.3921142124866821,-0.5621743072110789,-0.8827395753986528,-0.8983446481621171,0.34600302798727733,-0.18272099924403198
s3_fp,-0.42443436761444564,-0.45558155010067913,-0.43567858118621816,0.5065321315211501,-0.3922936853795375,-0.02607682231706459,0.5214036889757477,0.5392234640618898,0.42628264973166635,-0.3964449457879693,0.5389355624718878,0.5065321315211501,1.0,0.7201645598739422,0.8827395753986528,1.0,0.7201645598739422,0.8827395753986528,0.3202880284569361,0.8831910985898337,0.5065321315211501,-0.19858801471771365,-0.5185594056288958,-0.24749497221601507,-1.0,-0.8002860744272524,0.5093094518223685,-0.2873827251638582
s3_late,-0.3353006114822364,-0.3451572327044025,-0.32690760803795804,0.26784265165759463,-0.12254526605905693,0.16667923458341719,0.3620941260421309,0.3822531138927332,0.33151028581516767,-0.354890426631126,0.3514094544149643,0.26784265165759463,0.7201645598739422,1.0,0.9190372333793004,0.7201645598739422,1.0,0.9190372333793004,-0.22546177587341543,0.8546300592140649,0.26784265165759463,-0.21762087772124822,-0.35070556877230713,-0.762685023890976,-0.7201645598739422,-0.9413573267785927,0.2337548235656258,-0.13690942005278195
s3_all,-0.39518458664763784,-0.4094960940280996,-0.3717827066214226,0.33607205276385116,-0.2557360407344697,0.10714485655743608,0.4168974858816698,0.4419119200558684,0.39375520216691623,-0.39758208563462316,0.41273591695792217,0.33607205276385116,0.8827395753986528,0.9190372333793004,1.0,0.8827395753986528,0.9190372333793004,1.0,0.005425353471011441,0.9332548476397295,0.33607205276385116,-0.2000014650223848,-0.3921142124866821,-0.5621743072110789,-0.8827395753986528,-0.8983446481621171,0.34600302798727733,-0.18272099924403198
delta_tau_l_given_r_s,-0.008889873891520442,-0.0031627651662750104,0.04242865648897316,-0.015533779148656246,-0.24444997824252018,-0.04692726279852422,-0.0014215491882784194,-0.0020488980999663316,0.011625599072175275,0.0687871029639862,0.02207284256724405,-0.015533779148656246,0.3202880284569361,-0.22546177587341543,0.005425353471011441,0.3202880284569361,-0.22546177587341543,0.005425353471011441,1.0,-0.08284880356795754,-0.015533779148656246,0.23470986301698257,0.16353489397202173,0.6596698759434679,-0.3202880284569361,0.181776500997528,0.31885999375654034,-0.014526342565855669
delta_p_l_given_r_db,-0.4510978573224576,-0.4847101786545415,-0.4674893292962513,0.5458537109305073,-0.3284211668089911,-0.014878454582454218,0.5413661333738272,0.5624341264618845,0.4518811010877791,-0.45436979915695747,0.5523515296520942,0.5458537109305073,0.8831910985898337,0.8546300592140649,0.9332548476397295,0.8831910985898337,0.8546300592140649,0.9332548476397295,-0.08284880356795754,1.0,0.5458537109305073,-0.3723576778078327,-0.6638435849920802,-0.5500457161058223,-0.8831910985898337,-0.9217067675392192,0.38608459187398175,-0.2787347803310045
f_r_fp,-0.4094671886426197,-0.5283486687432124,-0.6176239622785671,1.0,-0.44580102735962823,-0.29050389774143753,0.7752416649074052,0.7734021070807906,0.4131263701148602,-0.4529800185369661,0.8117826812131866,1.0,0.5065321315211501,0.26784265165759463,0.33607205276385116,0.5065321315211501,0.26784265165759463,0.33607205276385116,-0.015533779148656246,0.5458537109305073,1.0,-0.016211015898373538,-0.712978114787796,-0.16134294816001832,-0.5065321315211501,-0.5396499501851237,0.41412984460474644,-0.59783668868727
f_l_fp,0.03274448486973441,0.0072764534277202815,0.006323072019262773,-0.016211015898373538,-0.006134419906155785,0.025559784641709434,-0.0004292350978211084,0.0029500612552196565,-0.03428993533736873,-0.02335800849288355,-0.014808907171490335,-0.016211015898373538,-0.19858801471771365,-0.21762087772124822,-0.2000014650223848,-0.19858801471771365,-0.21762087772124822,-0.2000014650223848,0.23470986301698257,-0.3723576778078327,-0.016211015898373538,1.0,0.6842303097493536,0.16139698937899924,0.19858801471771365,0.2013333843622029,-0.1131653413563885,-0.15201375145730633
delta_f_l_minus_r_fp,0.32086650312737014,0.38348709072480336,0.4429879347967167,-0.712978114787796,0.31049238218214675,0.23703504160704725,-0.5445271907743096,-0.5419794016206604,-0.3251455865994896,0.3062268948651509,-0.5821203565271891,-0.712978114787796,-0.5185594056288958,-0.35070556877230713,-0.3921142124866821,-0.5185594056288958,-0.35070556877230713,-0.3921142124866821,0.16353489397202173,-0.6638435849920802,-0.712978114787796,0.6842303097493536,1.0,0.23654312330426747,0.5185594056288958,0.5395887484634755,-0.3884363643247296,0.31640325481883314
lambda_l_late_fraction,0.24122125253652577,0.24231514689112785,0.18264632537943423,-0.16134294816001832,-0.034138258167077044,-0.12759166369341196,-0.2044076103797659,-0.2210487008831698,-0.23662557608095813,0.2818207655668751,-0.20483636811074252,-0.16134294816001832,-0.24749497221601507,-0.762685023890976,-0.5621743072110789,-0.24749497221601507,-0.762685023890976,-0.5621743072110789,0.6596698759434679,-0.5500457161058223,-0.16134294816001832,0.16139698937899924,0.23654312330426747,1.0,0.24749497221601507,0.7057435214940595,0.00983150184959076,0.022759912872320417
gamma_anchor_linear,0.42443436761444564,0.45558155010067913,0.43567858118621816,-0.5065321315211501,0.3922936853795375,0.02607682231706459,-0.5214036889757477,-0.5392234640618898,-0.42628264973166635,0.3964449457879693,-0.5389355624718878,-0.5065321315211501,-1.0,-0.7201645598739422,-0.8827395753986528,-1.0,-0.7201645598739422,-0.8827395753986528,-0.3202880284569361,-0.8831910985898337,-0.5065321315211501,0.19858801471771365,0.5185594056288958,0.24749497221601507,1.0,0.8002860744272524,-0.5093094518223685,0.2873827251638582
gamma_delay_linear,0.4339717127222791,0.4748713846148781,0.47217823726631897,-0.5396499501851237,0.25338834992994697,-0.043527329457608385,-0.552359216904383,-0.570277790466408,-0.43261941475647914,0.45597283408958034,-0.560637515190348,-0.5396499501851237,-0.8002860744272524,-0.9413573267785927,-0.8983446481621171,-0.8002860744272524,-0.9413573267785927,-0.8983446481621171,0.181776500997528,-0.9217067675392192,-0.5396499501851237,0.2013333843622029,0.5395887484634755,0.7057435214940595,0.8002860744272524,1.0,-0.33663404522721635,0.3043612152607596
cp_phase_slope_delay_s,-0.12717416523559494,-0.19291431223989167,-0.3611409298539303,0.41412984460474644,-0.23934851104194538,-0.03268191689125542,0.42296825880855,0.4060739005027578,0.13166893621679368,-0.19396908123269269,0.411824409659765,0.41412984460474644,0.5093094518223685,0.2337548235656258,0.34600302798727733,0.5093094518223685,0.2337548235656258,0.34600302798727733,0.31885999375654034,0.38608459187398175,0.41412984460474644,-0.1131653413563885,-0.3884363643247296,0.00983150184959076,-0.5093094518223685,-0.33663404522721635,1.0,-0.31034273704864657
cp_phase_residual_circvar,0.40727553161588265,0.5068084775413303,0.5332707225375121,-0.59783668868727,0.37927094392036936,-0.047269210620424634,-0.6908648693804972,-0.7003652267883458,-0.4085023644062112,0.4618438436722551,-0.7458122129368884,-0.59783668868727,-0.2873827251638582,-0.13690942005278195,-0.18272099924403198,-0.2873827251638582,-0.13690942005278195,-0.18272099924403198,-0.014526342565855669,-0.2787347803310045,-0.59783668868727,-0.15201375145730633,0.31640325481883314,0.022759912872320417,0.2873827251638582,0.3043612152607596,-0.31034273704864657,1.0
