,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,xpr_fp_db,xpr_late_db,xpr_all_db,s3_fp,s3_late,s3_all,delta_tau_l_given_r_s,delta_p_l_given_r_db,f_r_fp,f_l_fp,delta_f_l_minus_r_fp,lambda_l_late_fraction,gamma_anchor_linear,gamma_delay_linear,cp_phase_slope_delay_s,cp_phase_residual_circvar
peak_to_avg_ratio,-0.6462316894988827,-0.7025020476111674,-0.3821689991052474,0.8059913131500073,-0.5138558829838554,-0.0601088565057579,0.9388439853704793,0.9502243494958268,0.6849713967212611,-0.6647269491478306,1.0,0.7900579361612988,0.471090660716413,0.3246469713318645,0.3709516084776722,0.28034222565893285,0.24248939465689417,0.2711186280051843,0.02387207875824562,0.5090043981316591,0.8059913131500069,-0.03787965010430803,-0.5909890220358472,-0.17166564450522856,-0.29203587239355444,-0.28571885243455886,0.30699690180548583,-0.6821950072117747
k_factor_estimate,-0.44444236157406414,-0.4842502046021154,-0.2700268671769028,0.9980269784469484,-0.4169235816462376,-0.2876180567990701,0.7570861714865307,0.7435477342443694,0.46597890955859894,-0.45252512953397633,0.7900579361612988,1.0,0.4190940225349472,0.21944551758902564,0.2732273674935469,0.22496677803371884,0.15050253091192944,0.18289092045045421,-0.003132666350410511,0.4632031023783211,0.9980269784469464,-0.03901203231426698,-0.7263704090664808,-0.1008006341751939,-0.28098689674909527,-0.24231696367548275,0.30136076526993866,-0.534286180791766
xpr_fp_db,-0.3810998115339007,-0.3497343473152777,-0.15853467098079738,0.4305762655657849,-0.31088834441495383,-0.18985370041864347,0.43842972229290816,0.45496857326943546,0.33891002037004175,-0.3032164254325771,0.471090660716413,0.4190940225349472,1.0,0.7889537368912539,0.9123959511520082,0.8712648902288407,0.7494513205750569,0.8524345305981096,0.3597644598840666,0.912180090603139,0.430576265565782,-0.4088796382231866,-0.5829824119276618,-0.34330642246190024,-0.47767290795847556,-0.37156335726382295,0.5998438170529409,-0.13848856884923333
xpr_late_db,-0.2789492271965806,-0.2323249843334473,-0.10394725010527532,0.22816920575306432,-0.07670635469500751,0.05440095811813508,0.3217550073198211,0.3331986218926392,0.21954830231482272,-0.1903572471229699,0.3246469713318645,0.21944551758902564,0.7889537368912539,1.0,0.934438079298663,0.7434706501024048,0.9129243158139434,0.8421738664178651,-0.06546509781439472,0.8919979668547852,0.22816920575306393,-0.40036680232845145,-0.4352560207179525,-0.7734601641103133,-0.35524508881296274,-0.44308060792464904,0.3806380223539509,-0.05347610693400995
xpr_all_db,-0.33435097782846096,-0.28169191322374326,-0.11286772463001368,0.2823549667653785,-0.20527515543833186,-0.0545646533463099,0.35566704854954,0.3724020227387503,0.27134602587836393,-0.23148447132440575,0.3709516084776722,0.2732273674935469,0.9123959511520082,0.934438079298663,1.0,0.8246697902729717,0.8451496572383453,0.9011596097655201,0.14676204171999754,0.9567994107513869,0.28235496676537897,-0.4093749345170301,-0.479430955577162,-0.5681487412882906,-0.4282928933534069,-0.43382228775049314,0.4696124600336139,-0.07101274522318082
s3_fp,-0.28648844308614363,-0.23349426994601338,-0.07826455412936194,0.22924088837468334,-0.19740657708179246,-0.057012801071612905,0.22630637037105028,0.24103208928387565,0.2293143929772313,-0.17964951328237605,0.28034222565893285,0.22496677803371884,0.8712648902288407,0.7434706501024048,0.8246697902729717,1.0,0.8550939448078262,0.950052968851899,0.32806688732855693,0.8108856915434626,0.2292408883746661,-0.5070040002427044,-0.5093400443769761,-0.5296854291214251,-0.16907112679081468,-0.1482949982595712,0.587659767329874,0.06802660935663844
s3_late,-0.2511580755891798,-0.20193557830210657,-0.0750165915200064,0.15707625347220164,-0.06659429159472424,0.05489436337604963,0.2144504619981318,0.23018917319068244,0.1942098707568669,-0.15762120688634443,0.24248939465689417,0.15050253091192944,0.7494513205750569,0.9129243158139434,0.8451496572383453,0.8550939448078262,1.0,0.9317408231803872,-0.024076696047590593,0.8134987517806348,0.15707625347219,-0.46543215135849536,-0.43016966559276526,-0.8057906363719358,-0.16507439972755436,-0.19874937305375356,0.39868773740694885,0.07331958564233149
s3_all,-0.29823896885742873,-0.24181151251456623,-0.08213616422765137,0.1891260421997705,-0.17716295190633716,-0.026752824316263822,0.22752591793421287,0.2491353875107101,0.23724946178141712,-0.18887973654771462,0.2711186280051843,0.18289092045045421,0.8524345305981096,0.8421738664178651,0.9011596097655201,0.950052968851899,0.9317408231803872,1.0,0.179996503549034,0.8680527169217285,0.1891260421997579,-0.4862019072084698,-0.46691723450727224,-0.6327584960953476,-0.19281358779316873,-0.18071788185297274,0.4869191483479595,0.07433672582376874
delta_tau_l_given_r_s,-0.08744552913977803,-0.05701306987831157,0.031736997663116204,-0.0008751196984886527,-0.22057214072695874,-0.16237885111580178,-0.007230275593167545,0.0021476156479583773,0.06323670466576206,-0.03369248701907918,0.02387207875824562,-0.003132666350410511,0.3597644598840666,-0.06546509781439472,0.14676204171999754,0.32806688732855693,-0.024076696047590593,0.179996503549034,1.0,0.09088795247975505,-0.0008751196984986125,0.04902922771570919,0.03433008226702593,0.3413249259404252,-0.11888769356788802,0.053936004836233384,0.39209032917538567,-0.0049684416520649165
delta_p_l_given_r_db,-0.40673247012972435,-0.38573697360503256,-0.20837314089756873,0.47352277168958956,-0.27847872514744,-0.11136544013492629,0.4807917915117339,0.5038128582839222,0.37366419774343945,-0.34597746896393106,0.5090043981316591,0.4632031023783211,0.912180090603139,0.8919979668547852,0.9567994107513869,0.8108856915434626,0.8134987517806348,0.8680527169217285,0.09088795247975505,1.0,0.4735227716895879,-0.5323188082543864,-0.6979720330349178,-0.5633486159954165,-0.4403654675035072,-0.4499775421694707,0.4872376853278969,-0.15471775777420127
f_r_fp,-0.45764549861807013,-0.505404356065758,-0.29082963749317264,0.9999999999999997,-0.42909657454380823,-0.2954399628209065,0.771765208734362,0.762956725770549,0.4870213961842744,-0.47883234620962206,0.8059913131500069,0.9980269784469464,0.430576265565782,0.22816920575306393,0.28235496676537897,0.2292408883746661,0.15707625347219,0.1891260421997579,-0.0008751196984986125,0.4735227716895879,1.0,-0.037127723008459124,-0.7264575376953843,-0.10455996229075608,-0.29455646870338104,-0.25255143328547225,0.307345409786442,-0.5449065657340705
f_l_fp,0.04414637643045569,0.02205221478355114,0.010639562924476516,-0.03712772300847207,0.006036629246290586,-0.03924573796952345,-0.015029841917463411,-0.01834266733808767,-0.021650136534063114,0.01702182927029182,-0.03787965010430803,-0.03901203231426698,-0.4088796382231866,-0.40036680232845145,-0.4093749345170301,-0.5070040002427044,-0.46543215135849536,-0.4862019072084698,0.04902922771570919,-0.5323188082543864,-0.037127723008459124,1.0,0.7137092561542839,0.33065468856620084,0.11525389773261459,0.13704360565751614,-0.28341332221651394,-0.1814487156430705
delta_f_l_minus_r_fp,0.3511341499383002,0.36941570891573966,0.2111665359641569,-0.7264575376953939,0.30491596526448234,0.1800926320167762,-0.551285596485906,-0.547389689546204,-0.35625412310977267,0.3473313906944342,-0.5909890220358472,-0.7263704090664808,-0.5829824119276618,-0.4352560207179525,-0.479430955577162,-0.5093400443769761,-0.43016966559276526,-0.46691723450727224,0.03433008226702593,-0.6979720330349178,-0.7264575376953843,0.7137092561542839,1.0,0.30067516016803897,0.28572052693854305,0.27126259922194423,-0.4103254167671891,0.2571591707851859
lambda_l_late_fraction,0.15966245581209987,0.13751736981539214,0.08513927722686894,-0.10455996229076903,-0.10022546579019317,-0.2186372673441955,-0.15618005166872836,-0.16696496137849648,-0.1292981152102115,0.11324462919366622,-0.17166564450522856,-0.1008006341751939,-0.34330642246190024,-0.7734601641103133,-0.5681487412882906,-0.5296854291214251,-0.8057906363719358,-0.6327584960953476,0.3413249259404252,-0.5633486159954165,-0.10455996229075608,0.33065468856620084,0.30067516016803897,1.0,-0.04477614524768238,0.19499569487065319,-0.17309710443448742,-0.04774395539974738
gamma_anchor_linear,0.2101283071454432,0.22362972664362285,0.1107941240480571,-0.294556468703374,0.15558334872543367,0.2502198455059468,-0.28617989704388486,-0.2995283526671098,-0.21490413829389923,0.21400272280168112,-0.29203587239355444,-0.28098689674909527,-0.47767290795847556,-0.35524508881296274,-0.4282928933534069,-0.16907112679081468,-0.16507439972755436,-0.19281358779316873,-0.11888769356788802,-0.4403654675035072,-0.29455646870338104,0.11525389773261459,0.28572052693854305,-0.04477614524768238,1.0,0.6975170908085923,-0.24348066150320363,0.21183440923075253
gamma_delay_linear,0.18700673938142182,0.2081385505119103,0.20387702318208525,-0.2525514332854624,0.043356624686117985,0.09194656650615057,-0.29237238078819655,-0.3101559462803051,-0.19717557680552952,0.18798182081474468,-0.28571885243455886,-0.24231696367548275,-0.37156335726382295,-0.44308060792464904,-0.43382228775049314,-0.1482949982595712,-0.19874937305375356,-0.18071788185297274,0.053936004836233384,-0.4499775421694707,-0.25255143328547225,0.13704360565751614,0.27126259922194423,0.19499569487065319,0.6975170908085923,1.0,-0.13426157289311832,0.20570650012266395
cp_phase_slope_delay_s,-0.13225410568612977,-0.0894754197687427,-0.048972840179118564,0.30734540978645664,-0.14263839584605872,-0.0938363211711255,0.31492386555073953,0.28730014604791837,0.08250486102560475,-0.07137377362894669,0.30699690180548583,0.30136076526993866,0.5998438170529409,0.3806380223539509,0.4696124600336139,0.587659767329874,0.39868773740694885,0.4869191483479595,0.39209032917538567,0.4872376853278969,0.307345409786442,-0.28341332221651394,-0.4103254167671891,-0.17309710443448742,-0.24348066150320363,-0.13426157289311832,1.0,-0.09994138486894115
cp_phase_residual_circvar,0.45778915344806403,0.4823726591394943,0.22635610649930338,-0.5449065657340632,0.3519818840210398,0.05156114400832926,-0.6338536703022339,-0.6358595108585889,-0.4692026445665625,0.4247833555885884,-0.6821950072117747,-0.534286180791766,-0.13848856884923333,-0.05347610693400995,-0.07101274522318082,0.06802660935663844,0.07331958564233149,0.07433672582376874,-0.0049684416520649165,-0.15471775777420127,-0.5449065657340705,-0.1814487156430705,0.2571591707851859,-0.04774395539974738,0.21183440923075253,0.20570650012266395,-0.09994138486894115,1.0
