case_name,path_type,abs_H11_mid,abs_H21_mid,gamma_mid,gamma_fp,tx_ar_db,tx_xpd_db,rx_ar_db,rx_xpd_db
ideal_los,LoS,2.16840434497101e-19,0.00170387798635374,7.85775028677374e+15,1.33680387895948e+16,1.37931034482758,52.8275862068966,8.62068965517241,15.1724137931035
patch_los,LoS,0.000361462681074828,0.00292242713643327,8.08500376233387,8.08500376233386,3.96551724137931,18.3448275862069,9.03448275862069,9.6551724137931
ideal_pec_1bounce,PEC 1-bounce,0.0015736133539148,8.84907818777677e-06,0.00562341325190349,0.00562341325190349,2.64705882352941,46.2352941176471,10,8
patch_pec_1bounce,PEC 1-bounce,0,0,NaN,NaN,4.85294117647059,16.8235294117647,10,8
