x_var,y_var,x_index,y_index,x_label,y_label,n,auc_cir,auc_joint,delta_auc
slab_placement,snr_db,2,1,"ceiling","[10.00, 16.00]",154,0.854591836734694,0.945918367346939,0.0913265306122448
slab_placement,snr_db,3,1,"wall_x","[10.00, 16.00]",158,0.710442773600668,0.851127819548872,0.140685045948204
slab_placement,snr_db,4,1,"floor","[10.00, 16.00]",138,0.798157894736842,0.852368421052632,0.0542105263157895
slab_placement,snr_db,1,2,"wall_y","[16.00, 22.00]",142,0.75719828466408,0.86073105983255,0.10353277516847
slab_placement,snr_db,2,2,"ceiling","[16.00, 22.00]",157,0.880459770114943,0.971264367816092,0.0908045977011493
slab_placement,snr_db,3,2,"wall_x","[16.00, 22.00]",156,0.722387566137566,0.778439153439153,0.0560515873015874
slab_placement,snr_db,4,2,"floor","[16.00, 22.00]",145,0.787272727272727,0.859480519480519,0.0722077922077921
slab_placement,snr_db,1,3,"wall_y","[22.00, 28.00]",151,0.769425019425019,0.806526806526807,0.0371017871017871
slab_placement,snr_db,2,3,"ceiling","[22.00, 28.00]",136,0.826766729205754,0.966228893058161,0.139462163852408
slab_placement,snr_db,3,3,"wall_x","[22.00, 28.00]",155,0.73948717948718,0.795213675213675,0.0557264957264956
slab_placement,snr_db,4,3,"floor","[22.00, 28.00]",158,0.78021978021978,0.828054298642534,0.0478345184227538
slab_placement,snr_db,1,4,"wall_y","[28.00, 34.00]",164,0.740074906367041,0.825318352059925,0.0852434456928839
slab_placement,snr_db,2,4,"ceiling","[28.00, 34.00]",147,0.827165354330709,0.92755905511811,0.100393700787402
slab_placement,snr_db,3,4,"wall_x","[28.00, 34.00]",131,0.789766970618034,0.887537993920973,0.0977710233029383
slab_placement,snr_db,4,4,"floor","[28.00, 34.00]",158,0.905834914611006,0.953747628083491,0.0479127134724858
slab_placement,snr_db,1,5,"wall_y","[34.00, 39.99]",143,0.808076769292283,0.843662534986006,0.0355857656937226
slab_placement,snr_db,2,5,"ceiling","[34.00, 39.99]",156,0.811996779388084,0.840982286634461,0.0289855072463768
slab_placement,snr_db,3,5,"wall_x","[34.00, 39.99]",150,0.70131271354073,0.812983276389139,0.111670562848408
slab_placement,snr_db,4,5,"floor","[34.00, 39.99]",151,0.8256291730868,0.896507447354905,0.0708782742681048
