x_var,y_var,x_index,y_index,x_label,y_label,n,auc_cir,auc_joint,delta_auc
eps_r,snr_db,4,4,"[6.80, 8.40]","[28.00, 34.00]",113,0.794117647058824,0.923713235294118,0.129595588235294
eps_r,snr_db,5,4,"[8.40, 10.00]","[28.00, 34.00]",120,0.864864864864865,0.950450450450451,0.0855855855855856
eps_r,snr_db,1,5,"[2.00, 3.60]","[34.00, 39.99]",125,0.773744706594071,0.836660617059891,0.0629159104658198
eps_r,snr_db,2,5,"[3.60, 5.20]","[34.00, 39.99]",118,0.733395989974937,0.884085213032582,0.150689223057644
eps_r,snr_db,3,5,"[5.20, 6.80]","[34.00, 39.99]",123,0.853883495145631,0.895145631067961,0.0412621359223301
eps_r,snr_db,4,5,"[6.80, 8.40]","[34.00, 39.99]",103,0.934189406099519,1,0.0658105939004815
eps_r,snr_db,5,5,"[8.40, 10.00]","[34.00, 39.99]",131,0.969565217391304,0.920923913043478,-0.048641304347826
xpol_coupling_db,snr_db,1,1,"[20.01, 24.00]","[10.00, 16.00]",128,0.782670454545455,0.834659090909091,0.0519886363636364
xpol_coupling_db,snr_db,2,1,"[24.00, 28.00]","[10.00, 16.00]",93,0.744117647058823,0.851176470588235,0.107058823529412
xpol_coupling_db,snr_db,3,1,"[28.00, 32.00]","[10.00, 16.00]",140,0.734269005847953,0.819181286549708,0.0849122807017544
xpol_coupling_db,snr_db,4,1,"[32.00, 36.00]","[10.00, 16.00]",118,0.880237300704486,0.945865776789025,0.0656284760845384
xpol_coupling_db,snr_db,5,1,"[36.00, 40.00]","[10.00, 16.00]",121,0.724259974259974,0.836872586872587,0.112612612612613
xpol_coupling_db,snr_db,1,2,"[20.01, 24.00]","[16.00, 22.00]",123,0.748626373626374,0.779876373626374,0.03125
xpol_coupling_db,snr_db,2,2,"[24.00, 28.00]","[16.00, 22.00]",113,0.774977895667551,0.803271441202476,0.0282935455349249
xpol_coupling_db,snr_db,3,2,"[28.00, 32.00]","[16.00, 22.00]",121,0.890604890604891,0.914414414414414,0.0238095238095237
xpol_coupling_db,snr_db,4,2,"[32.00, 36.00]","[16.00, 22.00]",117,0.778703703703704,0.857716049382716,0.0790123456790124
xpol_coupling_db,snr_db,5,2,"[36.00, 40.00]","[16.00, 22.00]",126,0.718600478468899,0.783492822966507,0.0648923444976078
xpol_coupling_db,snr_db,1,3,"[20.01, 24.00]","[22.00, 28.00]",121,0.753887762001352,0.806626098715348,0.052738336713996
xpol_coupling_db,snr_db,2,3,"[24.00, 28.00]","[22.00, 28.00]",123,0.786868686868687,0.871717171717172,0.0848484848484848
xpol_coupling_db,snr_db,3,3,"[28.00, 32.00]","[22.00, 28.00]",105,0.821777777777778,0.884888888888889,0.063111111111111
xpol_coupling_db,snr_db,4,3,"[32.00, 36.00]","[22.00, 28.00]",128,0.69022869022869,0.795069795069795,0.104841104841105
xpol_coupling_db,snr_db,5,3,"[36.00, 40.00]","[22.00, 28.00]",123,0.567694805194805,0.566071428571429,-0.00162337662337664
xpol_coupling_db,snr_db,1,4,"[20.01, 24.00]","[28.00, 34.00]",106,0.862122992557775,0.943595769682726,0.081472777124951
xpol_coupling_db,snr_db,2,4,"[24.00, 28.00]","[28.00, 34.00]",144,0.761538461538461,0.897115384615385,0.135576923076923
xpol_coupling_db,snr_db,3,4,"[28.00, 32.00]","[28.00, 34.00]",120,0.729242979242979,0.803724053724054,0.0744810744810745
xpol_coupling_db,snr_db,4,4,"[32.00, 36.00]","[28.00, 34.00]",113,0.89367816091954,0.930213464696223,0.036535303776683
xpol_coupling_db,snr_db,5,4,"[36.00, 40.00]","[28.00, 34.00]",117,0.827046548956661,0.907704654895666,0.0806581059390048
xpol_coupling_db,snr_db,1,5,"[20.01, 24.00]","[34.00, 39.99]",122,0.842607313195548,0.93449920508744,0.0918918918918918
xpol_coupling_db,snr_db,2,5,"[24.00, 28.00]","[34.00, 39.99]",127,0.789044289044289,0.862762237762238,0.0737179487179488
xpol_coupling_db,snr_db,3,5,"[28.00, 32.00]","[34.00, 39.99]",114,0.700180831826402,0.813019891500904,0.112839059674503
xpol_coupling_db,snr_db,4,5,"[32.00, 36.00]","[34.00, 39.99]",124,0.816202090592335,0.813879210220674,-0.00232288037166084
xpol_coupling_db,snr_db,5,5,"[36.00, 40.00]","[34.00, 39.99]",113,0.806808134394341,0.842617152961981,0.0358090185676393
antenna_type,los_angle_from_anchor_bore_deg,1,1,"ideal","[1.27, 29.65]",300,0.834927048260382,0.925521885521886,0.0905948372615039
antenna_type,los_angle_from_anchor_bore_deg,2,1,"patch_ffd","[1.27, 29.65]",300,0.710605291103006,0.733551872200932,0.0229465810979268
antenna_type,los_angle_from_anchor_bore_deg,1,2,"ideal","[29.65, 38.57]",310,0.834761623325453,0.971631205673759,0.136869582348306
antenna_type,los_angle_from_anchor_bore_deg,2,2,"patch_ffd","[29.65, 38.57]",290,0.685681492109039,0.715810616929699,0.0301291248206599
antenna_type,los_angle_from_anchor_bore_deg,1,3,"ideal","[38.57, 45.77]",294,0.784966185887845,0.965108624094799,0.180142438206954
antenna_type,los_angle_from_anchor_bore_deg,2,3,"patch_ffd","[38.57, 45.77]",306,0.736912562530825,0.803846966814627,0.0669344042838017
antenna_type,los_angle_from_anchor_bore_deg,1,4,"ideal","[45.77, 53.49]",302,0.799349417186229,0.98048251558688,0.181133098400651
antenna_type,los_angle_from_anchor_bore_deg,2,4,"patch_ffd","[45.77, 53.49]",298,0.723913043478261,0.739961636828644,0.0160485933503836
antenna_type,los_angle_from_anchor_bore_deg,1,5,"ideal","[53.49, 77.65]",294,0.812658227848101,0.976155431262879,0.163497203414778
antenna_type,los_angle_from_anchor_bore_deg,2,5,"patch_ffd","[53.49, 77.65]",306,0.724809011319913,0.739976579490325,0.0151675681704121
antenna_type,slab_placement,1,1,"ideal","wall_y",367,0.830519206416209,1,0.169480793583791
antenna_type,slab_placement,2,1,"patch_ffd","wall_y",383,0.707766878907819,0.735415591120289,0.0276487122124706
antenna_type,slab_placement,1,2,"ideal","ceiling",383,0.832489740082079,0.996511627906977,0.164021887824897
antenna_type,slab_placement,2,2,"patch_ffd","ceiling",367,0.716922805158099,0.766030736618972,0.0491079314608727
antenna_type,slab_placement,1,3,"ideal","wall_x",371,0.805997407800165,1,0.194002592199835
antenna_type,slab_placement,2,3,"patch_ffd","wall_x",379,0.66334788937409,0.717758369723435,0.054410480349345
antenna_type,slab_placement,1,4,"ideal","floor",379,0.867877114744815,0.968393855737241,0.100516740992426
antenna_type,slab_placement,2,4,"patch_ffd","floor",371,0.779485820302147,0.792782047884089,0.0132962275819419
slab_placement,snr_db,1,1,"wall_y","[10.00, 16.00]",150,0.679255610290093,0.750592957489509,0.0713373471994161
