case_id,anchor_height,tag_height,tag_x,tag_y,eps_r,tan_delta,xpol_coupling_db,ar_edge_db,snr_db,slab_size_m,material_name,antenna_type,slab_placement_cases_tbl,los_distance_m,los_angle_from_anchor_bore_deg_cases_tbl,los_angle_from_tag_bore_deg_cases_tbl,tx_height,rx_height,incidence_deg,los_blockage,num_slabs,slab_tilt_deg,idx_fp,t_fp_s,fp_peak_val,fp_method,primary_tx_port,primary_rx_port,tx_handedness,gamma_cp_same_tx_port,gamma_cp_same_rx_port,gamma_cp_reversed_rx_port,gamma_cp_1_freq_avg,gamma_cp_2_freq_db,gamma_cp_3_fp_only,gamma_cp_6_phase_circvar,a_fp_2_peak_to_total,a_fp_6_fp_to_2nd_peak,rms_delay_spread,mean_excess_delay,max_excess_delay,fp_to_total_ratio,rise_time_fp,fp_kurtosis,kurtosis_total,skewness_total,energy_concentration_50ns,num_significant_peaks,peak_to_avg_ratio,k_factor_estimate,failed,error_msg,num_paths,bounce_count_min,bounce_count_max,has_los_path,is_los,is_nlos,tx_rx_dist_m,material_kind,los_strength_mid,max_bounce_strength_mid,bounce_to_los_ratio_mid,dominant_bounce_count,los_angle_from_anchor_bore_deg_results_tbl,los_angle_from_tag_bore_deg_results_tbl,slab_placement_results_tbl
181,2.35024579482885,1.33229676940219,-1.58231669316683,-0.366617036097453,4.77688713974914,0.00207796789608873,37.5419432976409,11.0042720861156,35.0969367291844,4.54742737568862,glass,patch,wall_y,1.91686055491744,57.9235653839859,57.9235653839859,2.35024579482885,1.33229676940219,57.9235653839859,0,1,0,9,3.98443579766537e-09,0.0865646211949909,leading_edge,1,1,R,1,1,2,0.0164897074825512,-35.6534764246684,0.00442384822198901,0.000240691174796526,0.0204219967937594,0.351158127713106,4.58417298382593e-09,2.46905056552287e-09,4.48249027237354e-09,0.160078277814427,9.96108949416347e-10,1.66817856663353,121.395944770199,10.6770549568012,0.999838249798057,1,170.249509247351,0.190587138760841,0,,2,0,1,1,1,0,1.91686055491744,dielectric,0.00270783351681109,0.000386989149858621,0.142914676052301,0,57.9235653839859,57.9235653839859,wall_y
182,2.66124404181774,1.2214851676827,-1.7962081986547,-1.45080214877844,6.59253997666381,0.00690861098518794,22.5117949483034,11.1358966187728,14.7056199763826,1.26546858583344,glass,ideal,wall_x,2.72104692783221,58.0540205978109,58.0540205978109,2.66124404181774,1.2214851676827,58.0540205978109,0,1,0,15,6.9727626459144e-09,0.0432352586601421,leading_edge,1,1,R,1,1,2,0.322197305820849,-9.95088466678219,0.0245918215868675,0.00170333977827597,0.0349596701126142,0.460653357078254,4.45268121375748e-08,7.78382719125753e-09,4.48249027237354e-09,0.23160373608597,9.96108949416347e-10,1.63528581669207,123.479617131318,10.7462230438826,0.981145562835199,1,169.360434632835,0.301411845635786,0,,2,0,1,1,0,1,2.72104692783221,dielectric,0.00190755227503324,0.000592223858541455,0.310462715120683,0,58.054020597811,58.054020597811,wall_x
183,2.987872341776,0.258854795880547,1.12677300319834,-1.99518324962327,2.28095619283554,0.0379714489419001,39.4962049513739,8.59877928425889,38.070546105832,3.82314945897425,drywall,ideal,floor,3.56341274147678,40.0178815073618,40.0178815073618,2.987872341776,0.258854795880547,40.0178815073618,0,1,0,20,9.46303501945525e-09,0.0367957704067371,leading_edge,1,1,R,1,1,2,0.0503017981937454,-26.0451875840971,0.00319258195816609,0.7464144429469,0.015774947477259,0.312948485469252,2.55745972368541e-09,2.61076118024161e-09,4.98054474708171e-09,0.131223638565677,9.96108949416347e-10,1.6876757692658,117.858648646515,10.5173212589889,0.999947044278597,1,165.582840475906,0.151044209293438,0,,2,0,1,1,1,0,3.56341274147678,dielectric,0.00145662027787088,0.000276095704404122,0.189545421410505,0,40.0178815073618,40.0178815073618,floor
184,2.98212645398566,0.708196848271174,0.585241521250423,-0.802297661821576,4.96600790956791,0.00164081041872504,27.3004093359614,12.834004318243,37.8089710444596,3.96197923004532,drywall,patch,wall_x,2.48131921124726,23.5918569954337,23.5918569954337,2.98212645398566,0.708196848271174,23.5918569954337,0,1,0,13,5.97665369649805e-09,0.198006661987176,leading_edge,1,1,R,1,1,2,0.0301185574704678,-30.4382482979107,0.00340543102020974,0.0031339059496146,0.0251167289611759,0.391557206388178,3.16467858932215e-09,2.34553418026072e-09,4.48249027237354e-09,0.184092948840668,9.96108949416347e-10,1.65407779352226,121.074448624345,10.6561131514269,0.999919095970003,1,168.409176062665,0.225629804987085,0,,2,0,1,1,1,0,2.48131921124726,dielectric,0.00209184664114596,0.000394849100699571,0.188756237160513,0,23.5918569954337,23.5918569954337,wall_x
185,2.15577019023652,0.333299265296618,-1.37152370825015,-0.490116663593132,6.48362003828237,0.00215933118411532,27.4550222058434,5.14626602835916,27.635762394961,3.47654745459462,drywall,patch,ceiling,2.33295775754196,38.6308254931628,38.6308254931628,2.15577019023652,0.333299265296618,38.6308254931628,0,1,0,12,5.47859922178988e-09,0.153128082514556,leading_edge,1,1,R,1,1,2,0.0255178790475765,-31.8879310071362,0.00461839520713294,0.00193143466229639,0.0250689019013755,0.390746662037151,9.17669676307848e-09,2.54775757757239e-09,4.48249027237354e-09,0.184082527412853,9.96108949416347e-10,1.65418146122042,121.739192212963,10.6935655046567,0.99915229600389,1,168.786563905782,0.225614150447295,0,,2,0,1,1,0,1,2.33295775754196,dielectric,0.0022248749429254,0.000714894562737871,0.321318986943996,0,38.6308254931628,38.6308254931628,ceiling
186,2.79910639935397,0.711547987372077,1.65726168415046,0.705017900772005,7.37259355197543,0.00105554398164356,20.2669088114322,10.7576896115061,18.0963353036038,1.30900022035772,drywall,patch,floor,2.75707574317402,40.7851864784546,40.7851864784546,2.79910639935397,0.711547987372077,40.7851864784546,0,1,0,15,6.9727626459144e-09,0.12095041443811,leading_edge,1,1,R,1,1,2,0.077600681010345,-22.2346568467088,0.00857481520656445,0.138883882172485,0.0279895456235735,0.415480407660501,2.47292214737849e-08,4.06916317339448e-09,4.48249027237354e-09,0.19840897676764,9.96108949416347e-10,1.64638164219277,121.966833340532,10.6980720722094,0.993184638052357,1,166.68167834836,0.247518960438915,0,,2,0,1,1,0,1,2.75707574317402,dielectric,0.00188262483194715,0.000611212923148006,0.324659970895978,0,40.7851864784546,40.7851864784546,floor
187,2.01479137603573,0.583907706844067,-0.388109429457739,0.265961103508508,4.74077874627366,0.00340621028772185,21.3740618626592,5.7807298440741,34.8071272672639,1.11875554609242,ceramic_tile,ideal,floor,1.50625107886198,18.2015537452999,18.2015537452999,2.01479137603573,0.583907706844067,18.2015537452999,0,1,0,6,2.49027237354086e-09,0.0778154486161564,leading_edge,1,1,R,1,1,2,0.0122679216136739,-38.3812310425941,0.00445071765218511,0.00294471946849162,0.0162314562934097,0.310238791027905,5.36665581158993e-09,2.64721254019399e-09,4.48249027237354e-09,0.13926610588288,9.96108949416347e-10,1.68910407814164,120.174205574438,10.520281029929,0.999802024276686,2,173.363793951246,0.161799258556827,0,,2,0,1,1,0,1,1.50625107886198,dielectric,0.00344599869868983,0.000730971990216113,0.212121957705332,0,18.2015537452999,18.2015537452999,floor
188,2.14430726278778,1.0690754020255,1.55115944783139,-0.710146870646444,6.93479624602178,0.0342058633418123,36.0936169007974,9.92391076166426,32.6749698149336,2.33858021617697,metal_pec,ideal,wall_y,2.01656335503843,57.7780685968743,57.7780685968743,2.14430726278778,1.0690754020255,57.7780685968743,0,1,0,10,4.48249027237354e-09,0.0576079687201531,leading_edge,1,1,R,1,1,2,0.0165001902218313,-36.3846263279474,0.00543464452687773,0.00550357821548642,0.0236622887086729,0.415869196797927,6.36379320152462e-09,3.72258003890783e-09,1.24513618677043e-08,0.167342571514344,9.96108949416347e-10,1.64676008429087,89.0805092736381,8.88853645543746,0.999733552553514,2,140.648905338766,0.200974093053716,0,,2,0,1,1,0,1,2.01656335503843,PEC,0.00257395298029683,0.00110764264392177,0.430327458349312,0,57.7780685968743,57.7780685968743,wall_y
189,2.51431107239662,0.679804875467208,0.325333706774682,-1.46655777437274,5.2831253425794,0.00955719946676662,21.0002850560242,13.8684250446663,21.799492510408,4.65739075277161,ceramic_tile,ideal,ceiling,2.37108555579703,39.3127845784601,39.3127845784601,2.51431107239662,0.679804875467208,39.3127845784601,0,1,0,12,5.47859922178988e-09,0.0522537072019437,leading_edge,1,1,R,1,1,2,0.0624921262947664,-24.4397038245546,0.0176987500965586,0.00214935599304944,0.0151268656620932,0.324176572685024,1.51942045466857e-08,3.52604767838901e-09,5.47859922178988e-09,0.120930572527742,9.96108949416347e-10,1.68121034037703,104.00411213139,9.83491313172965,0.997505752933651,1,147.971750616007,0.137566577506255,0,,2,0,1,1,0,1,2.37108555579703,dielectric,0.00218909825711192,0.000641895123318462,0.293223532216098,0,39.3127845784601,39.3127845784601,ceiling
190,2.5909409461528,1.29448684168317,1.09766375366376,-1.38861941685011,7.81401347346122,0.00817974433368505,38.8269563705646,10.542657142568,20.3654555317434,2.82621021687346,metal_pec,ideal,ceiling,2.19406536957232,53.7797180094938,53.7797180094938,2.5909409461528,1.29448684168317,53.7797180094938,0,1,0,11,4.98054474708171e-09,0.0534710754746195,leading_edge,1,1,R,1,1,2,0.765032329867711,-2.36366243793611,0.0704499245939808,0.401042961775016,0.0223957434020449,0.37019307643657,2.62956938266649e-08,4.39382117619426e-09,4.48249027237354e-09,0.170099327882479,9.96108949416347e-10,1.65983268237567,121.372922231686,10.6701406266966,0.992837183042898,1,167.997188412949,0.204963477675544,0,,2,0,1,1,0,1,2.19406536957232,PEC,0.00236571768992932,0.00179029569257753,0.75676641392956,0,53.7797180094938,53.7797180094938,ceiling
