x_var,y_var,x_index,y_index,x_label,y_label,n,auc_cir,auc_joint,delta_auc
xpol_coupling_db,snr_db,1,2,"[20.01, 24.00]","[16.00, 22.00]",123,0.730082417582418,0.805975274725275,0.0758928571428572
xpol_coupling_db,snr_db,2,2,"[24.00, 28.00]","[16.00, 22.00]",113,0.752431476569408,0.811671087533157,0.0592396109637491
xpol_coupling_db,snr_db,3,2,"[28.00, 32.00]","[16.00, 22.00]",121,0.838159588159588,0.881595881595882,0.0434362934362933
xpol_coupling_db,snr_db,4,2,"[32.00, 36.00]","[16.00, 22.00]",117,0.769135802469136,0.858333333333333,0.0891975308641976
xpol_coupling_db,snr_db,5,2,"[36.00, 40.00]","[16.00, 22.00]",126,0.758074162679426,0.819677033492823,0.0616028708133971
xpol_coupling_db,snr_db,1,3,"[20.01, 24.00]","[22.00, 28.00]",121,0.752197430696416,0.764705882352941,0.0125084516565247
xpol_coupling_db,snr_db,2,3,"[24.00, 28.00]","[22.00, 28.00]",123,0.784175084175084,0.876767676767677,0.0925925925925927
xpol_coupling_db,snr_db,3,3,"[28.00, 32.00]","[22.00, 28.00]",105,0.829777777777778,0.890666666666667,0.060888888888889
xpol_coupling_db,snr_db,4,3,"[32.00, 36.00]","[22.00, 28.00]",128,0.700623700623701,0.798336798336798,0.0977130977130978
xpol_coupling_db,snr_db,5,3,"[36.00, 40.00]","[22.00, 28.00]",123,0.727597402597403,0.796753246753247,0.0691558441558442
xpol_coupling_db,snr_db,1,4,"[20.01, 24.00]","[28.00, 34.00]",106,0.862514688601645,0.951821386603995,0.0893066980023501
xpol_coupling_db,snr_db,2,4,"[24.00, 28.00]","[28.00, 34.00]",144,0.762259615384615,0.86875,0.106490384615385
xpol_coupling_db,snr_db,3,4,"[28.00, 32.00]","[28.00, 34.00]",120,0.737179487179487,0.785714285714286,0.0485347985347985
xpol_coupling_db,snr_db,4,4,"[32.00, 36.00]","[28.00, 34.00]",113,0.883415435139573,0.923645320197044,0.0402298850574712
xpol_coupling_db,snr_db,5,4,"[36.00, 40.00]","[28.00, 34.00]",117,0.825441412520064,0.900882825040128,0.0754414125200642
xpol_coupling_db,snr_db,1,5,"[20.01, 24.00]","[34.00, 39.99]",122,0.852464228934817,0.944038155802862,0.0915739268680446
xpol_coupling_db,snr_db,2,5,"[24.00, 28.00]","[34.00, 39.99]",127,0.793123543123543,0.851981351981352,0.058857808857809
xpol_coupling_db,snr_db,3,5,"[28.00, 32.00]","[34.00, 39.99]",114,0.697649186256781,0.814466546112116,0.116817359855334
xpol_coupling_db,snr_db,4,5,"[32.00, 36.00]","[34.00, 39.99]",124,0.820267131242741,0.834204413472706,0.013937282229965
xpol_coupling_db,snr_db,5,5,"[36.00, 40.00]","[34.00, 39.99]",113,0.82316534040672,0.973916887709991,0.150751547303271
antenna_type,los_angle_from_anchor_bore_deg,1,1,"ideal","[1.27, 29.65]",300,0.835510662177329,0.93364758698092,0.0981369248035913
antenna_type,los_angle_from_anchor_bore_deg,2,1,"patch_ffd","[1.27, 29.65]",300,0.731381873586038,0.751927605152592,0.0205457315665543
antenna_type,los_angle_from_anchor_bore_deg,1,2,"ideal","[29.65, 38.57]",310,0.825896375098503,0.962273443656422,0.13637706855792
antenna_type,los_angle_from_anchor_bore_deg,2,2,"patch_ffd","[29.65, 38.57]",290,0.699856527977045,0.720860832137733,0.0210043041606887
antenna_type,los_angle_from_anchor_bore_deg,1,3,"ideal","[38.57, 45.77]",294,0.773954156442636,0.974504757914896,0.20055060147226
antenna_type,los_angle_from_anchor_bore_deg,2,3,"patch_ffd","[38.57, 45.77]",306,0.735151130839146,0.788205453392517,0.0530543225533715
antenna_type,los_angle_from_anchor_bore_deg,1,4,"ideal","[45.77, 53.49]",302,0.818866901599349,0.980699376524803,0.161832474925454
antenna_type,los_angle_from_anchor_bore_deg,2,4,"patch_ffd","[45.77, 53.49]",298,0.721227621483376,0.740409207161125,0.0191815856777493
antenna_type,los_angle_from_anchor_bore_deg,1,5,"ideal","[53.49, 77.65]",294,0.8057697968796,0.96985575507801,0.16408595819841
antenna_type,los_angle_from_anchor_bore_deg,2,5,"patch_ffd","[53.49, 77.65]",306,0.722132381642781,0.740143868845146,0.0180114872023643
antenna_type,slab_placement,1,1,"ideal","wall_y",367,0.830187541458119,0.982331303141772,0.152143761683652
antenna_type,slab_placement,2,1,"patch_ffd","wall_y",383,0.717461136924224,0.736677565536626,0.0192164286124017
antenna_type,slab_placement,1,2,"ideal","ceiling",383,0.806019151846785,0.991860465116279,0.185841313269494
antenna_type,slab_placement,2,2,"patch_ffd","ceiling",367,0.726991697579933,0.771595124536301,0.0446034269563681
antenna_type,slab_placement,1,3,"ideal","wall_x",371,0.807529162248144,1,0.192470837751856
antenna_type,slab_placement,2,3,"patch_ffd","wall_x",379,0.659796215429403,0.708093158660844,0.0482969432314411
antenna_type,slab_placement,1,4,"ideal","floor",379,0.879415304027748,0.965810150775111,0.0863948467473631
antenna_type,slab_placement,2,4,"patch_ffd","floor",371,0.78447742733457,0.792384486262037,0.0079070589274669
slab_placement,snr_db,1,1,"wall_y","[10.00, 16.00]",150,0.750045612114578,0.797299762817004,0.0472541507024266
slab_placement,snr_db,2,1,"ceiling","[10.00, 16.00]",154,0.829081632653061,0.897448979591837,0.0683673469387754
slab_placement,snr_db,3,1,"wall_x","[10.00, 16.00]",158,0.762740183792815,0.863157894736842,0.100417710944027
slab_placement,snr_db,4,1,"floor","[10.00, 16.00]",138,0.754736842105263,0.851315789473684,0.0965789473684211
slab_placement,snr_db,1,2,"wall_y","[16.00, 22.00]",142,0.719624259750868,0.858280579946906,0.138656320196038
slab_placement,snr_db,2,2,"ceiling","[16.00, 22.00]",157,0.860919540229885,0.975862068965517,0.114942528735632
slab_placement,snr_db,3,2,"wall_x","[16.00, 22.00]",156,0.750330687830688,0.802579365079365,0.0522486772486774
slab_placement,snr_db,4,2,"floor","[16.00, 22.00]",145,0.848311688311688,0.92,0.0716883116883117
