port,peak_theta_deg,peak_phi_deg,nominal_gain_delta_db,tx_actual_world_x,tx_actual_world_y,tx_actual_world_z,rx_actual_world_x,rx_actual_world_y,rx_actual_world_z,sample_order
RHCP,7,297,0.0972112105409344,0.0553275241154333,0.108586380072539,-0.992546151641322,0.0553275241154333,-0.108586380072539,0.992546151641322,phi_fastest
LHCP,6,59,0.0726632899842725,0.0538361384946786,-0.0895983807056744,-0.994521895368273,0.0538361384946786,0.0895983807056744,0.994521895368273,phi_fastest
