hfss_rank,group,reason,regime_desc,case_id,room_type,grid_layer,anchor_x,anchor_y,anchor_z,tag_x,tag_y,tag_z,los_angle_deg,xpol_coupling_db,snr_db,gamma_cp_3_fp_only,has_los_path,label_positive
1,GEO,geometric_blockage_validation,"room type=C, los angle from anchor bore=[40.56, 46.12]",879,C,1,2.5,2,2.7,0.944444444444444,0.5,0.2,40.8396257547357,26.3579989339385,27.0509146228298,0.815466079192548,0,1
2,GEO,geometric_blockage_validation,"room type=C, los angle from anchor bore=[40.56, 46.12]",226,C,2,2.5,2,2.7,0.494786249712366,3.02303312263753,0.2,42.0012156989947,31.3655834968883,28.7192680119607,0.486773105501716,0,1
3,GEO,geometric_blockage_validation,"room type=C, los angle from anchor bore=[40.56, 46.12]",774,C,2,2.5,2,2.7,0.966198687159165,0.343223731645575,0.2,42.0852454008149,36.4091959933842,35.3843868661804,0.752911018473935,0,1
4,GEO,geometric_blockage_validation,"room type=C, los angle from anchor bore=[40.56, 46.12]",61,C,2,2.5,2,2.7,4.36969081697427,3.61729259146082,0.2,44.6787348629115,31.9446358421638,29.1436700694662,0.913398108802347,1,0
5,GEO,geometric_blockage_validation,"room type=C, los angle from anchor bore=[40.56, 46.12]",303,C,2,2.5,2,2.7,4.6034432213696,0.549176345486516,0.2,45.6263057490417,30.3568703021392,27.3842555140059,0.825371239507397,1,0
6,GEO,geometric_blockage_validation,"room type=C, los angle from anchor bore=[33.29, 40.56]",854,C,2,2.5,2,2.7,1.77314871788789,0.311217744722164,0.2,36.3316373380705,30.4125885875623,20.9080999870007,1.73132694911635,0,1
7,GEO,geometric_blockage_validation,"room type=C, los angle from anchor bore=[33.29, 40.56]",630,C,2,2.5,2,2.7,1.88139531878316,0.545168916405818,0.65,37.6381385493224,31.8883001620806,12.9698858052733,1.57042286058263,0,1
8,GEO,geometric_blockage_validation,"room type=C, los angle from anchor bore=[33.29, 40.56]",701,C,1,2.5,2,2.7,3.61111111111111,0.5,0.2,36.7479575427555,33.2011443973344,20.4876854660028,2.3413431706687,0,1
9,GEO,geometric_blockage_validation,"room type=C, los angle from anchor bore=[33.29, 40.56]",444,C,1,2.5,2,2.7,0.5,1.78571428571429,0.2,38.8194160580634,31.5757393276153,26.8962981547331,0.681336675958873,1,0
10,GEO,geometric_blockage_validation,"room type=C, los angle from anchor bore=[33.29, 40.56]",799,C,2,2.5,2,2.7,4.49590778140218,1.81927770789392,0.2,38.7166809083949,27.0207482005171,21.1301976398017,0.44196866921946,1,0
11,GEO,geometric_blockage_validation,"room type=C, xpol coupling db=[20.04, 24.00]",852,C,2,2.5,2,2.7,1.70883385170419,0.354436792323742,0.2,36.1425348046522,23.5312074335873,28.5947464609834,0.850969914614352,0,1
12,GEO,geometric_blockage_validation,"room type=C, xpol coupling db=[20.04, 24.00]",199,C,1,2.5,2,2.7,1.38888888888889,0.5,0.2,36.7479575427555,23.0492773910146,12.5019015637996,1.05810016195951,0,1
13,GEO,geometric_blockage_validation,"room type=C, xpol coupling db=[20.04, 24.00]",52,C,1,2.5,2,2.7,0.5,0.5,0.2,45,22.4876526809277,37.3763602100091,0.878407576285667,0,1
14,GEO,geometric_blockage_validation,"room type=C, xpol coupling db=[20.04, 24.00]",505,C,1,2.5,2,2.7,1.38888888888889,3.07142857142857,1.2,45.8196691153216,21.9770727983149,27.4257831456383,0.719043847499504,1,0
15,GEO,geometric_blockage_validation,"room type=C, xpol coupling db=[20.04, 24.00]",899,C,1,2.5,2,2.7,3.16666666666667,3.5,1.2,47.5785715817397,22.5538335191495,22.8196714544232,0.414665847048414,1,0
16,BOUNCE,bounce_dominant_visible_los_validation,"room type=C, los angle from anchor bore=[11.63, 33.29]",315,C,1,2.5,2,2.7,2.72222222222222,2.64285714285714,0.2,15.2202177920417,28.0023345514178,25.7476781308115,0.413542991056537,1,1
17,BOUNCE,bounce_dominant_visible_los_validation,"room type=C, los angle from anchor bore=[11.63, 33.29]",565,C,1,2.5,2,2.7,3.16666666666667,3.07142857142857,0.2,26.7829048021752,34.8449518285049,17.5716728750624,0.811737751527993,1,1
18,BOUNCE,bounce_dominant_visible_los_validation,"room type=C, los angle from anchor bore=[11.63, 33.29]",324,C,1,2.5,2,2.7,2.27777777777778,3.07142857142857,0.2,23.6386334397816,34.3050555809944,34.4657334703996,2.1618975446326,1,1
19,BOUNCE,bounce_dominant_visible_los_validation,"room type=C, los angle from anchor bore=[11.63, 33.29]",249,C,1,2.5,2,2.7,3.16666666666667,2.21428571428571,1.2,25.0250200534645,34.0773987679332,29.3533371442461,1.67553773139869,1,0
20,BOUNCE,bounce_dominant_visible_los_validation,"room type=C, los angle from anchor bore=[11.63, 33.29]",633,C,1,2.5,2,2.7,2.27777777777778,2.64285714285714,1.2,24.3921485182582,34.5630705989355,28.1629013727836,0.700661326737432,1,0
21,BOUNCE,bounce_dominant_visible_los_validation,"room type=A, dominant wall material=wood",545,A,1,2.5,2,2.7,4.05555555555556,1.35714285714286,0.2,33.9509201057552,24.9932615671752,15.3610835383487,1.01306987889722,1,1
22,BOUNCE,bounce_dominant_visible_los_validation,"room type=A, dominant wall material=wood",135,A,1,2.5,2,2.7,1.83333333333333,0.5,0.2,33.2885231343062,32.0979331246838,13.840419246761,0.377385855071542,1,1
23,BOUNCE,bounce_dominant_visible_los_validation,"room type=A, dominant wall material=wood",605,A,1,2.5,2,2.7,3.61111111111111,3.07142857142857,0.2,31.6919067778889,28.8480861769586,12.4686120626516,0.81503310938611,1,1
24,BOUNCE,bounce_dominant_visible_los_validation,"room type=A, dominant wall material=wood",190,A,1,2.5,2,2.7,0.944444444444444,2.21428571428571,1.2,46.3106697646876,29.3036100243868,29.3391311239471,1.31696416145478,1,0
25,BOUNCE,bounce_dominant_visible_los_validation,"room type=A, dominant wall material=wood",480,A,1,2.5,2,2.7,3.61111111111111,2.64285714285714,1.2,40.5564608035993,26.7514118546605,27.7687054382652,0.653526115289546,1,0
26,BOUNCE,bounce_dominant_visible_los_validation,"room type=B, dominant wall material=brick",610,B,2,2.5,2,2.7,0.882162828620709,3.47670990637675,0.2,41.2241888683701,23.7781853732877,32.8109973112254,0.870338571289115,1,1
27,BOUNCE,bounce_dominant_visible_los_validation,"room type=B, dominant wall material=brick",810,B,2,2.5,2,2.7,3.490659915344,0.473815216738773,0.2,36.0474027973655,25.6666201583622,23.0332602995376,0.588818013363431,1,1
28,BOUNCE,bounce_dominant_visible_los_validation,"room type=B, dominant wall material=brick",741,B,2,2.5,2,2.7,0.313186585883355,2.28402471380188,0.2,41.4146258825905,20.9708051772277,31.7493047972165,0.924362179148763,1,1
29,BOUNCE,bounce_dominant_visible_los_validation,"room type=B, dominant wall material=brick",47,B,1,2.5,2,2.7,3.61111111111111,0.928571428571429,1.2,45.8196691153216,38.8982992918987,23.5854908782306,1.44146632178193,1,0
30,BOUNCE,bounce_dominant_visible_los_validation,"room type=B, dominant wall material=brick",842,B,1,2.5,2,2.7,1.38888888888889,1.35714285714286,1.2,40.5564608035993,38.3574301050663,27.3018675983884,0.640212250286305,1,0
