EL_proxy_db,LOSflag,L_pol_db,XPD_early_excess_db,XPD_late_excess_db,case_id,case_label,flags,link_id,reasons,scenario_id,scene_source,severity
nan,0.0,0.0,-24.934837698993658,-24.934837698993658,6,A3_6,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": true, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": true}",A3_6,"[""scene_debug missing -> fallback spatial layout"", ""target bounce n=2 missing in top-0 rays"", ""missing/NaN in key metrics""]",A3,fallback_layout,FAIL
nan,0.0,0.0,-24.934837698993658,-24.934837698993658,7,A3_7,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": true, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": true}",A3_7,"[""scene_debug missing -> fallback spatial layout"", ""target bounce n=2 missing in top-0 rays"", ""missing/NaN in key metrics""]",A3,fallback_layout,FAIL
2.7199659283313338,0.0,-7.9999998595147055,-31.27019969964964,-23.270199840134936,0,A2_0,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_0,"[""scene_debug missing -> fallback spatial layout"", ""target tau 16.678ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.9999998595147055,-31.27019969964964,-23.270199840134936,1,A2_1,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_1,"[""scene_debug missing -> fallback spatial layout"", ""target tau 16.678ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.999999747126473,-31.27019958726141,-23.270199840134936,10,A2_10,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_10,"[""scene_debug missing -> fallback spatial layout"", ""target tau 22.376ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.999999747126473,-31.27019958726141,-23.270199840134936,11,A2_11,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_11,"[""scene_debug missing -> fallback spatial layout"", ""target tau 22.376ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.719965928331348,0.0,-7.999999707790595,-31.27019954792553,-23.270199840134936,12,A2_12,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_12,"[""scene_debug missing -> fallback spatial layout"", ""target tau 24.054ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.719965928331348,0.0,-7.999999707790595,-31.27019954792553,-23.270199840134936,13,A2_13,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_13,"[""scene_debug missing -> fallback spatial layout"", ""target tau 24.054ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.719965928331348,0.0,-7.999999707790595,-31.27019954792553,-23.270199840134936,14,A2_14,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_14,"[""scene_debug missing -> fallback spatial layout"", ""target tau 24.054ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.719965928331348,0.0,-7.999999657215893,-31.27019949735083,-23.270199840134936,15,A2_15,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_15,"[""scene_debug missing -> fallback spatial layout"", ""target tau 26.052ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.719965928331348,0.0,-7.999999657215893,-31.27019949735083,-23.270199840134936,16,A2_16,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_16,"[""scene_debug missing -> fallback spatial layout"", ""target tau 26.052ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.719965928331348,0.0,-7.999999657215893,-31.27019949735083,-23.270199840134936,17,A2_17,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_17,"[""scene_debug missing -> fallback spatial layout"", ""target tau 26.052ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.719965928331348,0.0,-7.999999589782957,-31.270199429917895,-23.270199840134936,18,A2_18,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_18,"[""scene_debug missing -> fallback spatial layout"", ""target tau 28.500ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.719965928331348,0.0,-7.999999589782957,-31.270199429917895,-23.270199840134936,19,A2_19,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_19,"[""scene_debug missing -> fallback spatial layout"", ""target tau 28.500ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.9999998595147055,-31.27019969964964,-23.270199840134936,2,A2_2,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_2,"[""scene_debug missing -> fallback spatial layout"", ""target tau 16.678ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.719965928331348,0.0,-7.999999589782957,-31.270199429917895,-23.270199840134936,20,A2_20,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_20,"[""scene_debug missing -> fallback spatial layout"", ""target tau 28.500ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.99999955044708,-31.270199390582015,-23.270199840134936,21,A2_21,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_21,"[""scene_debug missing -> fallback spatial layout"", ""target tau 29.835ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.99999955044708,-31.270199390582015,-23.270199840134936,22,A2_22,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_22,"[""scene_debug missing -> fallback spatial layout"", ""target tau 29.835ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.99999955044708,-31.270199390582015,-23.270199840134936,23,A2_23,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_23,"[""scene_debug missing -> fallback spatial layout"", ""target tau 29.835ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.99999949987238,-31.270199340007316,-23.270199840134936,24,A2_24,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_24,"[""scene_debug missing -> fallback spatial layout"", ""target tau 31.468ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.99999949987238,-31.270199340007316,-23.270199840134936,25,A2_25,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_25,"[""scene_debug missing -> fallback spatial layout"", ""target tau 31.468ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.99999949987238,-31.270199340007316,-23.270199840134936,26,A2_26,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_26,"[""scene_debug missing -> fallback spatial layout"", ""target tau 31.468ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.999999820178825,-31.27019966031376,-23.270199840134936,3,A2_3,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_3,"[""scene_debug missing -> fallback spatial layout"", ""target tau 18.869ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.999999820178825,-31.27019966031376,-23.270199840134936,4,A2_4,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_4,"[""scene_debug missing -> fallback spatial layout"", ""target tau 18.869ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.999999820178825,-31.27019966031376,-23.270199840134936,5,A2_5,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_5,"[""scene_debug missing -> fallback spatial layout"", ""target tau 18.869ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.999999769604122,-31.27019960973906,-23.270199840134936,6,A2_6,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_6,"[""scene_debug missing -> fallback spatial layout"", ""target tau 21.359ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.999999769604122,-31.27019960973906,-23.270199840134936,7,A2_7,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_7,"[""scene_debug missing -> fallback spatial layout"", ""target tau 21.359ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.999999769604122,-31.27019960973906,-23.270199840134936,8,A2_8,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_8,"[""scene_debug missing -> fallback spatial layout"", ""target tau 21.359ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.7199659283313338,0.0,-7.999999747126473,-31.27019958726141,-23.270199840134936,9,A2_9,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A2_9,"[""scene_debug missing -> fallback spatial layout"", ""target tau 22.376ns >= Te 10.000ns""]",A2,fallback_layout,WARN
2.719965928331348,0.0,7.999999707790596,-16.93483799120306,-24.934837698993658,0,A3_0,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A3_0,"[""scene_debug missing -> fallback spatial layout"", ""target tau 24.054ns >= Te 10.000ns""]",A3,fallback_layout,WARN
2.719965928331348,0.0,7.999999707790596,-16.93483799120306,-24.934837698993658,1,A3_1,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A3_1,"[""scene_debug missing -> fallback spatial layout"", ""target tau 24.054ns >= Te 10.000ns""]",A3,fallback_layout,WARN
2.719965928331348,0.0,7.999999663172471,-16.934838035821187,-24.934837698993658,10,A3_10,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A3_10,"[""scene_debug missing -> fallback spatial layout"", ""target tau 25.825ns >= Te 10.000ns""]",A3,fallback_layout,WARN
2.719965928331348,0.0,7.999999663172471,-16.934838035821187,-24.934837698993658,11,A3_11,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A3_11,"[""scene_debug missing -> fallback spatial layout"", ""target tau 25.825ns >= Te 10.000ns""]",A3,fallback_layout,WARN
-1.6794308150390407,0.0,-2.965101990470301,-27.89993968946396,-24.934837698993658,18,A3_18,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A3_18,"[""scene_debug missing -> fallback spatial layout"", ""target tau 24.449ns >= Te 10.000ns""]",A3,fallback_layout,WARN
-1.6794308150390407,0.0,-2.965101990470301,-27.89993968946396,-24.934837698993658,19,A3_19,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A3_19,"[""scene_debug missing -> fallback spatial layout"", ""target tau 24.449ns >= Te 10.000ns""]",A3,fallback_layout,WARN
2.7199659283313338,0.0,7.999999609763087,-16.93483808923057,-24.934837698993658,20,A3_20,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A3_20,"[""scene_debug missing -> fallback spatial layout"", ""target tau 27.797ns >= Te 10.000ns""]",A3,fallback_layout,WARN
2.7199659283313338,0.0,7.999999609763087,-16.93483808923057,-24.934837698993658,21,A3_21,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A3_21,"[""scene_debug missing -> fallback spatial layout"", ""target tau 27.797ns >= Te 10.000ns""]",A3,fallback_layout,WARN
2.719965928331348,0.0,7.99999973757921,-16.93483796141445,-24.934837698993658,22,A3_22,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A3_22,"[""scene_debug missing -> fallback spatial layout"", ""target tau 22.795ns >= Te 10.000ns""]",A3,fallback_layout,WARN
2.719965928331348,0.0,7.99999973757921,-16.93483796141445,-24.934837698993658,23,A3_23,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A3_23,"[""scene_debug missing -> fallback spatial layout"", ""target tau 22.795ns >= Te 10.000ns""]",A3,fallback_layout,WARN
-1.625723112010654,0.0,-3.0935824320947676,-28.028420131088424,-24.934837698993658,8,A3_8,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A3_8,"[""scene_debug missing -> fallback spatial layout"", ""target tau 22.238ns >= Te 10.000ns""]",A3,fallback_layout,WARN
-1.625723112010654,0.0,-3.0935824320947676,-28.028420131088424,-24.934837698993658,9,A3_9,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": true, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A3_9,"[""scene_debug missing -> fallback spatial layout"", ""target tau 22.238ns >= Te 10.000ns""]",A3,fallback_layout,WARN
8.34334409270864,0.0,-9.921796932610956,-34.856634631604614,-24.934837698993658,0,A4_0,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_0,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
8.34334409270864,0.0,-9.870229919640636,-34.8050676186343,-24.934837698993658,1,A4_1,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_1,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
8.343344092708648,0.0,-9.771993503792821,-34.706831202786475,-24.934837698993658,10,A4_10,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_10,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
8.343344092708648,0.0,-9.904913502707155,-34.839751201700814,-24.934837698993658,11,A4_11,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_11,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
9.960320052165471,0.0,-8.16509588621506,-33.09993358520872,-24.934837698993658,12,A4_12,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_12,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
9.960320052165471,0.0,-8.586343596198585,-33.52118129519224,-24.934837698993658,13,A4_13,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_13,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
9.823548343520798,0.0,-8.961942011527345,-33.896779710521,-24.934837698993658,14,A4_14,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_14,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
9.823548343520798,0.0,-9.064670675277286,-33.999508374270945,-24.934837698993658,15,A4_15,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_15,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
9.412818035341374,0.0,-9.437121618568515,-34.37195931756217,-24.934837698993658,16,A4_16,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_16,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
9.412818035341374,0.0,-9.482713341408104,-34.41755104040176,-24.934837698993658,17,A4_17,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_17,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
9.950421756523127,0.0,-8.479769236444506,-33.414606935438165,-24.934837698993658,18,A4_18,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_18,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
9.950421756523127,0.0,-8.605945743749011,-33.540783442742665,-24.934837698993658,19,A4_19,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_19,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
6.422752621717265,0.0,-10.351531432757714,-35.28636913175137,-24.934837698993658,2,A4_2,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_2,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
9.939936992626059,0.0,-8.894130676077097,-33.82896837507076,-24.934837698993658,20,A4_20,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_20,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
9.939936992626059,0.0,-9.193130073063331,-34.12796777205699,-24.934837698993658,21,A4_21,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_21,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
9.778752881830613,0.0,-9.137344096430866,-34.07218179542453,-24.934837698993658,22,A4_22,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_22,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
9.778752881830613,0.0,-9.340684804674442,-34.2755225036681,-24.934837698993658,23,A4_23,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_23,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
10.16088375251713,0.0,-2.0228190101316317,-26.95765670912529,-24.934837698993658,24,A4_24,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_24,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
10.16088375251713,0.0,-1.8609274375160578,-26.795765136509715,-24.934837698993658,25,A4_25,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_25,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
6.768543836278312,0.0,-2.064374084064501,-26.999211783058158,-24.934837698993658,26,A4_26,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_26,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
6.768543836278312,0.0,-2.02872886025243,-26.963566559246086,-24.934837698993658,27,A4_27,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_27,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
5.485015418672418,0.0,-2.2536984662837036,-27.188536165277362,-24.934837698993658,28,A4_28,"{""scene_fallback"": true, ""los_block_violation"": false, ""target_bounce_missing"": false, ""target_tau_outside_early"": false, ""effect_within_floor_uncert"": false, ""metric_missing"": false}",A4_28,"[""scene_debug missing -> fallback spatial layout""]",A4,fallback_layout,WARN
