plot_id,series,scenario_id,case_id,link_id,x,y,data,meta
P2-1,full,,,,G1,-32.934837404558046,-32.934837404558046,
P2-1,minimal,,,,G1,-32.93572785709975,-32.93572785709975,
P2-1,full,,,,G2,7.999999707790597,7.999999707790597,
P2-1,minimal,,,,G2,7.999999747126477,7.999999747126477,
P2-1,full,,,,L3,-0.18120493446053348,-0.18120493446053348,
P2-1,minimal,,,,L3,-0.1113092055541799,-0.1113092055541799,
P2-1,full,,,,R1,6.233479134680779,6.233479134680779,
P2-1,minimal,,,,R1,6.380262107485637,6.380262107485637,
