plot_id,series,scenario_id,case_id,link_id,x,y,data,meta
G3-2,abs_XPD_early_excess_db,A2,0,A2_0,2.7199659283313338,32.934837556282154,32.934837556282154,
G3-2,abs_XPD_early_excess_db,A2,1,A2_1,2.7199659283313338,32.934837556282154,32.934837556282154,
G3-2,abs_XPD_early_excess_db,A2,2,A2_2,2.7199659283313338,32.934837516946274,32.934837516946274,
G3-2,abs_XPD_early_excess_db,A2,3,A2_3,2.7199659283313338,32.934837516946274,32.934837516946274,
G3-2,abs_XPD_early_excess_db,A2,4,A2_4,2.7199659283313338,32.93483746637157,32.93483746637157,
G3-2,abs_XPD_early_excess_db,A2,5,A2_5,2.7199659283313338,32.93483746637157,32.93483746637157,
G3-2,abs_XPD_early_excess_db,A2,6,A2_6,2.7199659283313338,32.934837443893926,32.934837443893926,
G3-2,abs_XPD_early_excess_db,A2,7,A2_7,2.7199659283313338,32.934837443893926,32.934837443893926,
G3-2,abs_XPD_early_excess_db,A2,8,A2_8,2.719965928331348,32.934837404558046,32.934837404558046,
G3-2,abs_XPD_early_excess_db,A2,9,A2_9,2.719965928331348,32.934837404558046,32.934837404558046,
G3-2,abs_XPD_early_excess_db,A2,10,A2_10,2.719965928331348,32.93483735398334,32.93483735398334,
G3-2,abs_XPD_early_excess_db,A2,11,A2_11,2.719965928331348,32.93483735398334,32.93483735398334,
G3-2,abs_XPD_early_excess_db,A2,12,A2_12,2.719965928331348,32.934837286550405,32.934837286550405,
G3-2,abs_XPD_early_excess_db,A2,13,A2_13,2.719965928331348,32.934837286550405,32.934837286550405,
G3-2,abs_XPD_early_excess_db,A2,14,A2_14,2.7199659283313338,32.93483724721453,32.93483724721453,
G3-2,abs_XPD_early_excess_db,A2,15,A2_15,2.7199659283313338,32.93483724721453,32.93483724721453,
G3-2,abs_XPD_early_excess_db,A2,16,A2_16,2.7199659283313338,32.934837196639826,32.934837196639826,
G3-2,abs_XPD_early_excess_db,A2,17,A2_17,2.7199659283313338,32.934837196639826,32.934837196639826,
G3-2,abs_XPD_early_excess_db,A3,0,A3_0,2.719965928331348,16.934837988976852,16.934837988976852,
G3-2,abs_XPD_early_excess_db,A3,1,A3_1,2.719965928331348,16.934837988976852,16.934837988976852,
G3-2,abs_XPD_early_excess_db,A3,2,A3_2,nan,24.93483769676745,24.93483769676745,
G3-2,abs_XPD_early_excess_db,A3,3,A3_3,nan,24.93483769676745,24.93483769676745,
G3-2,abs_XPD_early_excess_db,A3,4,A3_4,nan,24.93483769676745,24.93483769676745,
G3-2,abs_XPD_early_excess_db,A3,5,A3_5,nan,24.93483769676745,24.93483769676745,
G3-2,abs_XPD_early_excess_db,A3,6,A3_6,nan,24.93483769676745,24.93483769676745,
G3-2,abs_XPD_early_excess_db,A3,7,A3_7,nan,24.93483769676745,24.93483769676745,
G3-2,abs_XPD_early_excess_db,A3,8,A3_8,-0.29033402830847876,32.93483760685686,32.93483760685686,
G3-2,abs_XPD_early_excess_db,A3,9,A3_9,-0.29033402830847876,32.93483760685686,32.93483760685686,
G3-2,abs_XPD_early_excess_db,A3,10,A3_10,2.719965928331348,16.93483803359498,16.93483803359498,
G3-2,abs_XPD_early_excess_db,A3,11,A3_11,2.719965928331348,16.93483803359498,16.93483803359498,
G3-2,abs_XPD_early_excess_db,A3,12,A3_12,nan,24.93483769676745,24.93483769676745,
G3-2,abs_XPD_early_excess_db,A3,13,A3_13,nan,24.93483769676745,24.93483769676745,
G3-2,abs_XPD_early_excess_db,A3,14,A3_14,nan,24.93483769676745,24.93483769676745,
G3-2,abs_XPD_early_excess_db,A3,15,A3_15,nan,24.93483769676745,24.93483769676745,
G3-2,abs_XPD_early_excess_db,A3,16,A3_16,2.7199659283313338,32.93483746637157,32.93483746637157,
G3-2,abs_XPD_early_excess_db,A3,17,A3_17,2.7199659283313338,32.93483746637157,32.93483746637157,
G3-2,abs_XPD_early_excess_db,A3,18,A3_18,-0.29033402830847876,32.93483758297436,32.93483758297436,
G3-2,abs_XPD_early_excess_db,A3,19,A3_19,-0.29033402830847876,32.93483758297436,32.93483758297436,
G3-2,abs_XPD_early_excess_db,A3,20,A3_20,2.7199659283313338,16.934838087004362,16.934838087004362,
G3-2,abs_XPD_early_excess_db,A3,21,A3_21,2.7199659283313338,16.934838087004362,16.934838087004362,
G3-2,abs_XPD_early_excess_db,A3,22,A3_22,2.719965928331348,16.93483795918824,16.93483795918824,
G3-2,abs_XPD_early_excess_db,A3,23,A3_23,2.719965928331348,16.93483795918824,16.93483795918824,
G3-2,abs_XPD_early_excess_db,A4,0,A4_0,9.241384397848037,34.58578899083842,34.58578899083842,
G3-2,abs_XPD_early_excess_db,A4,1,A4_1,9.241384397848037,34.53422199430056,34.53422199430056,
G3-2,abs_XPD_early_excess_db,A4,2,A4_2,9.241384397848037,34.688727435394924,34.688727435394924,
G3-2,abs_XPD_early_excess_db,A4,3,A4_3,9.241384397848037,34.58162297170228,34.58162297170228,
G3-2,abs_XPD_early_excess_db,A4,4,A4_4,9.241384397848037,34.453509123691916,34.453509123691916,
G3-2,abs_XPD_early_excess_db,A4,5,A4_5,9.643780926823624,34.40713920875212,34.40713920875212,
G3-2,abs_XPD_early_excess_db,A4,6,A4_6,9.643780926823624,34.59562011377849,34.59562011377849,
G3-2,abs_XPD_early_excess_db,A4,7,A4_7,9.643780926823624,34.52423633307142,34.52423633307142,
G3-2,abs_XPD_early_excess_db,A4,8,A4_8,9.643780926823624,34.194073251128685,34.194073251128685,
G3-2,abs_XPD_early_excess_db,A4,9,A4_9,9.643780926823624,34.08173605517913,34.08173605517913,
G3-2,abs_XPD_early_excess_db,A4,10,A4_10,9.823548343520798,34.02130693869577,34.02130693869577,
G3-2,abs_XPD_early_excess_db,A4,11,A4_11,9.823548343520798,34.15422695397367,34.15422695397367,
G3-2,abs_XPD_early_excess_db,A4,12,A4_12,9.823548343520798,33.68095585386041,33.68095585386041,
G3-2,abs_XPD_early_excess_db,A4,13,A4_13,9.823548343520798,34.10220345418689,34.10220345418689,
G3-2,abs_XPD_early_excess_db,A4,14,A4_14,9.823548343520798,33.896779708294794,33.896779708294794,
G3-2,abs_XPD_early_excess_db,A4,15,A4_15,12.748340198482424,26.30898221830988,26.30898221830988,
G3-2,abs_XPD_early_excess_db,A4,16,A4_16,12.748340198482424,26.346583885141925,26.346583885141925,
G3-2,abs_XPD_early_excess_db,A4,17,A4_17,12.748340198482424,26.392175641273194,26.392175641273194,
G3-2,abs_XPD_early_excess_db,A4,18,A4_18,12.748340198482424,26.53776175033758,26.53776175033758,
G3-2,abs_XPD_early_excess_db,A4,19,A4_19,12.748340198482424,26.663938291115027,26.663938291115027,
G3-2,abs_XPD_early_excess_db,A4,20,A4_20,14.499353962228696,26.163447709216282,26.163447709216282,
G3-2,abs_XPD_early_excess_db,A4,21,A4_21,14.499353962228696,26.46244723235525,26.46244723235525,
G3-2,abs_XPD_early_excess_db,A4,22,A4_22,14.499353962228696,26.0561157437828,26.0561157437828,
G3-2,abs_XPD_early_excess_db,A4,23,A4_23,14.499353962228696,26.259456622806024,26.259456622806024,
G3-2,abs_XPD_early_excess_db,A4,24,A4_24,14.499353962228696,26.36984860688495,26.36984860688495,
G3-2,abs_XPD_early_excess_db,A4,25,A4_25,15.564903440581048,25.992525392557003,25.992525392557003,
G3-2,abs_XPD_early_excess_db,A4,26,A4_26,15.564903440581048,25.825023167990793,25.825023167990793,
G3-2,abs_XPD_early_excess_db,A4,27,A4_27,15.564903440581048,25.789377960578463,25.789377960578463,
G3-2,abs_XPD_early_excess_db,A4,28,A4_28,15.564903440581048,25.882177823853887,25.882177823853887,
G3-2,abs_XPD_early_excess_db,A4,29,A4_29,15.564903440581048,26.017761944849035,26.017761944849035,
G3-2,abs_XPD_early_excess_db,A4,30,A4_30,11.668570135812246,30.28590440838112,30.28590440838112,
G3-2,abs_XPD_early_excess_db,A4,31,A4_31,11.668570135812246,30.44599288516261,30.44599288516261,
