stage,cv_scheme,feature_set,feature_family,n_features,model,n,n_pos,AUC,PR_AUC,accuracy_at_0p5,balanced_accuracy_at_0p5,f1_at_0p5,features
stage1,stratified5,Joint_CIR12_CP_late_energy5,joint,17,random_forest,3000,2120,0.8926023799313894,0.9525315915529835,0.8163333333333334,0.7776586620926244,0.8702002355712604,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_late_db;s3_late;lambda_l_late_fraction;gamma_delay_linear;xpr_all_db
stage1,stratified5,Joint_CIR12_CP16_all,joint,28,extra_trees,3000,2120,0.8916193181818182,0.9517829979416066,0.8173333333333334,0.7843481989708405,0.8698955365622032,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_fp_db;xpr_late_db;xpr_all_db;s3_fp;s3_late;s3_all;delta_tau_l_given_r_s;delta_p_l_given_r_db;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;lambda_l_late_fraction;gamma_anchor_linear;gamma_delay_linear;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,Joint_CIR12_CP_pruned6,joint,18,extra_trees,3000,2120,0.8914134862778731,0.950179579674971,0.8156666666666667,0.7874892795883361,0.867734991628797,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;gamma_anchor_linear;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,Joint_CIR12_CP_low_overlap4,joint,16,extra_trees,3000,2120,0.8901023799313893,0.9495284927912607,0.816,0.788057461406518,0.8679425837320575,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s
stage1,stratified5,Joint_CIR12_CP_late_energy5,joint,17,hist_gradient_boosting,3000,2120,0.8896612349914237,0.9489879243138017,0.8223333333333334,0.7616316466552315,0.8784492588369441,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_late_db;s3_late;lambda_l_late_fraction;gamma_delay_linear;xpr_all_db
stage1,stratified5,Joint_CIR12_CP_phase_delay4,joint,16,hist_gradient_boosting,3000,2120,0.8867806603773585,0.949823188157639,0.8166666666666667,0.7562928816466552,0.8743144424131627,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;cp_phase_slope_delay_s;cp_phase_residual_circvar;delta_p_l_given_r_db
stage1,stratified5,Joint_CIR12_CP_phase_delay4,joint,16,random_forest,3000,2120,0.8841546955403088,0.9482027769974923,0.814,0.7733490566037736,0.8688293370944993,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;cp_phase_slope_delay_s;cp_phase_residual_circvar;delta_p_l_given_r_db
stage1,stratified5,Joint_CIR12_CP_phase_delay4,joint,16,extra_trees,3000,2120,0.8722411020583191,0.9412944903079201,0.797,0.7709584048027445,0.8530759951749095,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;cp_phase_slope_delay_s;cp_phase_residual_circvar;delta_p_l_given_r_db
stage1,stratified5,Joint_CIR12_CP16_all,joint,28,gradient_boosting,3000,2120,0.8722405660377358,0.9416797487426688,0.8093333333333333,0.697930960548885,0.8776208814719726,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_fp_db;xpr_late_db;xpr_all_db;s3_fp;s3_late;s3_all;delta_tau_l_given_r_s;delta_p_l_given_r_db;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;lambda_l_late_fraction;gamma_anchor_linear;gamma_delay_linear;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,Joint_CIR12_CP_greedy,joint,18,gradient_boosting,3000,2120,0.8695829759862779,0.9401646820215763,0.8086666666666666,0.6974592624356776,0.8771404109589042,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;s3_fp;s3_all;delta_f_l_minus_r_fp;cp_phase_slope_delay_s;s3_late
stage1,stratified5,Joint_CIR12_CP_low_overlap4,joint,16,gradient_boosting,3000,2120,0.866591713121784,0.9375818378020719,0.808,0.6943289022298456,0.8770806658130602,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s
stage1,stratified5,Joint_CIR12_CP_pruned6,joint,18,gradient_boosting,3000,2120,0.8663065501715266,0.9379983232729954,0.809,0.696033447684391,0.877642536835362,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;gamma_anchor_linear;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,Joint_CIR12_CP_late_energy5,joint,17,gradient_boosting,3000,2120,0.8640158662092624,0.9359743623833178,0.8026666666666666,0.7028516295025728,0.8711923411662315,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_late_db;s3_late;lambda_l_late_fraction;gamma_delay_linear;xpr_all_db
stage1,stratified5,Joint_CIR12_CP_phase_delay4,joint,16,gradient_boosting,3000,2120,0.8590150621783876,0.9347037407694597,0.797,0.6755789022298456,0.8709472345835982,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;cp_phase_slope_delay_s;cp_phase_residual_circvar;delta_p_l_given_r_db
stage1,stratified5,Joint_CIR12_CP_ratio_fp6,joint,18,hist_gradient_boosting,3000,2120,0.8328344768439108,0.9255723989359858,0.7786666666666666,0.7038164665523157,0.8496376811594203,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_fp_db;s3_fp;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;gamma_anchor_linear
stage1,stratified5,Joint_CIR12_CP_late_energy5,joint,17,knn_15_distance,3000,2120,0.8298976200686106,0.9209934769045458,0.782,0.7058426243567753,0.8523035230352304,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_late_db;s3_late;lambda_l_late_fraction;gamma_delay_linear;xpr_all_db
stage1,stratified5,Joint_CIR12_CP_ratio_fp6,joint,18,random_forest,3000,2120,0.8279261363636364,0.922365441561118,0.7673333333333333,0.723048885077187,0.8345187292555714,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_fp_db;s3_fp;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;gamma_anchor_linear
stage1,stratified5,Joint_CIR12_CP_ratio_fp6,joint,18,extra_trees,3000,2120,0.8243562392795882,0.9214383968205766,0.755,0.7362564322469982,0.8184736972091875,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_fp_db;s3_fp;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;gamma_anchor_linear
stage1,stratified5,Joint_CIR12_CP16_all,joint,28,svm_rbf,3000,2120,0.823609562607204,0.9204690826760759,0.7683333333333333,0.6891938250428816,0.843079701964326,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_fp_db;xpr_late_db;xpr_all_db;s3_fp;s3_late;s3_all;delta_tau_l_given_r_s;delta_p_l_given_r_db;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;lambda_l_late_fraction;gamma_anchor_linear;gamma_delay_linear;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,Joint_CIR12_CP_ratio_fp6,joint,18,gradient_boosting,3000,2120,0.8173785913379074,0.916924375423588,0.7573333333333333,0.6292345626072041,0.8454352441613588,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_fp_db;s3_fp;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;gamma_anchor_linear
stage1,stratified5,Joint_CIR12_CP_phase_delay4,joint,16,svm_rbf,3000,2120,0.8131330403087479,0.9136962994798719,0.7616666666666667,0.6718481989708405,0.8405797101449275,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;cp_phase_slope_delay_s;cp_phase_residual_circvar;delta_p_l_given_r_db
stage1,stratified5,CP16_all_only,cp_only,16,random_forest,3000,2120,0.8124812392795884,0.9070360139482212,0.7806666666666666,0.7098842195540309,0.8502503413746018,xpr_fp_db;xpr_late_db;xpr_all_db;s3_fp;s3_late;s3_all;delta_tau_l_given_r_s;delta_p_l_given_r_db;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;lambda_l_late_fraction;gamma_anchor_linear;gamma_delay_linear;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,Joint_CIR12_CP_late_energy5,joint,17,svm_rbf,3000,2120,0.8091359348198971,0.9130556844041022,0.761,0.664397512864494,0.8415469613259668,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_late_db;s3_late;lambda_l_late_fraction;gamma_delay_linear;xpr_all_db
stage1,stratified5,Joint_CIR12_CP16_all,joint,28,knn_15_distance,3000,2120,0.8076838550600343,0.9090090401427935,0.771,0.6668203259005145,0.8500981889591971,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_fp_db;xpr_late_db;xpr_all_db;s3_fp;s3_late;s3_all;delta_tau_l_given_r_s;delta_p_l_given_r_db;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;lambda_l_late_fraction;gamma_anchor_linear;gamma_delay_linear;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,Joint_CIR12_CP_greedy,joint,18,svm_rbf,3000,2120,0.8065008576329331,0.9116270638475917,0.756,0.6711620926243568,0.835431654676259,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;s3_fp;s3_all;delta_f_l_minus_r_fp;cp_phase_slope_delay_s;s3_late
stage1,stratified5,CP_pruned6_only,cp_only,6,extra_trees,3000,2120,0.8063893653516295,0.9035413989612049,0.7516666666666667,0.7066466552315609,0.8227456578634309,delta_tau_l_given_r_s;gamma_anchor_linear;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,CP16_all_only,cp_only,16,gradient_boosting,3000,2120,0.8061355596054889,0.9055837546448722,0.7886666666666666,0.6613743567753001,0.8663575042158516,xpr_fp_db;xpr_late_db;xpr_all_db;s3_fp;s3_late;s3_all;delta_tau_l_given_r_s;delta_p_l_given_r_db;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;lambda_l_late_fraction;gamma_anchor_linear;gamma_delay_linear;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,CP16_all_only,cp_only,16,hist_gradient_boosting,3000,2120,0.805670025728988,0.903682516267144,0.7806666666666666,0.6846269296740994,0.8552573691157062,xpr_fp_db;xpr_late_db;xpr_all_db;s3_fp;s3_late;s3_all;delta_tau_l_given_r_s;delta_p_l_given_r_db;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;lambda_l_late_fraction;gamma_anchor_linear;gamma_delay_linear;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,CP_greedy_only,cp_only,6,extra_trees,3000,2120,0.8036465480274443,0.902652289177223,0.7473333333333333,0.7102272727272727,0.8173493975903614,delta_tau_l_given_r_s;s3_fp;s3_all;delta_f_l_minus_r_fp;cp_phase_slope_delay_s;s3_late
stage1,stratified5,CP16_all_only,cp_only,16,extra_trees,3000,2120,0.8033345840480274,0.9011260188446049,0.7603333333333333,0.7104524013722127,0.8305444261135989,xpr_fp_db;xpr_late_db;xpr_all_db;s3_fp;s3_late;s3_all;delta_tau_l_given_r_s;delta_p_l_given_r_db;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;lambda_l_late_fraction;gamma_anchor_linear;gamma_delay_linear;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,CP_greedy_only,cp_only,6,hist_gradient_boosting,3000,2120,0.8028285806174957,0.9027031880458996,0.7753333333333333,0.6762006861063464,0.8521281263712155,delta_tau_l_given_r_s;s3_fp;s3_all;delta_f_l_minus_r_fp;cp_phase_slope_delay_s;s3_late
stage1,stratified5,Joint_CIR12_CP_pruned6,joint,18,svm_rbf,3000,2120,0.7993728559176673,0.9066634726808707,0.7553333333333333,0.6637114065180103,0.8364527629233511,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;gamma_anchor_linear;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,CP_pruned6_only,cp_only,6,random_forest,3000,2120,0.7993053173241853,0.9000905821147724,0.768,0.7005896226415094,0.8402937127122533,delta_tau_l_given_r_s;gamma_anchor_linear;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,CP_greedy_only,cp_only,6,random_forest,3000,2120,0.7985457761578045,0.8997401897623711,0.7586666666666667,0.6866745283018867,0.8344764517604024,delta_tau_l_given_r_s;s3_fp;s3_all;delta_f_l_minus_r_fp;cp_phase_slope_delay_s;s3_late
stage1,stratified5,Joint_CIR12_CP_phase_delay4,joint,16,knn_15_distance,3000,2120,0.7984005145797599,0.9038883050840733,0.7563333333333333,0.6511256432246999,0.8400787573835047,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;cp_phase_slope_delay_s;cp_phase_residual_circvar;delta_p_l_given_r_db
stage1,stratified5,Joint_CIR12_CP_low_overlap4,joint,16,svm_rbf,3000,2120,0.7947443181818182,0.9042250266778202,0.7516666666666667,0.6587907375643225,0.8341126697840124,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s
stage1,stratified5,CP_pruned6_only,cp_only,6,hist_gradient_boosting,3000,2120,0.7929947469982846,0.8983758225669678,0.774,0.6749249571183533,0.8511852502194908,delta_tau_l_given_r_s;gamma_anchor_linear;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,Joint_CIR12_CP_greedy,joint,18,knn_15_distance,3000,2120,0.7830204759862778,0.8948907811299756,0.7476666666666667,0.6420025728987993,0.834100372561911,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;s3_fp;s3_all;delta_f_l_minus_r_fp;cp_phase_slope_delay_s;s3_late
stage1,stratified5,CP_phase_delay4_only,cp_only,4,extra_trees,3000,2120,0.780084691252144,0.8861463335325196,0.74,0.7053709262435677,0.8109549200193893,delta_tau_l_given_r_s;cp_phase_slope_delay_s;cp_phase_residual_circvar;delta_p_l_given_r_db
stage1,stratified5,Joint_CIR12_CP_pruned6,joint,18,knn_15_distance,3000,2120,0.7798935999142367,0.8933897330487975,0.754,0.6501393653516295,0.8381578947368421,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;gamma_anchor_linear;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,CP_phase_delay4_only,cp_only,4,random_forest,3000,2120,0.7785468481989708,0.88766195432406,0.7453333333333333,0.6815608919382504,0.8226555246053854,delta_tau_l_given_r_s;cp_phase_slope_delay_s;cp_phase_residual_circvar;delta_p_l_given_r_db
stage1,stratified5,Joint_CIR12_CP_low_overlap4,joint,16,knn_15_distance,3000,2120,0.7782115673241853,0.8924865252506531,0.748,0.6375857632933104,0.8353658536585366,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s
stage1,stratified5,CP_greedy_only,cp_only,6,gradient_boosting,3000,2120,0.7772705831903945,0.8862960267103621,0.7803333333333333,0.6435141509433961,0.8624504278856189,delta_tau_l_given_r_s;s3_fp;s3_all;delta_f_l_minus_r_fp;cp_phase_slope_delay_s;s3_late
stage1,stratified5,CP_low_overlap4_only,cp_only,4,extra_trees,3000,2120,0.7767726200686106,0.8883031330816563,0.7226666666666667,0.6788164665523156,0.8,delta_tau_l_given_r_s;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s
stage1,stratified5,CP_phase_delay4_only,cp_only,4,hist_gradient_boosting,3000,2120,0.7745942324185249,0.8858982267593334,0.76,0.658704974271012,0.8418277680140598,delta_tau_l_given_r_s;cp_phase_slope_delay_s;cp_phase_residual_circvar;delta_p_l_given_r_db
stage1,stratified5,CP_phase_delay4_only,cp_only,4,gradient_boosting,3000,2120,0.772514472555746,0.8854606800254627,0.7783333333333333,0.645422384219554,0.8604407135362014,delta_tau_l_given_r_s;cp_phase_slope_delay_s;cp_phase_residual_circvar;delta_p_l_given_r_db
stage1,stratified5,CP_pruned6_only,cp_only,6,gradient_boosting,3000,2120,0.7722853237564323,0.8842742031579698,0.7803333333333333,0.6465051457975987,0.8619316991410014,delta_tau_l_given_r_s;gamma_anchor_linear;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,CP_phase_delay4_only,cp_only,4,knn_15_distance,3000,2120,0.7721773156089193,0.8751559334130536,0.769,0.658426243567753,0.8499675254384066,delta_tau_l_given_r_s;cp_phase_slope_delay_s;cp_phase_residual_circvar;delta_p_l_given_r_db
stage1,stratified5,CIR12_only,cir_only,12,gradient_boosting,3000,2120,0.770315180102916,0.8892676743773071,0.737,0.5955724699828473,0.8344176285414481,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate
stage1,stratified5,CIR12_only,cir_only,12,hist_gradient_boosting,3000,2120,0.7681716337907376,0.8882387321106879,0.7433333333333333,0.6482418524871355,0.8286604361370716,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate
stage1,stratified5,CP16_all_only,cp_only,16,knn_15_distance,3000,2120,0.7680344125214408,0.8758053005938555,0.7553333333333333,0.639451114922813,0.8416055243849806,xpr_fp_db;xpr_late_db;xpr_all_db;s3_fp;s3_late;s3_all;delta_tau_l_given_r_s;delta_p_l_given_r_db;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;lambda_l_late_fraction;gamma_anchor_linear;gamma_delay_linear;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,CP_low_overlap4_only,cp_only,4,random_forest,3000,2120,0.7674571183533447,0.8828005626732456,0.7443333333333333,0.6702186963979416,0.8244449530785076,delta_tau_l_given_r_s;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s
stage1,stratified5,CP16_all_only,cp_only,16,svm_rbf,3000,2120,0.7671221054888507,0.8812675248698477,0.7576666666666667,0.6457547169811321,0.8424019076522871,xpr_fp_db;xpr_late_db;xpr_all_db;s3_fp;s3_late;s3_all;delta_tau_l_given_r_s;delta_p_l_given_r_db;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;lambda_l_late_fraction;gamma_anchor_linear;gamma_delay_linear;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,CIR12_only,cir_only,12,random_forest,3000,2120,0.7671022727272728,0.8855076051850069,0.7293333333333333,0.6788807890222984,0.8070342205323194,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate
stage1,stratified5,CP_pruned6_only,cp_only,6,knn_15_distance,3000,2120,0.7662553602058318,0.8744510043592478,0.764,0.659208833619211,0.8453473132372215,delta_tau_l_given_r_s;gamma_anchor_linear;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,Joint_CIR12_CP16_all,joint,28,logistic_l2,3000,2120,0.7637510720411663,0.8737936505916022,0.765,0.6459584048027445,0.8488745980707395,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_fp_db;xpr_late_db;xpr_all_db;s3_fp;s3_late;s3_all;delta_tau_l_given_r_s;delta_p_l_given_r_db;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;lambda_l_late_fraction;gamma_anchor_linear;gamma_delay_linear;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,Joint_CIR12_CP_ratio_fp6,joint,18,svm_rbf,3000,2120,0.7627326329331047,0.8929959907535157,0.714,0.5856132075471698,0.8158007728638901,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_fp_db;s3_fp;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;gamma_anchor_linear
stage1,stratified5,CIR12_only,cir_only,12,extra_trees,3000,2120,0.7627240566037735,0.8869432715839332,0.705,0.6952294168096055,0.7749809305873379,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate
stage1,stratified5,Joint_CIR12_CP16_all,joint,28,logistic_l1,3000,2120,0.7623531303602058,0.872980392452081,0.766,0.6469982847341338,0.8495499357051007,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;xpr_fp_db;xpr_late_db;xpr_all_db;s3_fp;s3_late;s3_all;delta_tau_l_given_r_s;delta_p_l_given_r_db;f_r_fp;f_l_fp;delta_f_l_minus_r_fp;lambda_l_late_fraction;gamma_anchor_linear;gamma_delay_linear;cp_phase_slope_delay_s;cp_phase_residual_circvar
stage1,stratified5,CP_low_overlap4_only,cp_only,4,gradient_boosting,3000,2120,0.7617712800171528,0.8759462675691262,0.7766666666666666,0.6402551457975987,0.8599498327759197,delta_tau_l_given_r_s;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s
stage1,stratified5,CP_low_overlap4_only,cp_only,4,hist_gradient_boosting,3000,2120,0.7594454867066894,0.8748334821475474,0.7706666666666667,0.6632611492281304,0.8504997827031725,delta_tau_l_given_r_s;gamma_delay_linear;lambda_l_late_fraction;cp_phase_slope_delay_s
stage1,stratified5,Joint_CIR12_CP_greedy,joint,18,logistic_l2,3000,2120,0.7576050600343052,0.8677778962443936,0.766,0.6456689536878216,0.8498074454428755,rms_delay_spread;mean_excess_delay;max_excess_delay;fp_to_total_ratio;rise_time_fp;fp_kurtosis;kurtosis_total;skewness_total;energy_concentration_50ns;num_significant_peaks;peak_to_avg_ratio;k_factor_estimate;delta_tau_l_given_r_s;s3_fp;s3_all;delta_f_l_minus_r_fp;cp_phase_slope_delay_s;s3_late
