scenario_name,proxy,rx_x,rx_y,rx_z,path_count,n_eff,tau_rms_ns,mean_aoa_spread_deg,aoa_azimuth_spread_deg,aoa_elevation_spread_deg,aod_azimuth_spread_deg,aod_elevation_spread_deg,dpr_db,pmi_env,mrs_raw,mrs_score,mrs_label,selected_role,lp_rate_raw_snr_0,cp_rate_raw_snr_0,delta_rate_raw_snr_0,lp_rate_norm_snr_0,cp_rate_norm_snr_0,delta_rate_norm_snr_0,lp_rate_raw_snr_10,cp_rate_raw_snr_10,delta_rate_raw_snr_10,lp_rate_norm_snr_10,cp_rate_norm_snr_10,delta_rate_norm_snr_10,lp_rate_raw_snr_20,cp_rate_raw_snr_20,delta_rate_raw_snr_20,lp_rate_norm_snr_20,cp_rate_norm_snr_20,delta_rate_norm_snr_20
open_office,False,0.5,0.5,1.2,21,1.9043613180388765,5.595020678175317,16.115624097314317,28.42789127048381,3.8033569241448277,18.285436952057356,11.693568198068967,3.7967199554722244,0.00025734019220028254,-0.07993472873003918,57.467005744042815,moderate,,4.2576844603053e-05,0.00017030113616544823,0.00012772429156239522,5.614602841796321e-09,5.614602841796321e-09,0.0,0.0004257216342906635,0.0017022628165625593,0.0012765411822718959,5.614602782350135e-08,5.614602791086754e-08,8.736618764058524e-17,0.004252543460351605,0.016948300683814126,0.012695757223462521,5.614601972967691e-07,5.614601971220368e-07,-1.7473230910672148e-16
open_office,False,1.5,0.5,1.2,23,2.0110922346558158,5.2683556479827,18.235279938289644,25.556092942364174,10.91446693421511,16.770153995501296,12.544683488367262,3.4351645102834114,0.00020372163070914482,-0.04125720762023363,57.9869255122362,moderate,,0.00012051323477177329,0.00048200130790225016,0.00036148807313047686,1.6333339930497625e-08,1.633333981400939e-08,-1.164882358496497e-16,0.0012047452476711686,0.0048138312125891956,0.003609085964918027,1.633333909400351e-07,1.6333339091091306e-07,-2.9122051517786914e-17,0.012008961557236542,0.047533827334654395,0.035524865777417855,1.6333331670875904e-06,1.6333331671167123e-06,2.91218397595501e-17
open_office,False,2.5,0.5,1.2,22,1.791994523574524,5.126080263805613,17.641498409467225,24.155714203845555,11.127282615088896,15.579039755092213,13.370970382686538,4.426478663199916,0.0001522472262348308,-0.0953392526277289,57.25993155044913,moderate,,6.669305473701197e-05,0.00026675554917858306,0.0002000624944415711,8.991381702452273e-09,8.991381702452273e-09,0.0,0.0006668055485359184,0.0026655576587030455,0.001998752110167127,8.991381471573683e-08,8.99138145992486e-08,-1.1648821930603745e-16,0.006655595785547337,0.02645833165719316,0.019802735871645823,8.991379059405641e-07,8.991379059114418e-07,-2.912226327602373e-17
open_office,False,3.5,0.5,1.2,23,1.7594522241958095,4.9658851122747905,20.985870492662734,24.38936406489639,17.582376920429073,14.635917553768635,16.244700801945747,4.615852434801541,0.00011352411292162278,-0.04840294410323891,57.890869468590914,moderate,,5.098719768123791e-05,0.0002039378645028356,0.00015295066682159767,6.890599192176634e-09,6.8905992212986905e-09,2.912205648087059e-17,0.0005097900433636214,0.002038068873958349,0.0015282788305947276,6.890599068472563e-08,6.890599068472563e-08,0.0,0.005089728873378639,0.0202510910967127,0.01516136222333406,6.890597538464525e-07,6.890597538173306e-07,-2.9121945638668507e-17
open_office,False,4.5,0.5,1.2,26,1.6688743317013874,4.836691821689928,21.963666200058114,25.28750936665151,18.639823033464715,14.42862559810642,16.765625473756128,5.144060090406825,8.352993468538004e-05,-0.054996880369135845,57.80223095928432,moderate,,5.086511837466676e-05,0.00020344912071208954,0.00015258400233742278,6.845948348353532e-09,6.845948319231475e-09,-2.91220573080512e-17,0.00050856605222876,0.0020331303782472237,0.0015245643260184637,6.845948178162954e-08,6.84594818107516e-08,2.9122064752676714e-17,0.005077171235403149,0.020196731205364103,0.015119559969960953,6.845946573525502e-07,6.845946573816723e-07,2.9122051517786914e-17
open_office,False,5.5,0.5,1.2,23,1.594220505543069,4.666311151086609,22.14883964179132,25.618440931646223,18.679238351936412,13.442018361662697,17.030653082838857,5.618259356887062,7.963562976590616e-06,-0.07936158977373435,57.474710122833244,moderate,,6.376113005839326e-05,0.0002550290391870696,0.00019126790912867632,8.532663903498779e-09,8.532663932620837e-09,2.9122058135231814e-17,0.0006374952135514996,0.0025484348342084966,0.001910939620656997,8.532663660184484e-08,8.532663674745514e-08,1.4561029729360397e-16,0.00636337776161112,0.02530096386587729,0.01893758610426617,8.53266156485829e-07,8.532661564567071e-07,-2.91218397595501e-17
open_office,False,6.5,0.5,1.2,23,1.5942330423288962,4.6811432988534545,22.06946865840429,25.440402488996163,18.69853482781242,13.956026800581709,17.02735966440618,5.618180890075287,7.78364617311971e-06,-0.08034073046234658,57.461548095246044,moderate,,6.749607947173177e-05,0.00026996512438936973,0.00020246904491763796,9.037489814368947e-09,9.037489814368947e-09,0.0,0.0006748168735324353,0.002697351157630162,0.002022534284097727,9.037489518695197e-08,9.037489530344019e-08,1.1648821930603745e-16,0.006733826229773101,0.026746634848485763,0.02001280861871266,9.037486877350886e-07,9.037486878224546e-07,8.736604867424233e-17
open_office,False,7.5,0.5,1.2,22,1.631825797503387,4.423410994537252,21.164463899465026,23.936261237788926,18.392666561141127,13.869083008428923,16.77979409381819,5.356964949798126,5.0725264185672185e-05,-0.09346378107774869,57.28514244053566,moderate,,4.974354172896135e-05,0.00019896287846623276,0.00014921933673727142,6.63413857558296e-09,6.634138604705019e-09,2.9122058962412427e-17,0.0004973507684398687,0.001988275684894286,0.0014909249164544174,6.634138403126018e-08,6.634138403126018e-08,0.0,0.00496506678312831,0.019748964263568983,0.014783897480440674,6.634136871345223e-07,6.634136871345223e-07,0.0
open_office,False,8.5,0.5,1.2,22,1.7282137102439223,4.582212565074874,20.115733850971047,22.53987595124577,17.69159175069633,14.54141343187088,16.31069726454724,4.7705891924953905,0.0001124958860742114,-0.0823085533779692,57.435095778634754,moderate,,4.4984244294393364e-05,0.0001799280047263022,0.00013494376043190885,6.031848383253804e-09,6.031848412375861e-09,2.91220573080512e-17,0.00044977516004237835,0.00179820444516495,0.0013484292851225716,6.03184826035549e-08,6.031848263267695e-08,2.9122051517786914e-17,0.0044910406077661325,0.0178755795940193,0.013384538986253169,6.031847029916692e-07,6.031847029334251e-07,-5.824410303557383e-17
open_office,False,9.5,0.5,1.2,22,1.909116221457157,4.856251230405692,20.48528760128855,24.375886666249517,16.594688536327585,14.870121340990545,15.586736781365413,3.8805273386475125,0.00017096907464506602,-0.03081299365948127,58.12732109979261,moderate,,5.714540354139876e-05,0.00022856894754653316,0.0001714235440051344,7.704269723686298e-09,7.704269752808356e-09,2.9122058135231814e-17,0.0005713590519800446,0.002284171168620682,0.0017128121166406372,7.704269561158576e-08,7.704269566982987e-08,5.824411627046363e-17,0.00570411889721423,0.022691571656711016,0.016987452759496785,7.704267768721464e-07,7.704267769886347e-07,1.1648831195026606e-16
open_office,False,10.5,0.5,1.2,19,2.039433058097864,4.2701593947815955,20.10589985655364,24.682135737106382,15.5296639760009,11.202031284504276,14.868158326528533,3.301094324372975,0.0002119311757272242,-0.034077073593726706,58.083443942361555,moderate,,5.787861440948422e-05,0.00023150014951660536,0.00017362153510712115,7.677627319896201e-09,7.677627290774143e-09,-2.9122058135231814e-17,0.0005786788561795225,0.00231328691073155,0.0017346080545520275,7.677627093428524e-08,7.677627105077346e-08,1.1648821930603745e-16,0.005776097581224429,0.022963794082430964,0.017187696501206537,7.677625217823326e-07,7.677625216658446e-07,-1.1648799431291084e-16
open_office,False,11.5,0.5,1.2,18,3.1484740157168414,9.019289909579548,32.56433111825568,57.61631554481187,7.512346691699488,32.53559978422599,15.644614776898973,0.34421411463038165,0.004779321143518016,0.7887360323008623,69.14404935367193,rich,,4.567266903919157e-05,0.00018268385836846038,0.0001370111893292688,5.982745972631542e-09,5.982745943509483e-09,-2.9122058962412427e-17,0.00045667556293102626,0.0018260210675922664,0.00136934550466124,5.982745821577197e-08,5.982745830313817e-08,8.736619425803014e-17,0.004561652680951205,0.01817908129650193,0.013617428615550726,5.982744971813467e-07,5.982744972104688e-07,2.912215739690532e-17
open_office,False,0.5,1.5,1.2,23,2.1944836418405465,4.926008601757745,21.242246519423453,27.336757561813954,15.147735477032949,15.90323537672065,14.548432354141244,2.7752777069877426,0.00013249549966283454,0.021558860247170842,58.83132594192559,moderate,,6.486555889521954e-05,0.00025944593038052704,0.0001945803714853075,8.510061050529467e-09,8.510061108773588e-09,5.82441212335473e-17,0.0006485333237934609,0.002592505152125141,0.0019439718283316802,8.510060832713716e-08,8.510060835625922e-08,2.9122064752676714e-17,0.006473145833685828,0.025732107619846598,0.01925896178616077,8.510058778908221e-07,8.510058778617001e-07,-2.9122051517786914e-17
open_office,False,1.5,1.5,1.2,22,1.6335860396590012,5.111393637182762,15.634299887863609,24.70327310186914,6.565326673858076,16.037994075885194,13.713929576641624,5.289596404300165,8.946676102348093e-05,-0.16756287375613538,56.28907076936232,moderate,,4.121014351892758e-05,0.00016483338481896605,0.00012362324130003847,5.533370147875155e-09,5.533370089631037e-09,-5.824411792482485e-17,0.00041204752283155373,0.0016474718710342165,0.0012354243482026628,5.533370043523177e-08,5.533370049347588e-08,5.824410965301873e-17,0.004115095609794058,0.0163892581011052,0.012274162491311143,5.533369050676076e-07,5.533369049802416e-07,-8.736604867424233e-17
open_office,False,2.5,1.5,1.2,24,1.4837144873371597,5.235785601222963,14.59506827082763,22.219943774191677,6.970192767463584,15.726919578855005,14.578596489644953,6.413996913841364,6.442488390444155e-05,-0.22246307948027036,55.55107874156856,mild,,4.421776719552316e-05,0.0001768631078428386,0.00013264534064731545,5.954085934021996e-09,5.954085963144055e-09,2.9122058962412427e-17,0.000442117972903015,0.0017676765964926594,0.0013255586235896444,5.9540858326439064e-08,5.9540858297317e-08,-2.9122064752676714e-17,0.004415222982048823,0.01758215250465754,0.013166929522608718,5.954084697133165e-07,5.954084697133165e-07,0.0
open_office,False,3.5,1.5,1.2,22,1.348574189072832,4.8893305061159085,13.105405782766955,19.843806124706706,6.367005440827205,14.550357098414542,15.300698117128682,7.771553530211726,3.378586751418631e-05,-0.3069883273643309,54.41485423634227,mild,,4.7017734133117626e-05,0.0001880607736580355,0.00014104303952491786,6.288821635679087e-09,6.288821635679087e-09,0.0,0.000470101131703868,0.0018793894392816653,0.0014092883075777973,6.28882146162987e-08,6.288821464542076e-08,2.9122051517786914e-17,0.004693410130555358,0.018673317298709594,0.013979907168154237,6.288820084872702e-07,6.288820086037584e-07,1.1648820607114765e-16
open_office,False,4.5,1.5,1.2,23,1.4314765614362432,4.561020127266079,18.748053387661933,18.177496719985424,19.318610055338443,12.907172157642671,17.496615070159457,6.919568502760507,1.2225162464995991e-05,-0.18818585587675937,56.0118478301473,mild,,3.825684263537456e-05,0.0001530215103757027,0.00011476466774032815,5.066326758164156e-09,5.066326758164156e-09,0.0,0.0003825244798491223,0.0015295123800997729,0.0011469879002506504,5.066326672110839e-08,5.0663266808474565e-08,8.736617440569544e-17,0.0038208580209962793,0.01522535183424143,0.01140449381324515,5.066325910010403e-07,5.066325910301623e-07,2.9122051517786914e-17
open_office,False,5.5,1.5,1.2,21,1.3665795109263656,4.254859060832663,18.68120310233884,17.732545951263937,19.62986025341375,11.499849006697739,17.87558415278183,7.593074062915946,1.8880736178876036e-06,-0.22281439524407082,55.54635620493134,mild,,3.3819626184779805e-05,0.00013527419801448036,0.00010145457182970056,4.435399533200864e-09,4.435399533200864e-09,0.0,0.00033816396466839496,0.001352225507613271,0.001014061542944876,4.435399501549877e-08,4.43539949863767e-08,-2.9122064752676714e-17,0.0033784152160434514,0.013470943938420866,0.010092528722377415,4.435398947986565e-07,4.4353989479865657e-07,5.293955920339377e-23
open_office,False,6.5,1.5,1.2,25,1.37512652476992,4.469857595320421,18.819659016441292,17.876854610436425,19.76246342244616,12.23247215208674,17.911445480449135,7.50249573594501,2.028521230441234e-06,-0.209710640671899,55.72250247398217,mild,,4.252414254840453e-05,0.00017008957925272706,0.00012756543670432253,5.5842886696891575e-09,5.584288727933275e-09,5.824411709764424e-17,0.00042518900072974994,0.0017000576360709737,0.0012748686353412238,5.5842885939093635e-08,5.5842885939093635e-08,0.0,0.004246659502877463,0.016917519350578857,0.012670859847701395,5.584287698073119e-07,5.58428769865556e-07,5.824410303557383e-17
open_office,False,7.5,1.5,1.2,25,1.438618951165496,4.657656518914861,18.930438147801105,18.438616654090897,19.422259641511317,12.975239956389434,17.549398804622395,6.8559185957871,1.2464777807875637e-05,-0.17948239744267575,56.128843437975505,mild,,4.520181916795214e-05,0.00018079866875435493,0.00013559684958640278,5.93396171755002e-09,5.933961688427961e-09,-2.9122058962412427e-17,0.00045195364149919225,0.001806954695247341,0.0013550010537481487,5.933961587460096e-08,5.933961593284507e-08,5.824410965301873e-17,0.0045130965693147415,0.017967309634064874,0.013454213064750132,5.933960489250719e-07,5.933960489250719e-07,0.0
open_office,False,8.5,1.5,1.2,21,1.5196617016710674,4.367370007643552,17.447841693790824,16.284844814018943,18.610838573562706,13.156180403223651,16.97219827670294,6.136045525330207,3.1516160453507016e-05,-0.19147608020842424,55.96761922855293,mild,,4.405034680749663e-05,0.00017619266076281633,0.0001321423139553197,5.861101965965646e-09,5.861101965965646e-09,0.0,0.00044043802905931423,0.0017608804263971707,0.0013204423973378564,5.861101859987528e-08,5.861101848338705e-08,-1.1648822592348236e-16,0.00439785216816175,0.017505186374377753,0.013107334206216004,5.861100688960459e-07,5.861100688669238e-07,-2.9122051517786914e-17
open_office,False,9.5,1.5,1.2,24,1.7319723344549418,4.6398749805770105,19.449892115400104,21.344214965989682,17.55556926481053,14.319487968556754,16.233145856179306,4.7584587589216145,8.801420237651472e-05,-0.0941166934399068,57.27636571353136,moderate,,5.060684725359591e-05,0.00020241712564104738,0.00015181027838745146,6.77303151897977e-09,6.773031606345947e-09,8.736617688723728e-17,0.0005059915092898081,0.002022940900177959,0.001516949390888151,6.77303140630492e-08,6.773031397568302e-08,-8.736618102314034e-17,0.00505223852468114,0.020107624547088573,0.015055386022407434,6.773029966786028e-07,6.77302996765969e-07,8.736615455336074e-17
open_office,False,11.5,1.5,1.2,15,5.398256008414423,6.119301107161395,71.34042387991987,128.86253529329872,13.818312466541022,36.836214732612426,13.146809844128981,-3.9213698047654915,0.019354919450323544,2.772793724884144,95.81460077504174,rich,,1.8168408905320028e-05,7.267240529180156e-05,5.450399638648153e-05,2.3882926988588426e-09,2.3882927279809015e-09,2.9122058962412427e-17,0.00018167486199217834,0.000726576462213897,0.0005449016002217187,2.3882927261055077e-08,2.3882927173688903e-08,-8.736617440569544e-17,0.0018158267059160604,0.007251056070011058,0.005435229364094998,2.388292564653497e-07,2.3882925649447176e-07,2.9122051517786914e-17
