case_id,error_msg,antenna_type,los_blockage,num_slabs,tx_height,rx_height,incidence_deg,tx_rx_dist_m,slab_size_m,slab_tilt_deg
41,no_paths,ideal,1,1,0.871261486434318,2.85711630078943,62.5267512579202,NaN,3.81113381259699,20.046462394561
44,no_paths,patch,1,1,0.564701802493844,1.7430763326448,62.6402046781175,NaN,3.02182371330188,14.2030174585265
93,no_paths,patch,1,1,0.558079656311369,2.68535531320296,52.1424022670166,NaN,2.56509953237967,25.7536653596557
