link,basis,abs_H11_mid,abs_H21_mid,gamma_mid
linear_ideal_to_linear_patch,linear,0.00177124520183026,0.000480002768903565,0.270997357343619
linear_patch_to_linear_ideal,linear,0.00177124520183026,0.000480002768903565,0.270997357343619
linear_patch_to_linear_patch,linear,0.00183513275355267,5.42101086242752e-20,2.95401564379083e-17
circular_ideal_to_circular_patch,circular,0.00177124520183026,0.000480002768903565,0.270997357343619
circular_patch_to_circular_ideal,circular,0.00177124520183026,0.000480002768903565,0.270997357343619
circular_patch_to_circular_patch,circular,0.00183513275355267,0,0
